trial	index_traj	path	mean_side	mean_val	sd	last_visibl_side	f_missing_pos	last_visibl_center_dist[deg]	response	RT	fix_start_time	dot_mvt_start_time	last_dot_time	button_pressed_time	line_cross_time	early_response (t/f)	rest_time	end_time	start_exp_time	time_from_start [ces]
0	56	iid	left	-0.974	2.955	right	9	5.179	1	399	0	302	1568	1967	1657	0	75	2969	71637.0	72.456
1	37	iid	left	-1.988	5.494	left	30	-5.674	-1	592	0	303	1356	1948	1617	0	250	2950		75.453
2	67	iid	left	-1.011	3.712	right	14	2.576	1	558	0	304	1520	2078	1648	0	117	3080		78.415
3	79	iid	left	-2.149	4.637	right	22	6.019	1	700	0	303	1380	2080	1575	0	183	3081		81.508
4	80	iid	left	-1.134	4.973	right	25	3.726	1	664	1	304	1369	2033	1587	0	208	3035		84.603
5	188	iid	right	2.822	5.379	right	29	8.417	-1	489	0	303	1385	1874	1637	0	242	2876		87.651
6	183	iid	right	2.547	5.207	right	27	4.706	1	504	1	303	1321	1825	1557	0	225	2828		90.537
7	10	iid	left	-1.646	3.03	left	9	-6.579	-1	832	0	302	1563	2395	1649	0	75	3397		93.372
8	128	iid	right	0.87	4.088	left	17	-2.599	1	589	0	304	1467	2056	1621	0	142	3057		96.782
9	62	iid	left	-1.05	3.553	right	13	3.169	-1	471	0	302	1484	1955	1603	0	108	2957		99.846
10	65	iid	left	-2.055	3.917	right	16	5.82	1	542	0	303	1473	2015	1618	0	133	3017		102.817
11	17	iid	left	-2.376	3.95	left	16	-7.381	-1	390	0	303	1426	1816	1570	0	133	2820		105.849
12	133	iid	right	1.014	5.344	left	29	-3.279	1	572	0	304	1275	1847	1527	0	242	2849		108.683
13	195	iid	right	0.81	6.405	right	41	10.068	1	759	0	303	1209	1968	1561	0	342	2971		111.546
14	146	iid	right	1.995	6.028	left	36	-3.041	1	718	0	304	1323	2041	1633	0	300	3043		114.531
15	38	iid	left	-2.822	5.379	left	29	-8.417	-1	921	1	305	1385	2306	1638	0	242	3309		117.588
