trial	index_traj	path	mean_side	mean_val	sd	last_visibl_side	f_missing_pos	last_visibl_center_dist[deg]	response	RT	fix_start_time	dot_mvt_start_time	last_dot_time	button_pressed_time	line_cross_time	early_response (t/f)	rest_time	end_time	start_exp_time	time_from_start [ces]
0	56	iid	left	-0.974	2.955	right	9	5.179	1	129	0	302	1510	1639	1598	0	75	2642	44051.0	48.206
1	37	iid	left	-1.988	5.494	left	30	-5.674	-1	492	0	304	1317	1809	1577	0	250	2811		50.864
2	67	iid	left	-1.011	3.712	right	14	2.576	1	153	0	303	1465	1618	1593	0	117	2621		53.686
3	79	iid	left	-2.149	4.637	right	22	6.019	-1	279	0	304	1404	1683	1600	0	183	2686		56.318
4	80	iid	left	-1.134	4.973	right	25	3.726	1	307	0	301	1385	1692	1602	0	208	2695		59.009
5	188	iid	right	2.822	5.379	right	29	8.417	1	264	0	303	1332	1596	1584	0	242	2599		61.717
6	183	iid	right	2.547	5.207	right	27	4.706	1	211	0	302	1357	1568	1582	1	225	2571		64.322
7	10	iid	left	-1.646	3.03	left	9	-6.579	1	225	0	303	1515	1740	1602	0	75	2743		66.905
8	128	iid	right	0.87	4.088	left	17	-2.599	1	48	0	303	1448	1496	1590	1	142	2498		69.66
9	62	iid	left	-1.05	3.553	right	13	3.169	1	44	0	302	1479	1523	1587	1	108	2526		72.163
10	65	iid	left	-2.055	3.917	right	16	5.82	1	182	0	304	1450	1632	1594	0	133	2635		74.699
11	17	iid	left	-2.376	3.95	left	16	-7.381	1	246	0	302	1443	1689	1587	0	133	2693		77.339
12	133	iid	right	1.014	5.344	left	29	-3.279	-1	361	0	303	1340	1701	1593	0	242	2704		80.045
13	195	iid	right	0.81	6.405	right	41	10.068	1	384	0	303	1237	1621	1591	0	342	2623		82.763
14	146	iid	right	1.995	6.028	left	36	-3.041	1	294	0	304	1288	1582	1588	1	300	2585		85.402
15	38	iid	left	-2.822	5.379	left	29	-8.417	1	378	0	304	1356	1734	1608	0	242	2737		87.999
16	173	iid	right	2.217	4.012	right	16	3.328	1	93	0	304	1450	1543	1583	1	133	2546		90.748
17	149	iid	right	1.186	6.295	left	40	-3.668	-1	827	0	302	1238	2065	1584	0	333	3067		93.301
18	93	iid	left	-1.486	6.421	right	41	8.888	-1	413	1	303	1241	1654	1594	0	342	2658		96.372
19	29	iid	left	-1.621	4.376	left	19	-14.001	1	192	1	302	1426	1618	1596	0	158	2621		99.035
20	0	iid	left	-1.672	2.125	left	5	-3.182	1	130	0	302	1539	1669	1592	0	42	2673		101.659
21	2	iid	left	-2.413	2.537	left	6	-6.728	1	207	0	304	1545	1752	1606	0	50	2755		104.345
22	122	iid	right	1.283	4.911	left	24	-3.587	1	271	0	302	1375	1646	1586	0	200	2648		107.105
23	180	iid	right	1.432	5.195	right	27	7.161	-1	373	1	305	1366	1739	1601	0	225	2742		109.765
24	95	iid	left	-1.969	6.295	right	40	10.722	1	356	0	302	1236	1592	1578	0	333	2594		112.521
25	121	iid	right	1.764	4.73	left	22	-2.728	1	201	0	303	1413	1614	1608	0	183	2616		115.128
26	185	iid	right	2.32	5.071	right	26	7.877	1	242	0	302	1367	1609	1596	0	217	2611		117.749
27	39	iid	left	-2.719	5.571	left	31	-10.583	-1	308	0	302	1315	1623	1584	0	258	2625		120.368
28	66	iid	left	-2.091	3.596	right	13	5.348	1	125	0	302	1474	1599	1593	0	108	2602		122.999
29	19	iid	left	-1.394	3.481	left	12	-5.649	-1	268	0	304	1493	1761	1606	0	100	2764		125.614
30	11	iid	left	-1.454	3.202	left	10	-2.972	-1	219	0	302	1504	1723	1598	0	83	2725		128.383
31	45	iid	left	-0.81	6.405	left	41	-10.068	1	445	0	303	1226	1671	1578	0	342	2674		131.121
32	41	iid	left	-2.078	6.196	left	38	-11.804	1	411	0	304	1263	1674	1592	0	317	2677		133.81
33	92	iid	left	-1.12	6.035	right	36	5.179	1	269	0	303	1274	1543	1574	1	300	2546		136.501
34	168	iid	right	1.853	3.209	right	10	4.809	1	71	1	303	1491	1562	1574	1	83	2564		139.052
35	1	iid	left	-1.432	2.804	left	8	-3.469	1	12	1	304	1513	1525	1580	1	67	2527		141.63
36	57	iid	left	-2.189	2.964	right	9	2.592	1	81	0	303	1510	1591	1585	1	75	2594		144.17
37	189	iid	right	2.719	5.571	right	31	10.583	-1	377	0	305	1315	1691	1584	0	258	2695		146.777
38	151	iid	right	1.432	2.804	right	8	3.469	-1	237	0	303	1515	1752	1594	0	67	2754		149.486
39	167	iid	right	2.376	3.95	right	16	7.381	1	270	0	303	1453	1723	1597	0	133	2727		152.255
40	116	iid	right	2.091	3.596	left	13	-5.348	1	106	1	304	1467	1573	1575	1	108	2576		154.99
41	138	iid	right	1.027	5.533	left	31	-3.742	1	382	0	303	1321	1703	1592	0	258	2706		157.58
42	155	iid	right	2.123	2.129	right	5	3.169	1	189	0	303	1535	1724	1589	0	42	2726		160.294
43	82	iid	left	-0.915	5.411	right	29	4.576	1	317	0	303	1331	1648	1585	0	242	2651		163.032
44	160	iid	right	1.646	3.03	right	9	6.579	1	200	0	302	1505	1705	1590	0	75	2707		165.688
45	181	iid	right	2.689	5.667	right	33	13.897	1	321	0	303	1306	1627	1592	0	275	2629		168.409
46	171	iid	right	2.081	4.839	right	24	11.931	1	309	0	302	1390	1699	1603	0	200	2701		171.043
47	12	iid	left	-1.311	3.437	left	12	-3.281	1	278	0	303	1484	1762	1596	0	100	2764		173.755
48	55	iid	left	-1.076	2.085	right	4	4.474	1	104	0	303	1550	1654	1594	0	33	2657		176.525
49	77	iid	left	-1.239	4.403	right	19	7.711	-1	201	0	303	1434	1635	1605	0	158	2637		179.19
50	22	iid	left	-1.158	4.684	left	22	-3.138	1	12770	0	304	1404	14174	1600	0	183	15178		181.841
51	129	iid	right	2.149	4.637	left	22	-6.019	1	282	0	303	1395	1677	1590	0	183	2680		199.568
52	105	iid	right	1.076	2.085	left	4	-4.474	1	44	0	304	1552	1596	1596	0	33	2598		202.264
53	102	iid	right	1.512	2.3	left	5	-5.012	1	173	1	305	1557	1730	1611	0	42	2733		204.877
54	159	iid	right	1.71	2.788	right	8	5.391	1	42	0	303	1528	1570	1595	1	67	2573		207.624
55	9	iid	left	-1.71	2.788	left	8	-5.391	-1	64	0	302	1531	1595	1598	1	67	2597		210.215
56	15	iid	left	-2.085	3.039	left	9	-3.017	1	214	1	304	1521	1735	1608	0	75	2738		212.828
57	150	iid	right	1.672	2.125	right	5	3.182	1	192	0	303	1548	1740	1602	0	42	2744		215.582
