trial	index_traj	path	mean_side	mean_val	sd	last_visibl_side	f_missing_pos	last_visibl_center_dist[deg]	response	RT	fix_start_time	dot_mvt_start_time	last_dot_time	button_pressed_time	line_cross_time	early_response (t/f)	rest_time	end_time	start_exp_time	time_from_start [ces]
0	56	iid	left	-0.974	2.955	right	9	5.179	-1	456	0	302	1503	1959	1590	0	75	2961	34771.0	35.675
1	37	iid	left	-1.988	5.494	left	30	-5.674	-1	553	1	303	1339	1892	1598	0	250	2893		38.654
2	67	iid	left	-1.011	3.712	right	14	2.576	-1	332	0	302	1477	1809	1605	0	117	2811		41.555
3	79	iid	left	-2.149	4.637	right	22	6.019	-1	335	0	303	1368	1703	1562	0	183	2704		44.373
4	80	iid	left	-1.134	4.973	right	25	3.726	1	311	0	302	1365	1676	1587	0	208	2678		47.085
5	188	iid	right	2.822	5.379	right	29	8.417	1	312	0	301	1328	1640	1580	0	242	2642		49.77
6	183	iid	right	2.547	5.207	right	27	4.706	1	249	0	302	1360	1609	1601	0	225	2610		52.42
7	10	iid	left	-1.646	3.03	left	9	-6.579	-1	251	0	303	1506	1757	1594	0	75	2758		55.038
8	128	iid	right	0.87	4.088	left	17	-2.599	1	115	0	303	1448	1563	1590	1	142	2565		57.804
9	62	iid	left	-1.05	3.553	right	13	3.169	1	540	0	303	1447	1987	1570	0	108	2988		60.377
10	65	iid	left	-2.055	3.917	right	16	5.82	-1	336	0	302	1438	1774	1582	0	133	2776		63.372
11	17	iid	left	-2.376	3.95	left	16	-7.381	-1	236	0	302	1436	1672	1582	0	133	2673		66.154
12	133	iid	right	1.014	5.344	left	29	-3.279	1	287	0	303	1343	1630	1601	0	242	2632		68.836
13	195	iid	right	0.81	6.405	right	41	10.068	1	663	1	303	1240	1903	1594	0	342	2905		71.476
14	146	iid	right	1.995	6.028	left	36	-3.041	1	391	0	302	1277	1668	1587	0	300	2670		74.39
15	38	iid	left	-2.822	5.379	left	29	-8.417	1	489	0	302	1327	1816	1583	0	242	2817		77.066
