trial	index_traj	path	mean_side	mean_val	sd	last_visibl_side	f_missing_pos	last_visibl_center_dist[deg]	response	RT	fix_start_time	dot_mvt_start_time	last_dot_time	button_pressed_time	line_cross_time	early_response (t/f)	rest_time	end_time	start_exp_time	time_from_start [ces]
0	95	iid	left	-1.969	6.295	right	40	10.722	1	559	0	302	1245	1804	1589	0	333	2806	67417.0	71.574
1	15	iid	left	-2.085	3.039	left	9	-3.017	-1	252	0	303	1509	1761	1594	0	75	2764		74.394
2	30	iid	left	-1.432	5.195	left	27	-7.161	-1	496	0	303	1357	1853	1593	0	225	2855		77.163
3	158	iid	right	1.147	2.092	right	4	3.873	1	255	0	303	1557	1812	1600	0	33	2814		80.026
4	128	iid	right	0.87	4.088	left	17	-2.599	1	831	0	303	1436	2267	1590	0	142	3270		82.848
5	115	iid	right	2.055	3.917	left	16	-5.82	-1	347	0	303	1460	1807	1602	0	133	2809		86.127
6	69	iid	left	-2.377	3.329	right	11	2.683	-1	602	0	304	1488	2090	1590	0	92	3093		88.945
7	170	iid	right	2.263	4.205	right	18	3.056	1	594	0	304	1418	2012	1579	0	150	3015		92.045
8	174	iid	right	1.157	4.176	right	17	2.95	1	754	0	303	1442	2196	1595	0	142	3198		95.068
9	45	iid	left	-0.81	6.405	left	41	-10.068	-1	1380	0	302	1216	2596	1569	0	342	3598		98.273
10	66	iid	left	-2.091	3.596	right	13	5.348	1	611	0	302	1471	2082	1590	0	108	3084		101.878
11	182	iid	right	2.179	5.057	right	26	5.865	1	418	0	303	1362	1780	1590	0	217	2782		104.971
12	165	iid	right	2.085	3.039	right	9	3.017	1	53	0	303	1504	1557	1579	1	75	2559		107.762
13	78	iid	left	-0.87	4.088	right	17	2.599	-1	546	0	302	1433	1979	1584	0	142	2981		110.328
14	186	iid	right	1.917	5.864	right	35	11.991	1	2504	0	303	1271	3775	1573	0	292	4778		113.319
15	177	iid	right	2.389	4.145	right	17	3.429	1	473	0	303	1425	1898	1578	0	142	2900		118.109
16	56	iid	left	-0.974	2.955	right	9	5.179	-1	918	0	303	1471	2389	1559	0	75	3391		121.019
17	152	iid	right	2.413	2.537	right	6	6.728	1	1090	0	303	1501	2591	1564	0	50	3594		124.421
18	82	iid	left	-0.915	5.411	right	29	4.576	1	856	0	304	1322	2178	1575	0	242	3180		128.026
19	68	iid	left	-1.071	3.23	right	10	4.659	-1	142	1	304	1466	1608	1560	0	83	2611		131.216
20	124	iid	right	1.906	4.326	left	19	-4.242	1	538	0	303	1397	1935	1566	0	158	2937		133.835
21	16	iid	left	-1.331	3.134	left	10	-7.001	-1	575	0	304	1476	2051	1570	0	83	3052		136.782
22	148	iid	right	0.971	6.212	left	39	-8.275	1	1183	1	305	1225	2408	1561	0	325	3409		139.845
23	93	iid	left	-1.486	6.421	right	41	8.888	-1	997	0	304	1214	2211	1569	0	342	3213		143.264
24	65	iid	left	-2.055	3.917	right	16	5.82	-1	3769	0	303	1420	5189	1564	0	133	6192		146.488
25	60	iid	left	-0.889	3.379	right	11	3.456	-1	1566	0	303	1459	3025	1564	0	92	4027		152.693
26	84	iid	left	-1.581	5.468	right	30	3.437	-1	562	0	303	1303	1865	1565	0	250	2867		156.733
27	67	iid	left	-1.011	3.712	right	14	2.576	1	974	0	303	1432	2406	1559	0	117	3409		159.612
28	125	iid	right	1.007	4.726	left	22	-7.396	1	817	0	303	1369	2186	1563	0	183	3188		163.032
29	132	iid	right	0.915	5.411	left	29	-4.576	-1	2221	0	303	1314	3535	1566	0	242	4537		166.232
30	9	iid	left	-1.71	2.788	left	8	-5.391	-1	2508	1	304	1494	4002	1571	0	67	5004		170.78
31	18	iid	left	-1.853	3.209	left	10	-4.809	-1	561	0	303	1486	2047	1580	0	83	3051		175.792
32	55	iid	left	-1.076	2.085	right	4	4.474	-1	1286	0	304	1536	2822	1579	0	33	3825		178.854
33	75	iid	left	-1.007	4.726	right	22	7.396	-1	645	0	302	1394	2039	1590	0	183	3041		182.685
34	150	iid	right	1.672	2.125	right	5	3.182	1	296	0	303	1523	1819	1575	0	42	2821		185.736
