trial	index_traj	path	mean_side	mean_val	sd	last_visibl_side	f_missing_pos	last_visibl_center_dist[deg]	response	RT	fix_start_time	dot_mvt_start_time	last_dot_time	button_pressed_time	line_cross_time	early_response (t/f)	rest_time	end_time	start_exp_time	time_from_start [ces]
0	56	iid	left	-0.974	2.955	right	9	5.179	1	301	0	303	1505	1806	1588	0	75	2807	36792.0	39.685
1	37	iid	left	-1.988	5.494	left	30	-5.674	1	386	0	301	1322	1708	1581	0	250	2710		42.498
2	67	iid	left	-1.011	3.712	right	14	2.576	-1	377	0	302	1465	1842	1593	0	117	2844		45.213
3	79	iid	left	-2.149	4.637	right	22	6.019	1	716	0	302	1399	2115	1592	0	183	3117		48.06
4	80	iid	left	-1.134	4.973	right	25	3.726	1	593	0	301	1374	1967	1591	0	208	2968		51.181
5	188	iid	right	2.822	5.379	right	29	8.417	1	416	0	301	1339	1755	1593	0	242	2757		54.154
6	183	iid	right	2.547	5.207	right	27	4.706	1	310	0	301	1348	1658	1583	0	225	2660		56.915
7	10	iid	left	-1.646	3.03	left	9	-6.579	-1	406	0	301	1508	1914	1594	0	75	2915		59.579
8	128	iid	right	0.87	4.088	left	17	-2.599	1	392	0	302	1426	1818	1579	0	142	2820		62.5
9	62	iid	left	-1.05	3.553	right	13	3.169	-1	468	0	301	1467	1935	1584	0	108	2936		65.325
10	65	iid	left	-2.055	3.917	right	16	5.82	-1	361	0	301	1453	1814	1596	0	133	2816		68.264
11	17	iid	left	-2.376	3.95	left	16	-7.381	-1	368	0	303	1456	1824	1600	0	133	2825		71.083
12	133	iid	right	1.014	5.344	left	29	-3.279	1	674	0	301	1340	2015	1592	0	242	3016		73.913
13	195	iid	right	0.81	6.405	right	41	10.068	1	455	0	301	1242	1697	1595	0	342	2698		76.933
14	146	iid	right	1.995	6.028	left	36	-3.041	1	407	0	301	1277	1684	1587	0	300	2685		79.635
15	38	iid	left	-2.822	5.379	left	29	-8.417	1	559	0	301	1338	1897	1590	0	242	2899		82.323
16	173	iid	right	2.217	4.012	right	16	3.328	-1	386	0	301	1445	1831	1588	0	133	2832		85.227
17	149	iid	right	1.186	6.295	left	40	-3.668	-1	447	0	301	1246	1693	1591	0	333	2695		88.064
18	93	iid	left	-1.486	6.421	right	41	8.888	1	469	0	301	1240	1709	1591	0	342	2710		90.762
19	29	iid	left	-1.621	4.376	left	19	-14.001	1	731	0	302	1422	2153	1590	0	158	3155		93.475
20	0	iid	left	-1.672	2.125	left	5	-3.182	-1	792	0	301	1536	2328	1589	0	42	3329		96.635
21	2	iid	left	-2.413	2.537	left	6	-6.728	1	555	0	302	1525	2080	1586	0	50	3082		99.969
22	122	iid	right	1.283	4.911	left	24	-3.587	1	554	0	301	1382	1936	1592	0	200	2938		103.053
23	180	iid	right	1.432	5.195	right	27	7.161	1	423	0	302	1348	1771	1584	0	225	2772		105.995
24	95	iid	left	-1.969	6.295	right	40	10.722	1	485	0	301	1241	1726	1585	0	333	2727		108.77
25	121	iid	right	1.764	4.73	left	22	-2.728	1	1081	0	302	1391	2472	1584	0	183	3475		111.503
26	185	iid	right	2.32	5.071	right	26	7.877	-1	1220	0	302	1356	2576	1584	0	217	3578		114.98
27	39	iid	left	-2.719	5.571	left	31	-10.583	1	1206	0	301	1321	2527	1588	0	258	3529		118.564
28	66	iid	left	-2.091	3.596	right	13	5.348	-1	899	0	301	1470	2369	1588	0	108	3371		122.097
29	19	iid	left	-1.394	3.481	left	12	-5.649	-1	581	0	302	1483	2064	1593	0	100	3067		125.473
30	11	iid	left	-1.454	3.202	left	10	-2.972	-1	940	0	303	1498	2438	1591	0	83	3441		128.543
31	45	iid	left	-0.81	6.405	left	41	-10.068	1	671	0	301	1232	1903	1584	0	342	2905		131.987
