trial	index_traj	path	mean_side	mean_val	sd	last_visibl_side	f_missing_pos	last_visibl_center_dist[deg]	response	RT	fix_start_time	dot_mvt_start_time	last_dot_time	button_pressed_time	line_cross_time	early_response (t/f)	rest_time	end_time	start_exp_time	time_from_start [ces]
0	56	rdw	left	-0.974	2.955	right	9	5.179	1	302	0	301	1514	1816	1599	0	75	2818	57776.0	61.446
1	37	rdw	left	-1.988	5.494	left	30	-5.674	-1	337	0	302	1358	1695	1622	0	250	2696		64.281
2	67	rdw	left	-1.011	3.712	right	14	2.576	1	338	0	303	1486	1824	1617	0	117	2825		66.984
3	79	rdw	left	-2.149	4.637	right	22	6.019	1	293	0	302	1401	1694	1597	0	183	2701		69.817
4	80	rdw	left	-1.134	4.973	right	25	3.726	1	309	0	302	1379	1688	1601	0	208	2690		72.525
5	188	rdw	right	2.822	5.379	right	29	8.417	1	341	0	303	1354	1695	1607	0	242	2696		75.223
6	183	rdw	right	2.547	5.207	right	27	4.706	1	280	0	302	1346	1626	1583	0	225	2628		77.926
7	10	rdw	left	-1.646	3.03	left	9	-6.579	-1	142	0	302	1520	1662	1606	0	75	2663		80.562
8	128	rdw	right	0.87	4.088	left	17	-2.599	-1	323	0	302	1469	1792	1629	0	142	2793		83.256
9	62	rdw	left	-1.05	3.553	right	13	3.169	1	362	0	303	1483	1845	1603	0	108	2847		86.057
10	65	rdw	left	-2.055	3.917	right	16	5.82	1	311	0	302	1477	1788	1625	0	133	2789		88.913
11	17	rdw	left	-2.376	3.95	left	16	-7.381	-1	294	0	303	1472	1766	1616	0	133	2767		91.71
12	133	rdw	right	1.014	5.344	left	29	-3.279	-1	355	0	303	1358	1713	1614	0	242	2714		94.485
13	195	rdw	right	0.81	6.405	right	41	10.068	1	419	0	302	1247	1666	1603	0	342	2667		97.206
14	146	rdw	right	1.995	6.028	left	36	-3.041	-1	359	0	303	1303	1662	1618	0	300	2664		99.881
15	38	rdw	left	-2.822	5.379	left	29	-8.417	-1	298	0	303	1373	1671	1626	0	242	2673		102.552
16	173	rdw	right	2.217	4.012	right	16	3.328	1	290	0	303	1475	1765	1619	0	133	2766		105.233
17	149	rdw	right	1.186	6.295	left	40	-3.668	-1	331	0	303	1275	1606	1608	1	333	2608		108.008
18	93	rdw	left	-1.486	6.421	right	41	8.888	1	311	0	303	1233	1544	1575	1	342	2545		110.624
19	29	rdw	left	-1.621	4.376	left	19	-14.001	-1	276	0	303	1433	1709	1609	0	158	2711		113.176
20	0	rdw	left	-1.672	2.125	left	5	-3.182	-1	245	0	303	1552	1797	1607	0	42	2799		115.895
21	2	rdw	left	-2.413	2.537	left	6	-6.728	-1	253	0	303	1541	1794	1603	0	50	2795		118.701
22	122	rdw	right	1.283	4.911	left	24	-3.587	-1	305	0	302	1413	1718	1631	0	200	2719		121.504
23	180	rdw	right	1.432	5.195	right	27	7.161	1	281	0	302	1372	1653	1610	0	225	2655		124.233
24	95	rdw	left	-1.969	6.295	right	40	10.722	1	405	0	303	1250	1655	1594	0	333	2657		126.896
25	121	rdw	right	1.764	4.73	left	22	-2.728	-1	313	0	303	1422	1735	1616	0	183	2736		129.561
26	185	rdw	right	2.32	5.071	right	26	7.877	1	307	0	302	1386	1693	1615	0	217	2695		132.306
27	39	rdw	left	-2.719	5.571	left	31	-10.583	-1	290	0	303	1344	1634	1617	0	258	2636		135.008
28	66	rdw	left	-2.091	3.596	right	13	5.348	1	262	0	302	1490	1752	1612	0	108	2756		137.653
29	19	rdw	left	-1.394	3.481	left	12	-5.649	-1	219	0	302	1486	1705	1601	0	100	2706		140.418
30	11	rdw	left	-1.454	3.202	left	10	-2.972	-1	265	0	301	1518	1783	1614	0	83	2785		143.13
31	45	rdw	left	-0.81	6.405	left	41	-10.068	-1	363	0	301	1230	1593	1586	0	342	2595		145.92
32	41	rdw	left	-2.078	6.196	left	38	-11.804	-1	327	0	301	1261	1588	1588	0	317	2589		148.523
33	92	rdw	left	-1.12	6.035	right	36	5.179	1	479	0	302	1286	1765	1600	0	300	2767		151.121
34	168	rdw	right	1.853	3.209	right	10	4.809	1	317	0	302	1524	1841	1625	0	83	2842		153.897
35	1	rdw	left	-1.432	2.804	left	8	-3.469	-1	326	0	302	1533	1859	1613	0	67	2860		156.747
36	57	rdw	left	-2.189	2.964	right	9	2.592	1	273	0	302	1517	1790	1603	0	75	2792		159.641
37	189	rdw	right	2.719	5.571	right	31	10.583	1	288	0	302	1337	1625	1605	0	258	2626		162.438
38	151	rdw	right	1.432	2.804	right	8	3.469	1	321	0	302	1528	1849	1609	0	67	2850		165.072
39	167	rdw	right	2.376	3.95	right	16	7.381	1	336	0	302	1478	1814	1625	0	133	2816		167.928
40	116	rdw	right	2.091	3.596	left	13	-5.348	-1	206	0	301	1500	1706	1623	0	108	2707		170.751
41	138	rdw	right	1.027	5.533	left	31	-3.742	-1	357	0	302	1342	1699	1610	0	258	2702		173.467
42	155	rdw	right	2.123	2.129	right	5	3.169	1	183	0	303	1584	1767	1635	0	42	2769		176.177
43	82	rdw	left	-0.915	5.411	right	29	4.576	1	375	0	302	1366	1741	1619	0	242	2743		178.987
44	160	rdw	right	1.646	3.03	right	9	6.579	1	246	0	302	1529	1775	1619	0	75	2780		181.738
45	181	rdw	right	2.689	5.667	right	33	13.897	1	318	0	303	1323	1641	1612	0	275	2642		184.526
46	171	rdw	right	2.081	4.839	right	24	11.931	1	282	1	303	1405	1687	1617	0	200	2688		187.177
47	12	rdw	left	-1.311	3.437	left	12	-3.281	-1	299	0	302	1513	1812	1626	0	100	2814		189.874
48	55	rdw	left	-1.076	2.085	right	4	4.474	-1	142	0	302	1581	1723	1625	0	33	2725		192.697
49	77	rdw	left	-1.239	4.403	right	19	7.711	1	337	0	305	1432	1769	1600	0	158	2771		195.43
50	56	iid	left	-0.974	2.955	right	9	5.179	-1	259	0	302	1511	1770	1601	0	75	2771		198.21
51	37	iid	left	-1.988	5.494	left	30	-5.674	1	374	0	301	1345	1719	1606	0	250	2721		202.767
52	67	iid	left	-1.011	3.712	right	14	2.576	-1	330	0	303	1468	1798	1601	0	117	2799		205.497
53	79	iid	left	-2.149	4.637	right	22	6.019	1	317	0	301	1404	1721	1602	0	183	2722		208.303
54	80	iid	left	-1.134	4.973	right	25	3.726	-1	328	0	302	1372	1700	1593	0	208	2702		211.035
55	188	iid	right	2.822	5.379	right	29	8.417	1	302	0	303	1319	1621	1576	0	242	2623		213.746
56	183	iid	right	2.547	5.207	right	27	4.706	1	273	0	302	1370	1643	1609	0	225	2645		216.378
57	10	iid	left	-1.646	3.03	left	9	-6.579	-1	182	0	303	1513	1695	1604	0	75	2697		219.032
58	128	iid	right	0.87	4.088	left	17	-2.599	1	256	0	302	1449	1705	1604	0	142	2707		221.738
59	62	iid	left	-1.05	3.553	right	13	3.169	-1	137	0	302	1498	1635	1619	0	108	2636		224.454
60	65	iid	left	-2.055	3.917	right	16	5.82	-1	225	0	302	1441	1666	1591	0	133	2668		227.099
61	17	iid	left	-2.376	3.95	left	16	-7.381	-1	280	0	302	1477	1757	1624	0	133	2759		229.777
