trial	index_traj	path	mean_side	mean_val	sd	last_visibl_side	f_missing_pos	last_visibl_center_dist[deg]	response	RT	fix_start_time	dot_mvt_start_time	last_dot_time	button_pressed_time	line_cross_time	early_response (t/f)	rest_time	end_time	start_exp_time	time_from_start [ces]
0	95	rdw	left	-1.969	6.295	right	40	10.722	1	1056	0	302	1218	2274	1561	0	333	3276	225393.0	236.636
1	15	rdw	left	-2.085	3.039	left	9	-3.017	-1	888	0	302	1473	2361	1558	0	75	3363		239.927
2	30	rdw	left	-1.432	5.195	left	27	-7.161	-1	562	0	302	1320	1882	1556	0	225	2885		243.295
3	158	rdw	right	1.147	2.092	right	4	3.873	1	437	0	304	1501	1938	1544	0	33	2940		246.184
4	128	rdw	right	0.87	4.088	left	17	-2.599	1	892	1	302	1398	2290	1549	0	142	3292		249.13
5	115	rdw	right	2.055	3.917	left	16	-5.82	-1	532	0	302	1390	1922	1534	0	133	2925		252.427
6	69	rdw	left	-2.377	3.329	right	11	2.683	1	375	0	303	1512	1887	1613	0	92	2890		255.357
7	170	rdw	right	2.263	4.205	right	18	3.056	1	581	0	301	1389	1970	1549	0	150	2973		258.252
8	174	rdw	right	1.157	4.176	right	17	2.95	-1	503	0	301	1407	1910	1561	0	142	2912		261.231
9	45	rdw	left	-0.81	6.405	left	41	-10.068	1	823	0	301	1204	2027	1556	0	342	3030		264.147
10	66	rdw	left	-2.091	3.596	right	13	5.348	1	546	0	302	1433	1979	1551	0	108	2981		267.183
11	182	rdw	right	2.179	5.057	right	26	5.865	-1	507	0	302	1319	1826	1545	0	217	2829		270.169
12	165	rdw	right	2.085	3.039	right	9	3.017	-1	636	0	301	1457	2093	1545	0	75	3095		273.003
13	78	rdw	left	-0.87	4.088	right	17	2.599	-1	543	0	301	1404	1947	1558	0	142	2949		276.102
14	186	rdw	right	1.917	5.864	right	35	11.991	-1	879	0	301	1258	2137	1560	0	292	3138		279.056
15	177	rdw	right	2.389	4.145	right	17	3.429	1	615	0	305	1404	2019	1557	0	142	3021		282.2
16	56	rdw	left	-0.974	2.955	right	9	5.179	1	519	1	302	1473	1992	1558	0	75	2994		285.226
17	152	rdw	right	2.413	2.537	right	6	6.728	1	505	0	303	1495	2000	1555	0	50	3003		288.226
18	82	rdw	left	-0.915	5.411	right	29	4.576	-1	544	0	301	1310	1854	1561	0	242	2856		291.233
19	68	rdw	left	-1.071	3.23	right	10	4.659	1	521	0	302	1445	1966	1539	0	83	2968		294.095
20	124	rdw	right	1.906	4.326	left	19	-4.242	-1	436	0	301	1380	1816	1548	0	158	2818		297.067
21	16	rdw	left	-1.331	3.134	left	10	-7.001	-1	456	0	302	1475	1931	1569	0	83	2933		299.891
22	148	rdw	right	0.971	6.212	left	39	-8.275	-1	2132	0	302	1211	3343	1546	0	325	4345		302.829
23	93	rdw	left	-1.486	6.421	right	41	8.888	1	640	0	302	1210	1850	1563	0	342	2853		307.179
24	65	rdw	left	-2.055	3.917	right	16	5.82	1	517	0	302	1410	1927	1553	0	133	2930		310.037
25	60	rdw	left	-0.889	3.379	right	11	3.456	1	490	0	303	1467	1957	1569	0	92	2959		312.971
26	84	rdw	left	-1.581	5.468	right	30	3.437	1	541	0	303	1300	1841	1559	0	250	2843		315.936
27	67	rdw	left	-1.011	3.712	right	14	2.576	1	371	0	302	1425	1796	1553	0	117	2799		318.784
28	125	rdw	right	1.007	4.726	left	22	-7.396	-1	501	0	302	1350	1851	1543	0	183	2853		321.589
29	132	rdw	right	0.915	5.411	left	29	-4.576	1	471	0	302	1308	1779	1559	0	242	2782		324.447
30	9	rdw	left	-1.71	2.788	left	8	-5.391	-1	392	0	302	1483	1875	1562	0	67	2878		327.234
31	18	rdw	left	-1.853	3.209	left	10	-4.809	-1	397	0	302	1472	1869	1566	0	83	2871		330.117
32	55	rdw	left	-1.076	2.085	right	4	4.474	1	414	0	302	1519	1933	1564	0	33	2936		332.993
33	75	rdw	left	-1.007	4.726	right	22	7.396	1	362	0	302	1374	1736	1567	0	183	2738		335.934
34	150	rdw	right	1.672	2.125	right	5	3.182	1	359	0	301	1489	1848	1542	0	42	2850		338.677
35	104	rdw	right	1.113	2.948	left	9	-2.555	-1	473	1	302	1471	1944	1558	0	75	2946		341.532
36	135	rdw	right	1.907	4.917	left	24	-2.755	-1	672	0	302	1341	2013	1552	0	200	3016		344.484
37	137	rdw	right	1.078	5.502	left	30	-5.305	-1	474	0	302	1293	1767	1553	0	250	2769		347.505
38	164	rdw	right	2.465	3.163	right	10	5.991	1	385	0	302	1466	1851	1560	0	83	2852		350.278
39	76	rdw	left	-1.794	4.732	right	22	6.096	1	465	1	302	1356	1821	1549	0	183	2823		353.136
40	79	rdw	left	-2.149	4.637	right	22	6.019	1	425	0	304	1368	1793	1560	0	183	2795		355.964
41	197	rdw	right	2.158	6.978	right	49	5.806	-1	426	0	302	1140	1566	1560	0	408	2568		358.764
42	38	rdw	left	-2.822	5.379	left	29	-8.417	-1	724	0	302	1297	2021	1549	0	242	3023		361.337
43	24	rdw	left	-1.157	4.176	left	17	-2.95	1	509	0	302	1409	1918	1560	0	142	2921		364.366
44	122	rdw	right	1.283	4.911	left	24	-3.587	1	584	0	302	1347	1931	1558	0	200	2932		367.292
45	195	rdw	right	0.81	6.405	right	41	10.068	-1	1022	0	302	1214	2236	1567	0	342	3239		370.23
46	29	rdw	left	-1.621	4.376	left	19	-14.001	-1	430	0	302	1447	1877	1616	0	158	2879		373.474
47	19	rdw	left	-1.394	3.481	left	12	-5.649	-1	340	0	302	1440	1780	1548	0	100	2782		376.36
48	143	rdw	right	1.486	6.421	left	41	-8.888	-1	623	0	302	1196	1819	1549	0	342	2822		379.147
49	86	rdw	left	-1.405	5.417	right	29	4.991	-1	807	0	301	1304	2111	1560	0	242	3113		381.974
50	95	iid	left	-1.969	6.295	right	40	10.722	1	1071	0	303	1215	2286	1558	0	333	3288		385.093
51	15	iid	left	-2.085	3.039	left	9	-3.017	-1	449	0	302	1474	1923	1559	0	75	2925		391.017
