trial	index_traj	path	mean_side	mean_val	sd	last_visibl_side	f_missing_pos	last_visibl_center_dist[deg]	response	RT	fix_start_time	dot_mvt_start_time	last_dot_time	button_pressed_time	line_cross_time	early_response (t/f)	rest_time	end_time	start_exp_time	time_from_start [ces]
0	95	iid	left	-1.969	6.295	right	40	10.722	-1	267	0	302	1260	1527	1593	1	333	2529	35971.0	38.372
1	15	iid	left	-2.085	3.039	left	9	-3.017	-1	146	0	302	1519	1665	1603	0	75	2667		40.906
2	30	iid	left	-1.432	5.195	left	27	-7.161	-1	591	0	302	1359	1950	1593	0	225	2952		43.576
3	158	iid	right	1.147	2.092	right	4	3.873	1	622	0	302	1574	2196	1618	0	33	3198		46.531
4	128	iid	right	0.87	4.088	left	17	-2.599	1	508	0	302	1430	1939	1583	0	142	2941		49.735
5	115	iid	right	2.055	3.917	left	16	-5.82	1	475	0	302	1456	1931	1600	0	133	2933		52.68
6	69	iid	left	-2.377	3.329	right	11	2.683	1	566	0	301	1497	2063	1600	0	92	3065		55.617
7	170	iid	right	2.263	4.205	right	18	3.056	1	504	0	302	1420	1924	1579	0	150	2926		58.686
8	174	iid	right	1.157	4.176	right	17	2.95	1	613	0	302	1448	2061	1602	0	142	3063		61.615
9	45	iid	left	-0.81	6.405	left	41	-10.068	1	822	0	301	1234	2056	1587	0	342	3058		64.682
10	66	iid	left	-2.091	3.596	right	13	5.348	-1	418	0	302	1473	1891	1592	0	108	2893		67.746
11	182	iid	right	2.179	5.057	right	26	5.865	-1	594	0	302	1355	1949	1583	0	217	2951		70.643
12	165	iid	right	2.085	3.039	right	9	3.017	-1	499	0	302	1513	2012	1600	0	75	3013		73.597
13	78	iid	left	-0.87	4.088	right	17	2.599	1	923	0	302	1453	2376	1607	0	142	3377		76.614
14	186	iid	right	1.917	5.864	right	35	11.991	-1	408	0	302	1300	1708	1603	0	292	2709		79.995
15	177	iid	right	2.389	4.145	right	17	3.429	-1	484	0	302	1465	1949	1617	0	142	2951		82.709
16	56	iid	left	-0.974	2.955	right	9	5.179	-1	462	0	302	1531	1993	1617	0	75	2995		85.664
17	152	iid	right	2.413	2.537	right	6	6.728	1	661	0	301	1542	2203	1602	0	50	3204		88.663
18	82	iid	left	-0.915	5.411	right	29	4.576	-1	831	0	302	1364	2195	1617	0	242	3197		91.871
19	68	iid	left	-1.071	3.23	right	10	4.659	1	397	0	302	1508	1905	1602	0	83	2907		95.072
