trial	index_traj	path	mean_side	mean_val	sd	last_visibl_side	f_missing_pos	last_visibl_center_dist[deg]	response	RT	fix_start_time	dot_mvt_start_time	last_dot_time	button_pressed_time	line_cross_time	early_response (t/f)	rest_time	end_time	start_exp_time	time_from_start [ces]
0	56	iid	left	-0.974	2.955	right	9	5.179	-1	101	0	302	1561	1662	1648	0	75	2663	88004.0	89.384
1	37	iid	left	-1.988	5.494	left	30	-5.674	1	335	0	301	1304	1639	1565	0	250	2640		92.067
2	67	iid	left	-1.011	3.712	right	14	2.576	1	134	0	302	1437	1571	1563	0	117	2572		94.715
3	79	iid	left	-2.149	4.637	right	22	6.019	1	107	0	303	1392	1499	1575	1	183	2500		97.296
4	80	iid	left	-1.134	4.973	right	25	3.726	-1	266	0	303	1421	1687	1642	0	208	2689		99.805
5	188	iid	right	2.822	5.379	right	29	8.417	1	293	0	302	1389	1682	1643	0	242	2684		102.499
6	183	iid	right	2.547	5.207	right	27	4.706	1	244	0	302	1369	1613	1603	0	225	2614		105.191
7	10	iid	left	-1.646	3.03	left	9	-6.579	-1	17	0	303	1533	1550	1608	1	75	2552		107.814
8	128	iid	right	0.87	4.088	left	17	-2.599	-1	107	0	303	1494	1601	1636	1	142	2603		110.375
9	62	iid	left	-1.05	3.553	right	13	3.169	-1	113	0	304	1459	1572	1567	1	108	2574		112.986
10	65	iid	left	-2.055	3.917	right	16	5.82	1	274	0	303	1500	1774	1643	0	133	2776		115.568
11	17	iid	left	-2.376	3.95	left	16	-7.381	1	152	0	302	1416	1567	1559	0	133	2569		118.352
12	133	iid	right	1.014	5.344	left	29	-3.279	-1	328	0	302	1366	1694	1620	0	242	2696		120.931
13	195	iid	right	0.81	6.405	right	41	10.068	1	212	0	304	1258	1470	1600	1	342	2471		123.636
14	146	iid	right	1.995	6.028	left	36	-3.041	-1	244	0	302	1314	1558	1614	1	300	2559		126.116
15	38	iid	left	-2.822	5.379	left	29	-8.417	-1	165	0	302	1357	1522	1599	1	242	2523		128.684
16	173	iid	right	2.217	4.012	right	16	3.328	-1	14	0	303	1493	1507	1626	1	133	2509		131.216
17	149	iid	right	1.186	6.295	left	40	-3.668	-1	210	0	303	1283	1493	1616	1	333	2494		133.734
18	93	iid	left	-1.486	6.421	right	41	8.888	1	352	0	303	1278	1630	1620	1	342	2632		136.237
19	29	iid	left	-1.621	4.376	left	19	-14.001	1	48	0	303	1401	1449	1559	1	158	2451		138.877
20	0	iid	left	-1.672	2.125	left	5	-3.182	1	156	0	303	1494	1650	1544	0	42	2651		141.337
21	2	iid	left	-2.413	2.537	left	6	-6.728	-1	220	0	303	1565	1785	1626	0	50	2786		143.997
