trial	index_traj	path	mean_side	mean_val	sd	last_visibl_side	f_missing_pos	last_visibl_center_dist[deg]	response	RT	fix_start_time	dot_mvt_start_time	last_dot_time	button_pressed_time	line_cross_time	early_response (t/f)	rest_time	end_time	start_exp_time	time_from_start [ces]
0	56	iid	left	-0.974	2.955	right	9	5.179	-1	750	0	302	1525	2275	1613	0	75	3277	34964.0	58.549
1	37	iid	left	-1.988	5.494	left	30	-5.674	-1	438	0	301	1339	1777	1600	0	250	2778		61.849
2	67	iid	left	-1.011	3.712	right	14	2.576	1	349	0	303	1479	1828	1608	0	117	2829		64.635
3	79	iid	left	-2.149	4.637	right	22	6.019	1	826	0	302	1398	2224	1592	0	183	3225		67.468
4	80	iid	left	-1.134	4.973	right	25	3.726	1	2490	0	302	1374	3864	1595	0	208	4866		70.7
5	188	iid	right	2.822	5.379	right	29	8.417	1	790	0	302	1339	2129	1593	0	242	3131		75.573
6	183	iid	right	2.547	5.207	right	27	4.706	-1	13801	0	303	1355	15156	1593	0	225	16159		78.713
7	10	iid	left	-1.646	3.03	left	9	-6.579	-1	850	0	302	1512	2362	1597	0	75	3364		94.88
8	128	iid	right	0.87	4.088	left	17	-2.599	1	477	0	302	1453	1930	1607	0	142	2932		98.25
9	62	iid	left	-1.05	3.553	right	13	3.169	-1	539	0	303	1482	2021	1601	0	108	3022		101.191
10	65	iid	left	-2.055	3.917	right	16	5.82	-1	707	0	301	1464	2171	1608	0	133	3173		104.221
11	17	iid	left	-2.376	3.95	left	16	-7.381	-1	445	0	302	1467	1912	1611	0	133	2914		107.401
12	133	iid	right	1.014	5.344	left	29	-3.279	-1	588	0	302	1332	1920	1587	0	242	2922		110.324
13	195	iid	right	0.81	6.405	right	41	10.068	-1	621	0	301	1240	1861	1592	0	342	2863		113.25
14	146	iid	right	1.995	6.028	left	36	-3.041	1	497	0	302	1287	1784	1597	0	300	2786		116.119
15	38	iid	left	-2.822	5.379	left	29	-8.417	-1	961	1	303	1357	2318	1610	0	242	3319		118.914
16	173	iid	right	2.217	4.012	right	16	3.328	-1	859	0	302	1463	2322	1606	0	133	3323		122.241
17	149	iid	right	1.186	6.295	left	40	-3.668	-1	431	0	303	1255	1686	1600	0	333	2688		125.57
18	93	iid	left	-1.486	6.421	right	41	8.888	-1	658	0	302	1244	1902	1596	0	342	2904		128.265
19	29	iid	left	-1.621	4.376	left	19	-14.001	1	429	0	303	1443	1872	1613	0	158	2875		131.179
20	0	iid	left	-1.672	2.125	left	5	-3.182	-1	1196	0	303	1553	2749	1607	0	42	3752		134.059
21	2	iid	left	-2.413	2.537	left	6	-6.728	1	791	0	302	1549	2340	1611	0	50	3343		137.817
22	122	iid	right	1.283	4.911	left	24	-3.587	-1	656	0	302	1375	2031	1587	0	200	3033		141.166
23	180	iid	right	1.432	5.195	right	27	7.161	1	419	0	302	1363	1782	1599	0	225	2784		144.205
24	95	iid	left	-1.969	6.295	right	40	10.722	1	726	0	302	1245	1971	1590	0	333	2973		146.995
25	121	iid	right	1.764	4.73	left	22	-2.728	1	4939	0	302	1404	6343	1598	0	183	7344		149.974
26	185	iid	right	2.32	5.071	right	26	7.877	1	830	0	303	1386	2216	1614	0	217	3218		157.322
27	39	iid	left	-2.719	5.571	left	31	-10.583	-1	502	0	302	1335	1837	1606	0	258	2840		160.544
28	66	iid	left	-2.091	3.596	right	13	5.348	-1	643	0	301	1484	2127	1601	0	108	3129		163.388
29	19	iid	left	-1.394	3.481	left	12	-5.649	-1	416	0	302	1508	1924	1617	0	100	2925		166.523
30	11	iid	left	-1.454	3.202	left	10	-2.972	-1	253	0	303	1504	1757	1599	0	83	2759		169.456
31	45	iid	left	-0.81	6.405	left	41	-10.068	-1	251	0	302	1238	1489	1580	1	342	2491		172.224
32	41	iid	left	-2.078	6.196	left	38	-11.804	-1	156	0	303	1270	1426	1587	1	317	2429		174.725
33	92	iid	left	-1.12	6.035	right	36	5.179	-1	532	0	302	1284	1816	1594	0	300	2818		177.162
34	168	iid	right	1.853	3.209	right	10	4.809	1	360	0	303	1520	1880	1613	0	83	2881		179.987
35	1	iid	left	-1.432	2.804	left	8	-3.469	-1	1006	0	302	1530	2536	1607	0	67	3539		182.875
36	57	iid	left	-2.189	2.964	right	9	2.592	1	161	0	303	1520	1681	1607	0	75	2684		186.423
37	189	iid	right	2.719	5.571	right	31	10.583	1	1149	0	302	1330	2479	1598	0	258	3481		189.116
38	151	iid	right	1.432	2.804	right	8	3.469	-1	628	1	303	1527	2155	1604	0	67	3157		192.604
39	167	iid	right	2.376	3.95	right	16	7.381	-1	1067	1	302	1455	2522	1599	0	133	3524		195.77
40	116	iid	right	2.091	3.596	left	13	-5.348	1	1777	0	302	1483	3260	1603	0	108	4262		199.297
41	138	iid	right	1.027	5.533	left	31	-3.742	1	485	0	302	1328	1813	1598	0	258	2815		203.564
42	155	iid	right	2.123	2.129	right	5	3.169	1	485	0	303	1564	2049	1619	0	42	3051		206.386
43	82	iid	left	-0.915	5.411	right	29	4.576	-1	216	0	303	1341	1557	1583	1	242	2559		209.441
44	160	iid	right	1.646	3.03	right	9	6.579	-1	276	0	302	1521	1797	1606	0	75	2798		212.005
45	181	iid	right	2.689	5.667	right	33	13.897	1	4321	0	302	1304	5625	1591	0	275	6626		214.809
46	171	iid	right	2.081	4.839	right	24	11.931	1	227	0	302	1401	1628	1612	0	200	2630		221.44
47	12	iid	left	-1.311	3.437	left	12	-3.281	1	450	0	302	1494	1944	1606	0	100	2946		224.081
48	55	iid	left	-1.076	2.085	right	4	4.474	-1	323	0	303	1567	1890	1611	0	33	2892		227.033
49	77	iid	left	-1.239	4.403	right	19	7.711	1	446	0	302	1437	1883	1605	0	158	2884		229.934
50	22	iid	left	-1.158	4.684	left	22	-3.138	1	408	0	307	1423	1831	1616	0	183	2833		232.822
51	129	iid	right	2.149	4.637	left	22	-6.019	1	587	0	302	1411	1998	1608	0	183	2999		237.362
52	105	iid	right	1.076	2.085	left	4	-4.474	1	186	0	302	1566	1752	1610	0	33	2754		240.372
53	102	iid	right	1.512	2.3	left	5	-5.012	1	273	0	303	1565	1838	1618	0	42	2840		243.133
54	159	iid	right	1.71	2.788	right	8	5.391	1	266	0	302	1526	1792	1605	0	67	2794		245.98
