trial	index_traj	path	mean_side	mean_val	sd	last_visibl_side	f_missing_pos	last_visibl_center_dist[deg]	response	RT	fix_start_time	dot_mvt_start_time	last_dot_time	button_pressed_time	line_cross_time	early_response (t/f)	rest_time	end_time	start_exp_time	time_from_start [ces]
0	56	rdw	left	-0.974	2.955	right	9	5.179	1	151	0	302	1533	1684	1618	0	75	2686	47170.0	49.833
1	37	rdw	left	-1.988	5.494	left	30	-5.674	1	362	0	304	1380	1742	1641	0	250	2743		52.539
2	67	rdw	left	-1.011	3.712	right	14	2.576	-1	274	0	302	1488	1762	1613	0	117	2764		55.291
3	79	rdw	left	-2.149	4.637	right	22	6.019	1	632	0	301	1427	2059	1619	0	183	3062		58.062
4	80	rdw	left	-1.134	4.973	right	25	3.726	1	470	0	306	1389	1859	1611	0	208	2861		61.138
5	188	rdw	right	2.822	5.379	right	29	8.417	1	450	0	303	1347	1797	1599	0	242	2798		64.013
6	183	rdw	right	2.547	5.207	right	27	4.706	1	405	0	301	1383	1788	1619	0	225	2790		66.825
7	10	rdw	left	-1.646	3.03	left	9	-6.579	-1	6002	0	304	1526	7528	1612	0	75	8530		69.623
8	128	rdw	right	0.87	4.088	left	17	-2.599	-1	464	0	302	1482	1946	1635	0	142	2948		78.166
9	62	rdw	left	-1.05	3.553	right	13	3.169	-1	281	0	304	1521	1802	1642	0	108	2804		81.127
10	65	rdw	left	-2.055	3.917	right	16	5.82	1	477	1	304	1505	1982	1651	0	133	2987		83.942
11	17	rdw	left	-2.376	3.95	left	16	-7.381	-1	660	0	304	1485	2145	1629	0	133	3149		86.943
12	133	rdw	right	1.014	5.344	left	29	-3.279	-1	490	0	302	1349	1839	1603	0	242	2841		90.097
13	195	rdw	right	0.81	6.405	right	41	10.068	-1	810	0	303	1276	2086	1629	0	342	3089		92.952
14	146	rdw	right	1.995	6.028	left	36	-3.041	-1	927	1	305	1316	2243	1627	0	300	3246		96.056
15	38	rdw	left	-2.822	5.379	left	29	-8.417	-1	594	0	302	1365	1959	1618	0	242	2961		99.312
16	173	rdw	right	2.217	4.012	right	16	3.328	1	684	0	305	1482	2166	1626	0	133	3168		102.287
17	149	rdw	right	1.186	6.295	left	40	-3.668	-1	539	0	302	1283	1822	1626	0	333	2824		105.468
18	93	rdw	left	-1.486	6.421	right	41	8.888	1	527	0	303	1268	1795	1621	0	342	2797		108.306
19	29	rdw	left	-1.621	4.376	left	19	-14.001	-1	703	0	303	1465	2168	1634	0	158	3170		111.116
20	0	rdw	left	-1.672	2.125	left	5	-3.182	-1	589	0	304	1570	2159	1621	0	42	3161		114.301
21	2	rdw	left	-2.413	2.537	left	6	-6.728	-1	599	1	304	1578	2177	1639	0	50	3180		117.477
22	122	rdw	right	1.283	4.911	left	24	-3.587	-1	497	0	302	1431	1928	1642	0	200	2929		120.669
23	180	rdw	right	1.432	5.195	right	27	7.161	1	669	0	303	1399	2068	1637	0	225	3070		123.613
24	95	rdw	left	-1.969	6.295	right	40	10.722	1	816	0	302	1246	2062	1590	0	333	3063		126.691
25	121	rdw	right	1.764	4.73	left	22	-2.728	-1	477	0	302	1428	1905	1623	0	183	2907		129.767
