trial	index_traj	path	mean_side	mean_val	sd	last_visibl_side	f_missing_pos	last_visibl_center_dist[deg]	response	RT	fix_start_time	dot_mvt_start_time	last_dot_time	button_pressed_time	line_cross_time	early_response (t/f)	rest_time	end_time	start_exp_time	time_from_start [ces]
0	56	iid	left	-0.974	2.955	right	9	5.179	1	441	1	303	1514	1955	1599	0	75	2957	31189.0	39.945
1	37	iid	left	-1.988	5.494	left	30	-5.674	1	625	0	302	1329	1954	1589	0	250	2956		42.905
2	67	iid	left	-1.011	3.712	right	14	2.576	-1	678	0	302	1482	2160	1610	0	117	3162		45.866
3	79	iid	left	-2.149	4.637	right	22	6.019	1	555	0	302	1406	1961	1599	0	183	2963		49.032
4	80	iid	left	-1.134	4.973	right	25	3.726	-1	567	0	302	1366	1933	1585	0	208	2935		52.002
5	188	iid	right	2.822	5.379	right	29	8.417	1	508	0	302	1345	1853	1599	0	242	2854		54.943
6	183	iid	right	2.547	5.207	right	27	4.706	1	386	0	301	1361	1747	1597	0	225	2748		57.801
7	10	iid	left	-1.646	3.03	left	9	-6.579	-1	235	0	301	1507	1742	1592	0	75	2743		60.553
8	128	iid	right	0.87	4.088	left	17	-2.599	1	301	0	302	1446	1747	1599	0	142	2749		63.3
9	62	iid	left	-1.05	3.553	right	13	3.169	-1	201	0	301	1474	1675	1592	0	108	2676		66.053
10	65	iid	left	-2.055	3.917	right	16	5.82	1	416	0	301	1459	1875	1602	0	133	2877		68.733
11	17	iid	left	-2.376	3.95	left	16	-7.381	-1	133	0	301	1454	1587	1587	1	133	2589		71.616
12	133	iid	right	1.014	5.344	left	29	-3.279	1	360	0	301	1346	1706	1599	0	242	2708		74.208
13	195	iid	right	0.81	6.405	right	41	10.068	1	474	0	303	1248	1722	1599	0	342	2724		76.921
14	146	iid	right	1.995	6.028	left	36	-3.041	1	364	0	301	1278	1642	1588	0	300	2643		79.649
15	38	iid	left	-2.822	5.379	left	29	-8.417	-1	264	0	302	1345	1609	1597	0	242	2610		82.297
16	173	iid	right	2.217	4.012	right	16	3.328	1	273	0	302	1452	1725	1597	0	133	2727		84.913
17	149	iid	right	1.186	6.295	left	40	-3.668	-1	610	0	302	1248	1858	1591	0	333	2860		87.645
18	93	iid	left	-1.486	6.421	right	41	8.888	1	371	0	301	1240	1611	1593	0	342	2612		90.508
19	29	iid	left	-1.621	4.376	left	19	-14.001	-1	462	0	302	1433	1895	1602	0	158	2896		93.124
20	0	iid	left	-1.672	2.125	left	5	-3.182	-1	277	0	301	1550	1827	1601	0	42	2828		96.027
21	2	iid	left	-2.413	2.537	left	6	-6.728	-1	144	0	301	1545	1689	1605	0	50	2692		98.858
22	122	iid	right	1.283	4.911	left	24	-3.587	1	384	0	302	1386	1770	1596	0	200	2771		101.556
23	180	iid	right	1.432	5.195	right	27	7.161	1	365	0	303	1356	1721	1592	0	225	2722		104.331
24	95	iid	left	-1.969	6.295	right	40	10.722	-1	766	0	302	1244	2010	1587	0	333	3011		107.057
25	121	iid	right	1.764	4.73	left	22	-2.728	1	340	0	302	1404	1744	1598	0	183	2745		110.073
26	185	iid	right	2.32	5.071	right	26	7.877	-1	533	0	301	1358	1891	1586	0	217	2893		112.822
27	39	iid	left	-2.719	5.571	left	31	-10.583	1	522	0	302	1306	1828	1575	0	258	2830		115.718
28	66	iid	left	-2.091	3.596	right	13	5.348	-1	559	0	302	1487	2046	1605	0	108	3048		118.555
29	19	iid	left	-1.394	3.481	left	12	-5.649	-1	406	1	302	1488	1894	1598	0	100	2895		121.607
30	11	iid	left	-1.454	3.202	left	10	-2.972	1	506	0	302	1514	2020	1607	0	83	3022		124.509
31	45	iid	left	-0.81	6.405	left	41	-10.068	-1	443	0	301	1232	1675	1585	0	342	2677		127.538
32	41	iid	left	-2.078	6.196	left	38	-11.804	-1	456	0	302	1259	1715	1586	0	317	2716		130.219
33	92	iid	left	-1.12	6.035	right	36	5.179	-1	380	0	302	1278	1658	1588	0	300	2659		132.941
34	168	iid	right	1.853	3.209	right	10	4.809	1	70	0	302	1506	1576	1589	1	83	2577		135.603
35	1	iid	left	-1.432	2.804	left	8	-3.469	-1	71	0	302	1523	1594	1590	1	67	2596		138.184
36	57	iid	left	-2.189	2.964	right	9	2.592	-1	265	0	301	1508	1773	1593	0	75	2776		140.785
37	189	iid	right	2.719	5.571	right	31	10.583	1	570	0	302	1326	1896	1596	0	258	2897		143.566
38	151	iid	right	1.432	2.804	right	8	3.469	1	274	0	302	1519	1793	1597	0	67	2795		146.471
39	167	iid	right	2.376	3.95	right	16	7.381	1	414	0	301	1458	1872	1603	0	133	2873		149.271
40	116	iid	right	2.091	3.596	left	13	-5.348	-1	478	0	302	1489	1967	1608	0	108	2968		152.148
41	138	iid	right	1.027	5.533	left	31	-3.742	1	502	0	302	1323	1825	1591	0	258	2827		155.123
42	155	iid	right	2.123	2.129	right	5	3.169	1	376	0	301	1547	1922	1601	0	42	2925		157.954
43	82	iid	left	-0.915	5.411	right	29	4.576	1	390	0	302	1348	1738	1598	0	242	2739		160.885
44	160	iid	right	1.646	3.03	right	9	6.579	1	247	0	301	1516	1763	1602	0	75	2765		163.63
45	181	iid	right	2.689	5.667	right	33	13.897	-1	826	0	301	1307	2133	1593	0	275	3134		166.4
46	171	iid	right	2.081	4.839	right	24	11.931	1	395	0	302	1379	1774	1588	0	200	2776		169.539
47	12	iid	left	-1.311	3.437	left	12	-3.281	1	271	0	301	1485	1756	1595	0	100	2757		172.32
48	55	iid	left	-1.076	2.085	right	4	4.474	-1	521	0	301	1556	2077	1598	0	33	3079		175.085
49	77	iid	left	-1.239	4.403	right	19	7.711	-1	584	1	302	1438	2022	1605	0	158	3023		178.166
50	22	iid	left	-1.158	4.684	left	22	-3.138	1	1066	0	301	1413	2479	1605	0	183	3482		181.194
51	129	iid	right	2.149	4.637	left	22	-6.019	1	573	0	301	1402	1975	1593	0	183	2976		191.893
52	105	iid	right	1.076	2.085	left	4	-4.474	1	371	0	302	1560	1931	1605	0	33	2933		194.874
53	102	iid	right	1.512	2.3	left	5	-5.012	1	281	0	301	1547	1828	1598	0	42	2830		197.815
54	159	iid	right	1.71	2.788	right	8	5.391	1	707	0	301	1523	2230	1600	0	67	3231		200.648
55	9	iid	left	-1.71	2.788	left	8	-5.391	-1	462	0	301	1519	1981	1597	0	67	2983		203.885
56	15	iid	left	-2.085	3.039	left	9	-3.017	-1	495	0	301	1511	2006	1594	0	75	3007		206.871
57	150	iid	right	1.672	2.125	right	5	3.182	1	222	0	302	1563	1785	1616	0	42	2786		209.881
58	76	iid	left	-1.794	4.732	right	22	6.096	1	521	0	301	1407	1928	1599	0	183	2930		212.672
59	119	iid	right	2.377	3.329	left	11	-2.683	1	372	0	301	1504	1876	1608	0	92	2877		215.606
60	71	iid	left	-1.764	4.73	right	22	2.728	-1	407	0	302	1403	1810	1596	0	183	2811		218.488
61	90	iid	left	-2.17	6.546	right	43	2.644	-1	774	0	302	1224	1998	1592	0	358	3000		221.305
62	100	iid	right	2.251	2.722	left	8	-3.383	1	311	0	302	1522	1833	1599	0	67	2835		224.311
63	44	iid	left	-1.816	6.152	left	38	-4.335	-1	693	0	301	1262	1955	1587	0	317	2957		227.151
64	94	iid	left	-1.676	6.092	right	37	6.022	-1	676	0	302	1281	1957	1598	0	308	2958		230.111
65	176	iid	right	1.929	4.66	right	22	8.105	1	300	0	301	1400	1700	1592	0	183	2702		233.075
66	142	iid	right	1.12	6.035	left	36	-5.179	-1	1146	0	302	1285	2431	1596	0	300	3433		235.783
