trial	index_traj	path	mean_side	mean_val	sd	last_visibl_side	f_missing_pos	last_visibl_center_dist[deg]	response	RT	fix_start_time	dot_mvt_start_time	last_dot_time	button_pressed_time	line_cross_time	early_response (t/f)	rest_time	end_time	start_exp_time	time_from_start [ces]
20	0	iid	left	-1.672	2.125	left	5	-3.182	1	8544	0	303	1530	10074	1583	0	42	11076		114.748
21	2	iid	left	-2.413	2.537	left	6	-6.728	-1	79	0	303	1534	1613	1595	0	50	2615		125.838
22	122	iid	right	1.283	4.911	left	24	-3.587	1	222	0	303	1374	1596	1584	0	200	2597		128.466
23	180	iid	right	1.432	5.195	right	27	7.161	1	435	0	303	1346	1781	1581	0	225	2783		131.077
24	95	iid	left	-1.969	6.295	right	40	10.722	1	923	0	303	1238	2161	1582	0	333	3165		133.874
25	121	iid	right	1.764	4.73	left	22	-2.728	-1	454	1	303	1388	1842	1583	0	183	2844		137.053
26	185	iid	right	2.32	5.071	right	26	7.877	1	964	0	304	1367	2331	1595	0	217	3333		139.911
27	39	iid	left	-2.719	5.571	left	31	-10.583	-1	139	0	302	1307	1446	1565	1	258	2449		143.25
28	66	iid	left	-2.091	3.596	right	13	5.348	-1	542	0	303	1481	2023	1600	0	108	3025		145.711
29	19	iid	left	-1.394	3.481	left	12	-5.649	-1	203	0	302	1491	1694	1600	0	100	2696		148.749
30	11	iid	left	-1.454	3.202	left	10	-2.972	-1	90	0	303	1513	1603	1596	1	83	2605		151.455
31	45	iid	left	-0.81	6.405	left	41	-10.068	-1	67	0	303	1237	1304	1579	1	342	2307		154.074
32	41	iid	left	-2.078	6.196	left	38	-11.804	-1	107	0	303	1256	1363	1573	1	317	2365		156.395
33	92	iid	left	-1.12	6.035	right	36	5.179	-1	539	0	303	1282	1821	1594	0	300	2823		158.772
34	168	iid	right	1.853	3.209	right	10	4.809	1	102	1	305	1508	1610	1601	0	83	2612		161.608
35	1	iid	left	-1.432	2.804	left	8	-3.469	-1	158	0	303	1510	1668	1588	0	67	2670		164.234
36	57	iid	left	-2.189	2.964	right	9	2.592	1	2459	0	304	1504	3963	1590	0	75	4965		166.917
37	189	iid	right	2.719	5.571	right	31	10.583	1	4152	0	302	1323	5475	1594	0	258	6477		171.897
38	151	iid	right	1.432	2.804	right	8	3.469	1	284	0	302	1498	1782	1575	0	67	2785		178.38
39	167	iid	right	2.376	3.95	right	16	7.381	1	13	0	302	1438	1451	1571	1	133	2453		181.175
40	116	iid	right	2.091	3.596	left	13	-5.348	1	795	0	304	1475	2270	1594	0	108	3272		183.642
41	138	iid	right	1.027	5.533	left	31	-3.742	1	789	0	303	1325	2114	1592	0	258	3116		186.923
42	155	iid	right	2.123	2.129	right	5	3.169	1	375	0	303	1536	1911	1589	0	42	2913		190.049
43	82	iid	left	-0.915	5.411	right	29	4.576	1	481	0	303	1348	1829	1602	0	242	2832		192.976
44	160	iid	right	1.646	3.03	right	9	6.579	1	1662	1	303	1509	3171	1595	0	75	4173		195.823
45	181	iid	right	2.689	5.667	right	33	13.897	1	893	0	303	1302	2195	1588	0	275	3198		200.012
46	171	iid	right	2.081	4.839	right	24	11.931	-1	1807	1	305	1367	3174	1579	0	200	4177		203.223
47	12	iid	left	-1.311	3.437	left	12	-3.281	1	677	0	304	1493	2170	1604	0	100	3173		207.415
48	55	iid	left	-1.076	2.085	right	4	4.474	-1	670	0	302	1550	2220	1593	0	33	3223		210.602
49	77	iid	left	-1.239	4.403	right	19	7.711	1	443	1	304	1423	1866	1592	0	158	2868		213.838
50	22	iid	left	-1.158	4.684	left	22	-3.138	1	227	0	303	1399	1626	1593	0	183	2628		216.711
51	129	iid	right	2.149	4.637	left	22	-6.019	-1	192	0	304	1393	1585	1576	1	183	2587		227.019
52	105	iid	right	1.076	2.085	left	4	-4.474	1	53	0	303	1550	1603	1593	0	33	2604		229.62
53	102	iid	right	1.512	2.3	left	5	-5.012	-1	220	0	303	1537	1757	1589	0	42	2760		232.237
54	159	iid	right	1.71	2.788	right	8	5.391	1	232	0	302	1507	1739	1586	0	67	2741		235.006
55	9	iid	left	-1.71	2.788	left	8	-5.391	-1	1137	0	302	1507	2644	1585	0	67	3646		237.756
56	15	iid	left	-2.085	3.039	left	9	-3.017	-1	85	0	302	1504	1589	1579	1	75	2592		241.422
57	150	iid	right	1.672	2.125	right	5	3.182	1	78	0	303	1551	1629	1603	0	42	2631		244.027
58	76	iid	left	-1.794	4.732	right	22	6.096	-1	127	0	302	1405	1532	1588	1	183	2535		246.673
59	119	iid	right	2.377	3.329	left	11	-2.683	1	173	0	303	1491	1664	1595	0	92	2667		249.223
60	71	iid	left	-1.764	4.73	right	22	2.728	-1	166	0	305	1404	1570	1587	1	183	2573		251.903
61	90	iid	left	-2.17	6.546	right	43	2.644	1	116	1	303	1210	1326	1568	1	358	2328		254.491
62	100	iid	right	2.251	2.722	left	8	-3.383	-1	181	0	302	1510	1691	1588	0	67	2694		256.836
63	44	iid	left	-1.816	6.152	left	38	-4.335	1	7084	0	302	1258	8342	1586	0	317	9344		259.543
64	94	iid	left	-1.676	6.092	right	37	6.022	1	167	0	304	1272	1439	1580	1	308	2442		268.904
65	176	iid	right	1.929	4.66	right	22	8.105	-1	1403	0	303	1396	2799	1590	0	183	3801		271.361
66	142	iid	right	1.12	6.035	left	36	-5.179	1	1678	0	304	1275	2953	1584	0	300	3956		275.181
67	113	iid	right	1.892	3.745	left	14	-4.613	1	18	0	302	1466	1484	1583	1	117	2485		279.144
68	53	iid	left	-0.961	2.657	right	7	2.843	-1	126	0	305	1540	1666	1609	0	58	2668		281.645
69	20	iid	left	-2.263	4.205	left	18	-3.056	-1	226	0	303	1442	1668	1601	0	150	2669		284.329
70	30	iid	left	-1.432	5.195	left	27	-7.161	1	409	0	305	1349	1758	1585	0	225	2761		287.014
71	114	iid	right	1.583	3.228	left	10	-4.674	-1	50	0	303	1491	1541	1574	1	83	2545		289.794
72	172	iid	right	1.158	4.684	right	22	3.138	-1	907	0	301	1391	2298	1585	0	183	3300		292.346
73	26	iid	left	-1.929	4.66	left	22	-8.105	-1	352	0	302	1388	1740	1583	0	183	2742		295.654
74	50	iid	left	-2.251	2.722	right	8	3.383	1	1451	0	302	1516	2967	1596	0	67	3970		298.405
75	192	iid	right	1.954	6.647	right	44	13.663	-1	1909	0	303	1209	3118	1588	0	367	4121		302.38
76	179	iid	right	1.621	4.376	right	19	14.001	1	3032	0	303	1432	4464	1601	0	158	5466		306.516
77	184	iid	right	2.325	5.238	right	27	4.616	1	187	0	302	1358	1545	1583	1	225	2548		311.998
78	199	iid	right	1.82	6.317	right	40	5.053	-1	44	0	303	1241	1285	1574	1	333	2289		314.563
79	109	iid	right	1.193	2.511	left	6	-2.767	1	370	0	303	1531	1901	1591	0	50	2903		316.867
80	115	iid	right	2.055	3.917	left	16	-5.82	-1	155	0	304	1439	1594	1583	0	133	2597		319.786
81	98	iid	left	-0.971	6.212	right	39	8.275	1	111	1	303	1239	1350	1564	1	325	2353		322.396
82	97	iid	left	-1.346	6.31	right	40	3.058	-1	48	0	303	1244	1292	1577	1	333	2294		324.764
83	69	iid	left	-2.377	3.329	right	11	2.683	1	600	0	303	1488	2088	1591	0	92	3092		327.073
84	161	iid	right	1.454	3.202	right	10	2.972	-1	94	0	302	1489	1583	1572	1	83	2585		330.173
85	174	iid	right	1.157	4.176	right	17	2.95	1	64	0	303	1434	1498	1576	1	142	2500		332.77
86	107	iid	right	2.189	2.964	left	9	-2.592	1	126	0	304	1514	1640	1600	0	75	2643		335.285
87	72	iid	left	-1.283	4.911	right	24	3.587	-1	219	0	303	1385	1604	1596	0	200	2606		337.946
88	88	iid	left	-1.027	5.533	right	31	3.742	1	126	0	303	1323	1449	1581	1	258	2451		340.569
89	130	iid	right	1.134	4.973	left	25	-3.726	-1	74	0	303	1363	1437	1571	1	208	2441		343.038
90	96	iid	left	-1.995	6.028	right	36	3.041	1	453	0	302	1269	1722	1580	0	300	2724		345.494
91	86	iid	left	-1.405	5.417	right	29	4.991	1	53	1	303	1346	1399	1588	1	242	2401		348.235
92	101	iid	right	0.806	2.319	left	5	-3.749	-1	152	0	301	1527	1679	1580	0	42	2680		350.641
93	18	iid	left	-1.853	3.209	left	10	-4.809	1	167	0	302	1504	1671	1598	0	83	2674		353.337
94	190	iid	right	2.137	6.102	right	37	2.857	-1	25	0	303	1257	1282	1565	1	308	2285		356.028
95	164	iid	right	2.465	3.163	right	10	5.991	-1	278	0	304	1499	1777	1596	0	83	2779		358.333
96	144	iid	right	1.676	6.092	left	37	-6.022	1	50	0	303	1258	1308	1566	1	308	2310		361.118
97	148	iid	right	0.971	6.212	left	39	-8.275	1	206	1	302	1251	1457	1576	1	325	2461		363.433
98	140	iid	right	2.17	6.546	left	43	-2.644	-1	54	0	302	1217	1271	1575	1	358	2273		365.91
99	143	iid	right	1.486	6.421	left	41	-8.888	-1	299	0	303	1234	1533	1576	1	342	2536		368.195
100	56	rdw	left	-0.974	2.955	right	9	5.179	1	90	0	302	1513	1603	1600	0	75	2605		370.741
101	37	rdw	left	-1.988	5.494	left	30	-5.674	-1	99	0	303	1327	1426	1577	1	250	2429		377.145
102	67	rdw	left	-1.011	3.712	right	14	2.576	1	228	0	301	1458	1686	1586	0	117	2689		379.579
103	79	rdw	left	-2.149	4.637	right	22	6.019	1	819	0	302	1389	2208	1585	0	183	3210		382.283
104	80	rdw	left	-1.134	4.973	right	25	3.726	1	572	0	302	1371	1943	1590	0	208	2945		385.514
105	188	rdw	right	2.822	5.379	right	29	8.417	1	640	0	303	1339	1979	1591	0	242	2981		388.477
106	183	rdw	right	2.547	5.207	right	27	4.706	1	168	0	304	1352	1520	1577	1	225	2522		391.475
107	10	rdw	left	-1.646	3.03	left	9	-6.579	1	1508	0	303	1505	3013	1592	0	75	4016		394.012
108	128	rdw	right	0.87	4.088	left	17	-2.599	1	892	0	303	1441	2333	1595	0	142	3337		398.046
109	62	rdw	left	-1.05	3.553	right	13	3.169	1	61	1	302	1477	1538	1585	1	108	2540		401.398
110	65	rdw	left	-2.055	3.917	right	16	5.82	-1	59	0	302	1430	1489	1563	1	133	2491		403.954
111	17	rdw	left	-2.376	3.95	left	16	-7.381	1	57	0	302	1445	1502	1578	1	133	2504		406.461
112	133	rdw	right	1.014	5.344	left	29	-3.279	1	332	0	302	1333	1665	1588	0	242	2669		408.983
113	195	rdw	right	0.81	6.405	right	41	10.068	1	122	0	303	1230	1352	1572	1	342	2356		411.662
114	146	rdw	right	1.995	6.028	left	36	-3.041	1	105	1	303	1273	1378	1573	1	300	2381		414.033
115	38	rdw	left	-2.822	5.379	left	29	-8.417	-1	92	0	303	1336	1428	1578	1	242	2430		416.432
116	173	rdw	right	2.217	4.012	right	16	3.328	1	363	0	302	1443	1806	1587	0	133	2809		418.871
117	149	rdw	right	1.186	6.295	left	40	-3.668	1	569	0	302	1250	1819	1597	0	333	2821		421.696
118	93	rdw	left	-1.486	6.421	right	41	8.888	1	589	0	302	1245	1834	1601	0	342	2836		424.523
119	29	rdw	left	-1.621	4.376	left	19	-14.001	1	1867	0	302	1430	3297	1598	0	158	4300		427.376
120	0	rdw	left	-1.672	2.125	left	5	-3.182	-1	143	1	304	1531	1674	1583	0	42	2676		431.695
121	2	rdw	left	-2.413	2.537	left	6	-6.728	1	163	0	303	1541	1704	1602	0	50	2707		434.387
122	122	rdw	right	1.283	4.911	left	24	-3.587	1	673	0	303	1385	2058	1594	0	200	3061		437.111
123	180	rdw	right	1.432	5.195	right	27	7.161	1	1017	1	303	1352	2369	1587	0	225	3372		440.188
124	95	rdw	left	-1.969	6.295	right	40	10.722	1	346	0	303	1238	1584	1581	0	333	2587		443.579
125	121	rdw	right	1.764	4.73	left	22	-2.728	1	218	0	302	1398	1616	1591	0	183	2619		446.184
126	185	rdw	right	2.32	5.071	right	26	7.877	1	198	0	304	1361	1559	1578	1	217	2561		448.823
127	39	rdw	left	-2.719	5.571	left	31	-10.583	-1	366	0	303	1323	1689	1593	0	258	2692		451.402
128	66	rdw	left	-2.091	3.596	right	13	5.348	1	138	0	303	1474	1612	1597	0	108	2615		454.114
129	19	rdw	left	-1.394	3.481	left	12	-5.649	1	31	0	303	1484	1515	1584	1	100	2517		456.744
130	11	rdw	left	-1.454	3.202	left	10	-2.972	1	795	0	304	1497	2292	1590	0	83	3295		459.271
131	45	rdw	left	-0.81	6.405	left	41	-10.068	-1	167	0	304	1242	1409	1584	1	342	2411		462.584
132	41	rdw	left	-2.078	6.196	left	38	-11.804	-1	587	0	302	1261	1848	1588	0	317	2850		465.011
133	92	rdw	left	-1.12	6.035	right	36	5.179	1	228	1	304	1280	1508	1580	1	300	2511		467.879
134	168	rdw	right	1.853	3.209	right	10	4.809	1	630	0	302	1496	2126	1590	0	83	3128		470.395
135	1	rdw	left	-1.432	2.804	left	8	-3.469	1	41	0	303	1513	1554	1580	1	67	2558		473.53
136	57	rdw	left	-2.189	2.964	right	9	2.592	1	315	0	302	1518	1833	1605	0	75	2835		476.104
137	189	rdw	right	2.719	5.571	right	31	10.583	-1	422	0	302	1321	1743	1590	0	258	2745		478.948
138	151	rdw	right	1.432	2.804	right	8	3.469	1	218	1	303	1526	1744	1605	0	67	2746		481.713
139	167	rdw	right	2.376	3.95	right	16	7.381	1	628	0	304	1446	2074	1591	0	133	3076		484.477
140	116	rdw	right	2.091	3.596	left	13	-5.348	1	534	0	302	1471	2005	1591	0	108	3007		487.559
141	138	rdw	right	1.027	5.533	left	31	-3.742	1	543	0	302	1321	1864	1589	0	258	2867		490.572
142	155	rdw	right	2.123	2.129	right	5	3.169	1	141	0	303	1548	1689	1602	0	42	2692		493.458
143	82	rdw	left	-0.915	5.411	right	29	4.576	1	113	0	302	1338	1451	1580	1	242	2453		496.161
144	160	rdw	right	1.646	3.03	right	9	6.579	1	42	0	304	1501	1543	1576	1	75	2546		498.632
145	181	rdw	right	2.689	5.667	right	33	13.897	1	312	1	302	1303	1615	1589	0	275	2617		501.184
146	171	rdw	right	2.081	4.839	right	24	11.931	1	1006	0	303	1383	2389	1594	0	200	3391		503.819
147	12	rdw	left	-1.311	3.437	left	12	-3.281	-1	196	0	302	1486	1682	1597	0	100	2685		507.223
148	55	rdw	left	-1.076	2.085	right	4	4.474	1	588	0	304	1568	2156	1612	0	33	3158		509.929
149	77	rdw	left	-1.239	4.403	right	19	7.711	1	377	0	302	1424	1801	1593	0	158	2804		513.103
150	22	rdw	left	-1.158	4.684	left	22	-3.138	1	709	0	303	1395	2104	1589	0	183	3106		515.922
151	129	rdw	right	2.149	4.637	left	22	-6.019	1	510	0	304	1398	1908	1592	0	183	2911		522.26
152	105	rdw	right	1.076	2.085	left	4	-4.474	1	801	0	302	1548	2349	1592	0	33	3352		525.178
153	102	rdw	right	1.512	2.3	left	5	-5.012	-1	171	0	302	1550	1721	1604	0	42	2724		528.548
154	159	rdw	right	1.71	2.788	right	8	5.391	1	162	1	303	1512	1674	1590	0	67	2676		531.29
155	9	rdw	left	-1.71	2.788	left	8	-5.391	-1	108	0	303	1511	1619	1590	0	67	2621		533.982
156	15	rdw	left	-2.085	3.039	left	9	-3.017	-1	230	0	301	1498	1728	1583	0	75	2731		536.611
157	150	rdw	right	1.672	2.125	right	5	3.182	1	162	0	302	1539	1701	1591	0	42	2703		539.358
158	76	rdw	left	-1.794	4.732	right	22	6.096	1	366	0	302	1403	1769	1597	0	183	2772		542.08
159	119	rdw	right	2.377	3.329	left	11	-2.683	-1	571	0	302	1480	2051	1583	0	92	3054		544.87
160	71	rdw	left	-1.764	4.73	right	22	2.728	1	259	0	303	1401	1660	1596	0	183	2662		547.945
161	90	rdw	left	-2.17	6.546	right	43	2.644	1	638	0	303	1225	1863	1594	0	358	2865		550.63
162	100	rdw	right	2.251	2.722	left	8	-3.383	-1	447	0	303	1523	1970	1601	0	67	2972		553.512
163	44	rdw	left	-1.816	6.152	left	38	-4.335	-1	542	0	303	1264	1806	1592	0	317	2809		556.504
164	94	rdw	left	-1.676	6.092	right	37	6.022	1	420	1	303	1272	1692	1590	0	308	2694		559.333
165	176	rdw	right	1.929	4.66	right	22	8.105	-1	592	0	303	1409	2001	1602	0	183	3003		562.043
166	142	rdw	right	1.12	6.035	left	36	-5.179	-1	629	0	302	1290	1919	1606	0	300	2921		565.064
167	113	rdw	right	1.892	3.745	left	14	-4.613	1	19	0	302	1471	1490	1588	1	117	2492		568.004
168	53	rdw	left	-0.961	2.657	right	7	2.843	1	341	0	303	1526	1867	1595	0	58	2871		570.515
169	20	rdw	left	-2.263	4.205	left	18	-3.056	-1	310	0	302	1433	1743	1595	0	150	2746		573.394
170	30	rdw	left	-1.432	5.195	left	27	-7.161	1	1935	0	302	1351	3286	1587	0	225	4289		576.154
171	114	rdw	right	1.583	3.228	left	10	-4.674	-1	880	0	303	1506	2386	1601	0	83	3388		580.464
172	172	rdw	right	1.158	4.684	right	22	3.138	-1	875	0	302	1400	2275	1595	0	183	3277		583.869
173	26	rdw	left	-1.929	4.66	left	22	-8.105	-1	4884	0	302	1403	6287	1597	0	183	7289		587.151
174	50	rdw	left	-2.251	2.722	right	8	3.383	-1	980	0	303	1516	2496	1593	0	67	3499		594.459
175	192	rdw	right	1.954	6.647	right	44	13.663	-1	3396	1	303	1224	4620	1602	0	367	5622		597.977
176	179	rdw	right	1.621	4.376	right	19	14.001	-1	720	0	302	1424	2144	1592	0	158	3146		603.605
177	184	rdw	right	2.325	5.238	right	27	4.616	1	263	0	302	1352	1615	1587	0	225	2617		606.758
178	199	rdw	right	1.82	6.317	right	40	5.053	1	255	0	303	1253	1508	1586	1	333	2510		609.392
179	109	rdw	right	1.193	2.511	left	6	-2.767	-1	577	0	303	1540	2117	1603	0	50	3121		611.922
180	115	rdw	right	2.055	3.917	left	16	-5.82	-1	521	0	303	1448	1969	1592	0	133	2971		615.06
181	98	rdw	left	-0.971	6.212	right	39	8.275	1	309	0	302	1251	1560	1576	1	325	2563		618.05
182	97	rdw	left	-1.346	6.31	right	40	3.058	-1	3209	0	302	1258	4467	1601	0	333	5471		620.621
183	69	rdw	left	-2.377	3.329	right	11	2.683	-1	493	0	302	1493	1986	1597	0	92	2989		626.11
184	161	rdw	right	1.454	3.202	right	10	2.972	-1	1205	0	302	1509	2714	1604	0	83	3715		629.117
185	174	rdw	right	1.157	4.176	right	17	2.95	1	101	0	302	1444	1545	1586	1	142	2548		632.852
186	107	rdw	right	2.189	2.964	left	9	-2.592	-1	847	0	303	1495	2342	1583	0	75	3345		635.422
187	72	rdw	left	-1.283	4.911	right	24	3.587	1	222	0	303	1384	1606	1595	0	200	2609		638.786
188	88	rdw	left	-1.027	5.533	right	31	3.742	1	186	0	303	1313	1499	1571	1	258	2501		641.417
189	130	rdw	right	1.134	4.973	left	25	-3.726	-1	194	0	301	1357	1551	1565	1	208	2554		643.924
190	96	rdw	left	-1.995	6.028	right	36	3.041	1	546	1	303	1286	1832	1598	0	300	2835		646.497
191	86	rdw	left	-1.405	5.417	right	29	4.991	-1	1316	1	302	1328	2644	1580	0	242	3647		649.341
192	101	rdw	right	0.806	2.319	left	5	-3.749	-1	1762	0	303	1542	3304	1595	0	42	4306		653.007
193	18	rdw	left	-1.853	3.209	left	10	-4.809	-1	217	1	303	1491	1708	1585	0	83	2711		657.332
194	190	rdw	right	2.137	6.102	right	37	2.857	1	205	0	303	1270	1475	1578	1	308	2479		660.051
195	164	rdw	right	2.465	3.163	right	10	5.991	-1	13	0	303	1503	1516	1586	1	83	2519		662.548
196	144	rdw	right	1.676	6.092	left	37	-6.022	-1	587	1	303	1282	1869	1601	0	308	2872		665.086
197	148	rdw	right	0.971	6.212	left	39	-8.275	-1	480	0	302	1257	1737	1592	0	325	2739		667.979
198	140	rdw	right	2.17	6.546	left	43	-2.644	-1	350	1	304	1223	1573	1581	1	358	2576		670.739
199	143	rdw	right	1.486	6.421	left	41	-8.888	-1	516	0	302	1243	1759	1595	0	342	2763		673.332
200	169	iid	right	1.394	3.481	right	12	5.649	1	76	0	302	1478	1554	1578	1	100	2556		676.112
201	25	iid	left	-1.971	4.243	left	18	-3.981	1	37	1	302	1421	1458	1571	1	150	2460		697.558
202	136	iid	right	1.405	5.417	left	29	-4.991	-1	278	0	302	1341	1619	1594	0	242	2621		700.038
203	43	iid	left	-1.762	6.619	left	43	-11.962	-1	780	0	303	1216	1996	1585	0	358	2999		702.678
204	137	iid	right	1.078	5.502	left	30	-5.305	-1	894	0	302	1340	2234	1599	0	250	3236		705.697
205	46	iid	left	-1.185	6.479	left	42	-5.232	-1	152	0	303	1233	1385	1583	1	350	2387		708.951
206	4	iid	left	-2.051	2.291	left	5	-3.295	-1	146	0	302	1555	1701	1609	0	42	2703		711.36
207	165	iid	right	2.085	3.039	right	9	3.017	1	69	0	303	1498	1567	1573	1	75	2569		714.084
208	54	iid	left	-1.113	2.948	right	9	2.555	-1	61	0	302	1523	1584	1598	1	75	2586		716.671
209	139	iid	right	0.999	5.404	left	30	-9.09	1	185	0	302	1333	1518	1583	1	250	2521		719.267
210	186	iid	right	1.917	5.864	right	35	11.991	-1	68	0	302	1285	1353	1577	1	292	2355		721.807
211	8	iid	left	-1.147	2.092	left	4	-3.873	-1	163	0	304	1569	1732	1612	0	33	2734		724.178
212	13	iid	left	-1.629	3.238	left	11	-7.675	-1	560	0	304	1498	2058	1601	0	92	3061		726.931
213	5	iid	left	-2.123	2.129	left	5	-3.169	-1	581	0	302	1537	2118	1589	0	42	3121		730.0
214	33	iid	left	-2.547	5.207	left	27	-4.706	1	539	0	302	1360	1899	1596	0	225	2901		733.128
215	81	iid	left	-1.773	5.602	right	31	12.73	-1	216	0	303	1327	1543	1585	1	258	2545		736.047
216	31	iid	left	-2.689	5.667	left	33	-13.897	1	239	0	302	1310	1549	1585	1	275	2552		738.612
217	59	iid	left	-1.193	2.511	right	6	2.767	-1	210	0	302	1542	1752	1601	0	50	2754		741.183
218	166	iid	right	1.331	3.134	right	10	7.001	1	13	0	303	1509	1522	1592	1	83	2524		743.944
219	103	iid	right	0.961	2.657	left	7	-2.843	-1	710	0	302	1530	2240	1598	0	58	3243		746.474
220	63	iid	left	-1.892	3.745	right	14	4.613	1	168	0	303	1475	1643	1603	0	117	2645		749.739
221	78	iid	left	-0.87	4.088	right	17	2.599	-1	393	0	302	1446	1839	1598	0	142	2842		752.393
222	108	iid	right	2.027	2.567	left	7	-4.044	1	213	0	303	1542	1755	1611	0	58	2757		755.256
223	124	iid	right	1.906	4.326	left	19	-4.242	-1	188	0	303	1434	1622	1601	0	158	2624		758.032
224	194	iid	right	1.816	6.152	right	38	4.335	1	496	0	301	1259	1755	1587	0	317	2758		760.679
225	141	iid	right	1.575	6.045	left	37	-3.812	-1	767	0	303	1268	2035	1585	0	308	3038		763.456
226	197	iid	right	2.158	6.978	right	49	5.806	-1	984	0	302	1173	2157	1592	0	408	3160		766.5
227	42	iid	left	-1.954	6.647	left	44	-13.663	-1	714	0	302	1214	1928	1596	0	367	2930		769.67
228	152	iid	right	2.413	2.537	right	6	6.728	-1	558	0	303	1546	2104	1607	0	50	3106		772.612
229	126	iid	right	1.794	4.732	left	22	-6.096	1	13	0	303	1398	1411	1581	1	183	2413		775.739
230	40	iid	left	-2.137	6.102	left	37	-2.857	-1	258	1	302	1271	1529	1579	1	308	2532		778.159
231	134	iid	right	1.581	5.468	left	30	-3.437	-1	530	0	302	1331	1861	1591	0	250	2864		780.708
232	83	iid	left	-1.014	5.344	right	29	3.279	-1	590	0	302	1336	1926	1589	0	242	2928		783.591
233	14	iid	left	-2.465	3.163	left	10	-5.991	-1	225	0	302	1501	1726	1595	0	83	2728		786.54
234	85	iid	left	-1.907	4.917	right	24	2.755	-1	841	0	303	1392	2233	1603	0	200	3235		789.289
235	175	iid	right	1.971	4.243	right	18	3.981	-1	1391	0	303	1438	2829	1598	0	150	3832		792.544
236	191	iid	right	2.078	6.196	right	38	11.804	-1	2703	0	302	1260	3963	1590	0	317	4965		796.383
237	125	iid	right	1.007	4.726	left	22	-7.396	1	22	0	303	1405	1427	1588	1	183	2430		801.373
238	6	iid	left	-2.375	2.81	left	8	-5.006	-1	22	1	303	1516	1538	1583	1	67	2542		803.815
239	147	iid	right	1.346	6.31	left	40	-3.058	-1	628	0	303	1384	2012	1735	0	333	3021		806.375
240	24	iid	left	-1.157	4.176	left	17	-2.95	-1	3819	0	304	1466	5285	1624	0	142	6287		809.418
241	70	iid	left	-1.926	4.487	right	20	4.387	1	75	0	304	1442	1517	1609	1	167	2524		815.729
242	182	iid	right	2.179	5.057	right	26	5.865	1	260	1	307	1449	1709	1708	0	217	2716		818.336
243	131	iid	right	1.773	5.602	left	31	-12.73	1	186	0	302	1323	1509	1581	1	258	2510		821.107
244	23	iid	left	-2.217	4.012	left	16	-3.328	-1	45	0	303	1457	1502	1590	1	133	2505		823.641
245	52	iid	left	-1.512	2.3	right	5	5.012	-1	322	1	302	1553	1875	1605	0	42	2877		826.166
246	106	iid	right	0.974	2.955	left	9	-5.179	1	519	0	302	1513	2032	1598	0	75	3035		829.068
247	193	iid	right	1.762	6.619	right	43	11.962	1	577	1	302	1223	1800	1592	0	358	2802		832.113
248	156	iid	right	2.375	2.81	right	8	5.006	1	663	0	303	1521	2184	1598	0	67	3186		834.936
