trial	index_traj	path	mean_side	mean_val	sd	last_visibl_side	f_missing_pos	last_visibl_center_dist[deg]	response	RT	fix_start_time	dot_mvt_start_time	last_dot_time	button_pressed_time	line_cross_time	early_response (t/f)	rest_time	end_time	start_exp_time	time_from_start [ces]
0	56	iid	left	-0.974	2.955	right	9	5.179	1	1278	0	302	1527	2805	1613	0	75	3808	46142.0	55.109
1	37	iid	left	-1.988	5.494	left	30	-5.674	-1	487	0	302	1328	1815	1587	0	250	2816		58.933
2	67	iid	left	-1.011	3.712	right	14	2.576	-1	468	0	302	1458	1926	1584	0	117	2929		61.753
3	79	iid	left	-2.149	4.637	right	22	6.019	-1	406	0	302	1396	1802	1589	0	183	2803		64.687
4	80	iid	left	-1.134	4.973	right	25	3.726	-1	485	0	302	1381	1866	1599	0	208	2868		67.492
5	188	iid	right	2.822	5.379	right	29	8.417	-1	618	1	302	1344	1962	1598	0	242	2964		70.364
6	183	iid	right	2.547	5.207	right	27	4.706	1	494	0	302	1359	1853	1594	0	225	2855		73.331
7	10	iid	left	-1.646	3.03	left	9	-6.579	-1	1330	0	303	1503	2833	1587	0	75	3834		76.191
8	128	iid	right	0.87	4.088	left	17	-2.599	1	513	0	302	1444	1957	1598	0	142	2958		80.027
9	62	iid	left	-1.05	3.553	right	13	3.169	-1	554	0	303	1477	2031	1595	0	108	3033		82.989
10	65	iid	left	-2.055	3.917	right	16	5.82	-1	411	0	301	1446	1857	1590	0	133	2859		86.025
11	17	iid	left	-2.376	3.95	left	16	-7.381	1	703	0	301	1443	2146	1587	0	133	3148		88.889
12	133	iid	right	1.014	5.344	left	29	-3.279	-1	305	0	301	1334	1639	1587	0	242	2642		92.04
13	195	iid	right	0.81	6.405	right	41	10.068	1	718	1	302	1240	1958	1592	0	342	2960		94.687
14	146	iid	right	1.995	6.028	left	36	-3.041	1	589	0	302	1282	1871	1595	0	300	2872		97.651
15	38	iid	left	-2.822	5.379	left	29	-8.417	-1	318	0	301	1345	1663	1596	0	242	2665		100.527
16	173	iid	right	2.217	4.012	right	16	3.328	1	381	1	302	1441	1822	1583	0	133	2823		103.195
17	149	iid	right	1.186	6.295	left	40	-3.668	-1	659	0	302	1238	1897	1580	0	333	2899		106.021
18	93	iid	left	-1.486	6.421	right	41	8.888	1	1166	0	302	1248	2414	1600	0	342	3415		108.925
19	29	iid	left	-1.621	4.376	left	19	-14.001	-1	1282	0	301	1426	2708	1595	0	158	3710		112.344
20	0	iid	left	-1.672	2.125	left	5	-3.182	-1	457	0	301	1542	1999	1594	0	42	3001		116.057
21	2	iid	left	-2.413	2.537	left	6	-6.728	-1	143	0	302	1522	1665	1582	0	50	2668		119.064
22	122	iid	right	1.283	4.911	left	24	-3.587	-1	475	1	301	1388	1863	1599	0	200	2864		121.735
23	180	iid	right	1.432	5.195	right	27	7.161	1	512	0	303	1352	1864	1587	0	225	2866		124.602
24	95	iid	left	-1.969	6.295	right	40	10.722	-1	828	0	302	1246	2074	1588	0	333	3076		127.472
25	121	iid	right	1.764	4.73	left	22	-2.728	1	417	0	302	1404	1821	1597	0	183	2823		130.55
26	185	iid	right	2.32	5.071	right	26	7.877	-1	533	0	302	1367	1900	1595	0	217	2901		133.378
27	39	iid	left	-2.719	5.571	left	31	-10.583	-1	740	0	301	1319	2059	1588	0	258	3061		136.284
28	66	iid	left	-2.091	3.596	right	13	5.348	1	503	0	301	1472	1975	1589	0	108	2976		139.349
29	19	iid	left	-1.394	3.481	left	12	-5.649	-1	549	0	301	1474	2023	1584	0	100	3025		142.33
30	11	iid	left	-1.454	3.202	left	10	-2.972	-1	510	0	301	1499	2009	1593	0	83	3010		145.36
31	45	iid	left	-0.81	6.405	left	41	-10.068	-1	872	0	301	1241	2113	1593	0	342	3117		148.375
32	41	iid	left	-2.078	6.196	left	38	-11.804	1	710	0	301	1258	1968	1586	0	317	2970		151.495
33	92	iid	left	-1.12	6.035	right	36	5.179	-1	531	0	301	1262	1793	1572	0	300	2794		154.469
34	168	iid	right	1.853	3.209	right	10	4.809	1	644	0	303	1508	2152	1600	0	83	3154		157.271
35	1	iid	left	-1.432	2.804	left	8	-3.469	-1	432	1	302	1512	1944	1590	0	67	2946		160.428
36	57	iid	left	-2.189	2.964	right	9	2.592	-1	598	0	301	1504	2102	1588	0	75	3104		163.378
37	189	iid	right	2.719	5.571	right	31	10.583	-1	646	0	301	1315	1961	1583	0	258	2963		166.489
38	151	iid	right	1.432	2.804	right	8	3.469	1	438	0	302	1507	1945	1586	0	67	2947		169.455
39	167	iid	right	2.376	3.95	right	16	7.381	1	724	0	302	1452	2176	1595	0	133	3177		172.405
40	116	iid	right	2.091	3.596	left	13	-5.348	1	566	0	302	1487	2053	1605	0	108	3055		175.587
41	138	iid	right	1.027	5.533	left	31	-3.742	1	726	0	302	1319	2045	1587	0	258	3047		178.646
42	155	iid	right	2.123	2.129	right	5	3.169	1	319	0	302	1551	1870	1601	0	42	2872		181.695
43	82	iid	left	-0.915	5.411	right	29	4.576	-1	429	0	302	1341	1770	1595	0	242	2771		184.57
44	160	iid	right	1.646	3.03	right	9	6.579	1	476	0	302	1508	1984	1593	0	75	2986		187.345
45	181	iid	right	2.689	5.667	right	33	13.897	1	575	1	303	1298	1873	1583	0	275	2875		190.339
46	171	iid	right	2.081	4.839	right	24	11.931	-1	1399	0	303	1388	2787	1598	0	200	3789		193.219
47	12	iid	left	-1.311	3.437	left	12	-3.281	-1	1068	0	302	1487	2555	1598	0	100	3557		197.011
48	55	iid	left	-1.076	2.085	right	4	4.474	-1	366	0	301	1543	1909	1586	0	33	2911		200.571
49	77	iid	left	-1.239	4.403	right	19	7.711	-1	521	0	301	1424	1945	1592	0	158	2946		203.488
50	22	iid	left	-1.158	4.684	left	22	-3.138	-1	800	0	302	1389	2189	1582	0	183	3191		206.438
51	129	iid	right	2.149	4.637	left	22	-6.019	1	523	0	301	1398	1921	1591	0	183	2923		214.147
52	105	iid	right	1.076	2.085	left	4	-4.474	1	456	0	301	1550	2006	1592	0	33	3008		217.076
53	102	iid	right	1.512	2.3	left	5	-5.012	1	370	0	301	1525	1895	1577	0	42	2897		220.086
54	159	iid	right	1.71	2.788	right	8	5.391	1	241	0	304	1508	1749	1585	0	67	2752		222.988
55	9	iid	left	-1.71	2.788	left	8	-5.391	-1	397	0	303	1512	1909	1590	0	67	2911		225.743
56	15	iid	left	-2.085	3.039	left	9	-3.017	-1	484	1	302	1503	1987	1588	0	75	2989		228.657
57	150	iid	right	1.672	2.125	right	5	3.182	1	223	0	301	1549	1772	1601	0	42	2774		231.649
58	76	iid	left	-1.794	4.732	right	22	6.096	-1	262	0	301	1393	1655	1586	0	183	2658		234.426
59	119	iid	right	2.377	3.329	left	11	-2.683	1	179	0	301	1493	1672	1596	0	92	2674		237.088
60	71	iid	left	-1.764	4.73	right	22	2.728	-1	198	0	301	1403	1601	1598	0	183	2603		239.766
61	90	iid	left	-2.17	6.546	right	43	2.644	1	777	0	302	1219	1996	1588	0	358	2998		242.372
62	100	iid	right	2.251	2.722	left	8	-3.383	1	306	0	302	1517	1823	1595	0	67	2825		245.375
63	44	iid	left	-1.816	6.152	left	38	-4.335	1	580	0	301	1257	1837	1583	0	317	2840		248.204
64	94	iid	left	-1.676	6.092	right	37	6.022	1	558	0	301	1272	1830	1592	0	308	2832		251.049
65	176	iid	right	1.929	4.66	right	22	8.105	-1	189	0	302	1395	1584	1578	1	183	2585		253.885
66	142	iid	right	1.12	6.035	left	36	-5.179	1	536	0	301	1273	1809	1583	0	300	2810		256.474
67	113	iid	right	1.892	3.745	left	14	-4.613	1	517	0	303	1457	1974	1584	0	117	2976		259.289
68	53	iid	left	-0.961	2.657	right	7	2.843	1	545	0	301	1513	2058	1582	0	58	3060		262.268
69	20	iid	left	-2.263	4.205	left	18	-3.056	-1	202	0	303	1440	1642	1601	0	150	2644		265.331
70	30	iid	left	-1.432	5.195	left	27	-7.161	-1	592	0	303	1347	1939	1581	0	225	2940		267.979
71	114	iid	right	1.583	3.228	left	10	-4.674	-1	679	0	302	1503	2182	1596	0	83	3184		270.924
72	172	iid	right	1.158	4.684	right	22	3.138	-1	1342	0	303	1393	2735	1586	0	183	3738		274.114
73	26	iid	left	-1.929	4.66	left	22	-8.105	-1	1020	0	301	1397	2417	1589	0	183	3418		277.855
74	50	iid	left	-2.251	2.722	right	8	3.383	-1	452	0	301	1519	1971	1599	0	67	2972		281.277
75	192	iid	right	1.954	6.647	right	44	13.663	1	1422	0	301	1204	2626	1583	0	367	3628		284.254
76	179	iid	right	1.621	4.376	right	19	14.001	1	567	0	302	1412	1979	1581	0	158	2981		287.888
77	184	iid	right	2.325	5.238	right	27	4.616	-1	634	0	302	1352	1986	1586	0	225	2988		290.873
78	199	iid	right	1.82	6.317	right	40	5.053	1	1348	0	301	1245	2593	1588	0	333	3594		293.866
79	109	iid	right	1.193	2.511	left	6	-2.767	1	273	0	301	1533	1806	1591	0	50	2808		297.465
80	115	iid	right	2.055	3.917	left	16	-5.82	1	259	0	301	1437	1696	1581	0	133	2698		300.276
81	98	iid	left	-0.971	6.212	right	39	8.275	1	854	0	301	1246	2100	1582	0	325	3103		302.98
82	97	iid	left	-1.346	6.31	right	40	3.058	1	633	0	301	1240	1873	1583	0	333	2875		306.087
83	69	iid	left	-2.377	3.329	right	11	2.683	1	745	0	301	1484	2229	1587	0	92	3230		308.968
84	161	iid	right	1.454	3.202	right	10	2.972	1	747	0	302	1494	2241	1589	0	83	3242		312.203
85	174	iid	right	1.157	4.176	right	17	2.95	1	1017	0	302	1444	2461	1596	0	142	3463		315.45
86	107	iid	right	2.189	2.964	left	9	-2.592	1	948	0	301	1507	2455	1593	0	75	3457		318.919
87	72	iid	left	-1.283	4.911	right	24	3.587	-1	789	0	302	1387	2176	1599	0	200	3178		322.379
88	88	iid	left	-1.027	5.533	right	31	3.742	-1	425	0	302	1315	1740	1583	0	258	2742		325.561
89	130	iid	right	1.134	4.973	left	25	-3.726	1	223	0	302	1367	1590	1584	0	208	2592		328.306
90	96	iid	left	-1.995	6.028	right	36	3.041	-1	498	0	301	1280	1778	1591	0	300	2780		330.902
91	86	iid	left	-1.405	5.417	right	29	4.991	-1	1226	0	301	1334	2560	1586	0	242	3562		333.687
92	101	iid	right	0.806	2.319	left	5	-3.749	-1	708	0	303	1545	2253	1599	0	42	3255		337.253
93	18	iid	left	-1.853	3.209	left	10	-4.809	-1	489	0	302	1498	1987	1590	0	83	2989		340.513
94	190	iid	right	2.137	6.102	right	37	2.857	1	1030	0	301	1269	2299	1586	0	308	3301		343.506
95	164	iid	right	2.465	3.163	right	10	5.991	1	469	0	301	1496	1965	1590	0	83	2967		346.813
96	144	iid	right	1.676	6.092	left	37	-6.022	-1	979	0	301	1270	2249	1588	0	308	3251		349.785
97	148	iid	right	0.971	6.212	left	39	-8.275	1	781	0	302	1254	2035	1588	0	325	3036		353.042
98	140	iid	right	2.17	6.546	left	43	-2.644	-1	822	0	301	1221	2043	1592	0	358	3045		356.082
99	143	iid	right	1.486	6.421	left	41	-8.888	1	709	0	301	1237	1946	1589	0	342	2949		359.13
100	56	rdw	left	-0.974	2.955	right	9	5.179	1	395	0	301	1501	1896	1586	0	75	2897		362.085
101	37	rdw	left	-1.988	5.494	left	30	-5.674	-1	311	0	301	1318	1629	1579	0	250	2631		411.552
102	67	rdw	left	-1.011	3.712	right	14	2.576	1	273	0	302	1458	1731	1584	0	117	2732		414.189
103	79	rdw	left	-2.149	4.637	right	22	6.019	1	974	0	301	1390	2364	1584	0	183	3367		416.925
104	80	rdw	left	-1.134	4.973	right	25	3.726	1	347	1	302	1364	1711	1582	0	208	2713		420.296
105	188	rdw	right	2.822	5.379	right	29	8.417	1	316	0	301	1330	1646	1582	0	242	2648		423.014
106	183	rdw	right	2.547	5.207	right	27	4.706	1	226	0	302	1359	1585	1584	1	225	2587		425.666
107	10	rdw	left	-1.646	3.03	left	9	-6.579	-1	312	0	301	1508	1820	1593	0	75	2821		428.257
108	128	rdw	right	0.87	4.088	left	17	-2.599	-1	504	0	300	1432	1936	1586	0	142	2937		431.083
109	62	rdw	left	-1.05	3.553	right	13	3.169	1	480	0	302	1472	1952	1589	0	108	2953		434.025
110	65	rdw	left	-2.055	3.917	right	16	5.82	1	428	0	302	1449	1877	1595	0	133	2880		436.982
111	17	rdw	left	-2.376	3.95	left	16	-7.381	-1	108	0	302	1448	1556	1581	1	133	2557		439.867
