trial	index_traj	path	mean_side	mean_val	sd	last_visibl_side	f_missing_pos	last_visibl_center_dist[deg]	response	RT	fix_start_time	dot_mvt_start_time	last_dot_time	button_pressed_time	line_cross_time	early_response (t/f)	rest_time	end_time	start_exp_time	time_from_start [ces]
0	95	rdw	left	-1.969	6.295	right	40	10.722	1	635	0	302	1230	1865	1574	0	333	2867	46717.0	48.196
1	15	rdw	left	-2.085	3.039	left	9	-3.017	-1	592	0	301	1470	2062	1557	0	75	3064		51.129
2	30	rdw	left	-1.432	5.195	left	27	-7.161	-1	533	0	301	1336	1869	1573	0	225	2871		54.198
3	158	rdw	right	1.147	2.092	right	4	3.873	1	538	1	302	1526	2064	1571	0	33	3067		57.073
4	128	rdw	right	0.87	4.088	left	17	-2.599	-1	627	0	302	1419	2046	1574	0	142	3048		60.145
5	115	rdw	right	2.055	3.917	left	16	-5.82	-1	456	0	303	1425	1881	1568	0	133	2884		63.198
6	69	rdw	left	-2.377	3.329	right	11	2.683	-1	583	0	301	1443	2026	1545	0	92	3028		66.087
7	170	rdw	right	2.263	4.205	right	18	3.056	1	554	1	303	1406	1960	1569	0	150	2962		69.119
8	174	rdw	right	1.157	4.176	right	17	2.95	1	500	0	302	1415	1915	1566	0	142	2917		72.086
9	45	rdw	left	-0.81	6.405	left	41	-10.068	-1	483	0	302	1213	1696	1565	0	342	2698		75.008
10	66	rdw	left	-2.091	3.596	right	13	5.348	1	366	0	302	1446	1812	1565	0	108	2814		77.711
11	182	rdw	right	2.179	5.057	right	26	5.865	1	359	0	302	1337	1696	1565	0	217	2697		80.53
12	165	rdw	right	2.085	3.039	right	9	3.017	1	354	0	302	1484	1838	1570	0	75	2840		83.233
13	78	rdw	left	-0.87	4.088	right	17	2.599	1	548	0	302	1419	1967	1570	0	142	2969		86.078
14	186	rdw	right	1.917	5.864	right	35	11.991	1	448	0	302	1272	1720	1572	0	292	2722		89.053
15	177	rdw	right	2.389	4.145	right	17	3.429	1	410	0	302	1431	1841	1584	0	142	2844		91.779
16	56	rdw	left	-0.974	2.955	right	9	5.179	1	396	0	301	1487	1883	1573	0	75	2885		94.628
17	152	rdw	right	2.413	2.537	right	6	6.728	1	524	0	301	1510	2034	1571	0	50	3036		97.518
18	82	rdw	left	-0.915	5.411	right	29	4.576	1	456	0	302	1324	1780	1575	0	242	2782		100.56
