;noise_lvl;slope;prop_left;acc;RT
0;1.5;-6.0;1.0;1.0;0.475
1;1.5;-4.0;1.0;1.0;0.585
2;1.5;-3.0;1.0;1.0;0.49650000000000005
3;1.5;-2.5;0.8333333333333334;0.8333333333333334;0.5288333333333334
4;1.5;-2.0;0.75;0.75;0.47575
5;1.5;-1.5;0.75;0.75;0.434875
6;1.5;-1.0;0.7142857142857143;0.7142857142857143;0.477
7;1.5;-0.5;1.0;1.0;0.5985
8;1.5;0.0;0.5;0.0;0.5215000000000001
9;1.5;2.0;0.0;1.0;0.467
10;1.5;4.0;0.0;1.0;0.405
11;1.5;6.0;0.0;1.0;0.427
12;3.0;-6.0;1.0;1.0;0.40700000000000003
13;3.0;-4.0;1.0;1.0;0.389
14;3.0;-3.5;1.0;1.0;0.427
15;3.0;-3.0;0.6666666666666666;0.6666666666666666;0.444
16;3.0;-2.5;0.6666666666666666;0.6666666666666666;0.4703333333333333
17;3.0;-2.0;0.8;0.8;0.3372
18;3.0;-1.5;0.0;0.0;0.21999999999999997
19;3.0;-1.0;0.5;0.5;0.274
20;3.0;0.0;0.2;0.0;0.4734
21;3.0;0.5;0.0;1.0;0.46416666666666667
22;3.0;1.0;0.0;1.0;0.5105714285714286
23;3.0;2.0;0.0;1.0;0.369
24;3.0;4.0;0.0;1.0;0.349
25;3.0;6.0;0.0;1.0;0.4
26;4.5;-6.0;1.0;1.0;0.534
27;4.5;-4.0;1.0;1.0;0.496
28;4.5;-2.5;1.0;1.0;0.7785
29;4.5;-2.0;0.3333333333333333;0.3333333333333333;0.7096666666666667
30;4.5;-1.5;0.6666666666666666;0.6666666666666666;0.5253333333333333
31;4.5;-1.0;0.6;0.6;0.5147999999999999
32;4.5;-0.5;1.0;1.0;0.831
33;4.5;0.0;0.3333333333333333;0.0;0.5743333333333334
34;4.5;0.5;0.0;1.0;0.8156666666666667
35;4.5;1.0;0.0;1.0;0.62075
36;4.5;2.0;0.0;1.0;0.487
37;4.5;4.0;0.0;1.0;0.061
38;4.5;6.0;0.0;1.0;0.533
39;6.0;-6.0;1.0;1.0;0.739
40;6.0;-4.0;1.0;1.0;0.767
41;6.0;-3.5;1.0;1.0;0.6465
42;6.0;-3.0;0.75;0.75;0.66825
43;6.0;-2.5;0.8;0.8;0.5955
44;6.0;-2.0;0.5;0.5;0.49312500000000004
45;6.0;-1.5;0.6;0.6;0.5518
46;6.0;-1.0;0.75;0.75;0.41425
47;6.0;-0.5;0.0;0.0;0.714
48;6.0;0.0;0.0;0.0;0.405
49;6.0;2.0;0.0;1.0;0.299
50;6.0;4.0;0.0;1.0;0.367
51;6.0;6.0;0.0;1.0;0.383
