;noise_lvl;slope;prop_left;acc;RT
0;1.5;-6.0;1.0;1.0;0.377
1;1.5;-4.0;1.0;1.0;0.254
2;1.5;-2.0;1.0;1.0;0.592
3;1.5;-1.5;1.0;1.0;0.48750000000000004
4;1.5;-1.0;0.8571428571428571;0.8571428571428571;0.487
5;1.5;-0.5;0.0;0.0;0.559
6;1.5;0.0;0.5;0.0;0.47025
7;1.5;0.5;0.14285714285714285;0.8571428571428571;0.46485714285714286
8;1.5;1.0;0.1;0.9;0.4908
9;1.5;1.5;0.0;1.0;0.6575
10;1.5;2.0;0.0;1.0;0.591
11;1.5;4.0;0.0;1.0;0.44
12;1.5;6.0;0.0;1.0;0.475
13;3.0;-6.0;1.0;1.0;0.36
14;3.0;-4.0;1.0;1.0;0.59
15;3.0;-2.0;1.0;1.0;0.631
16;3.0;0.0;0.0;0.0;0.511
17;3.0;0.5;0.125;0.875;0.504875
18;3.0;1.0;0.0;1.0;0.47640000000000005
19;3.0;1.5;0.3333333333333333;0.6666666666666666;0.45566666666666666
20;3.0;2.0;0.2;0.8;0.5005
21;3.0;2.5;0.3333333333333333;0.6666666666666666;0.48033333333333333
22;3.0;3.0;0.0;1.0;0.53275
23;3.0;4.0;0.0;1.0;0.481
24;3.0;6.0;0.0;1.0;0.443
25;4.5;-6.0;1.0;1.0;0.466
26;4.5;-4.0;1.0;1.0;0.414
27;4.5;-2.0;0.8333333333333334;0.8333333333333334;0.577
28;4.5;-1.5;0.5714285714285714;0.5714285714285714;0.6097142857142857
29;4.5;-1.0;0.25;0.25;0.5405
30;4.5;0.0;0.5;0.0;0.5515
31;4.5;0.5;0.16666666666666666;0.8333333333333334;0.47900000000000004
32;4.5;1.0;0.0;1.0;0.532375
33;4.5;2.0;0.0;1.0;0.587
34;4.5;4.0;0.0;1.0;0.545
35;4.5;6.0;0.0;1.0;0.502
36;6.0;-6.0;1.0;1.0;0.396
37;6.0;-4.0;1.0;1.0;0.604
38;6.0;-2.0;1.0;1.0;0.508
39;6.0;-1.5;1.0;1.0;0.7385
40;6.0;-1.0;0.8666666666666667;0.8666666666666667;0.6777333333333334
41;6.0;-0.5;0.8181818181818182;0.8181818181818182;0.7088181818181818
42;6.0;0.0;0.0;0.0;0.64125
43;6.0;2.0;0.0;1.0;0.69
44;6.0;4.0;0.0;1.0;0.397
45;6.0;6.0;0.0;1.0;0.387
