;noise_lvl;slope;prop_left;acc;RT
0;1.5;-6.0;1.0;1.0;0.846
1;1.5;-4.0;1.0;1.0;0.337
2;1.5;-2.0;1.0;1.0;0.549
3;1.5;-1.5;1.0;1.0;0.5905
4;1.5;-1.0;0.875;0.875;0.519375
5;1.5;-0.5;0.6;0.6;0.5864
6;1.5;0.0;0.6666666666666666;0.0;0.4666666666666666
7;1.5;0.5;0.0;1.0;0.5245
8;1.5;1.0;0.0;1.0;0.43800000000000006
9;1.5;2.0;0.0;1.0;0.736
10;1.5;4.0;0.0;1.0;0.549
11;1.5;6.0;0.0;1.0;0.524
12;3.0;-6.0;1.0;1.0;0.28
13;3.0;-4.0;1.0;1.0;0.186
14;3.0;-2.5;1.0;1.0;0.368625
15;3.0;-2.0;0.5;0.5;0.450625
16;3.0;-1.5;0.0;0.0;0.552
17;3.0;0.0;0.5;0.0;0.404
18;3.0;0.5;0.0;1.0;0.505
19;3.0;1.0;0.4;0.6;0.4986
20;3.0;1.5;0.5;0.5;0.39925
21;3.0;2.0;0.0;1.0;0.5092000000000001
22;3.0;4.0;0.0;1.0;0.288
23;3.0;6.0;0.0;1.0;0.158
24;4.5;-6.0;1.0;1.0;0.373
25;4.5;-4.0;1.0;1.0;0.32
26;4.5;-2.0;1.0;1.0;0.4323333333333333
27;4.5;-1.5;0.6666666666666666;0.6666666666666666;0.4563333333333333
28;4.5;-1.0;0.6666666666666666;0.6666666666666666;0.5653333333333334
29;4.5;-0.5;0.75;0.75;0.45499999999999996
30;4.5;0.0;0.75;0.0;0.5085
31;4.5;0.5;0.0;1.0;0.363
32;4.5;1.0;0.5;0.5;0.401
33;4.5;1.5;0.5;0.5;0.44599999999999995
34;4.5;2.0;0.25;0.75;0.41075
35;4.5;2.5;0.0;1.0;0.52
36;4.5;4.0;0.0;1.0;0.544
37;4.5;6.0;0.0;1.0;0.871
38;6.0;-6.0;1.0;1.0;0.536
39;6.0;-4.0;1.0;1.0;0.705
40;6.0;-2.0;1.0;1.0;0.426
41;6.0;0.0;0.5;0.0;0.2495
42;6.0;0.5;1.0;0.0;1.317
43;6.0;1.0;0.6;0.4;0.595
44;6.0;1.5;0.6666666666666666;0.3333333333333333;0.42933333333333334
45;6.0;2.0;0.4;0.6;0.4726
46;6.0;2.5;0.3333333333333333;0.6666666666666666;0.6231666666666666
47;6.0;3.0;1.0;0.0;0.365
48;6.0;3.5;0.3333333333333333;0.6666666666666666;0.6920000000000001
49;6.0;4.0;0.0;1.0;0.232
50;6.0;6.0;0.0;1.0;0.551
