;noise_lvl;slope;prop_left;acc;RT
0;1.5;-6.0;1.0;1.0;0.484
1;1.5;-4.0;1.0;1.0;0.48
2;1.5;-2.0;1.0;1.0;0.389
3;1.5;-1.5;1.0;1.0;0.4635
4;1.5;-1.0;0.9166666666666666;0.9166666666666666;0.5888333333333333
5;1.5;-0.5;1.0;1.0;0.513875
6;1.5;0.0;0.6666666666666666;0.0;0.49475
7;1.5;0.5;0.5;0.5;0.4555
8;1.5;1.0;0.0;1.0;0.675125
9;1.5;2.0;0.0;1.0;0.356
10;1.5;4.0;0.0;1.0;0.245
11;1.5;6.0;0.0;1.0;0.417
12;3.0;-6.0;1.0;1.0;0.384
13;3.0;-4.0;1.0;1.0;0.46
14;3.0;-2.0;1.0;1.0;0.392
15;3.0;-1.5;0.6666666666666666;0.6666666666666666;0.6838333333333333
16;3.0;-1.0;0.7;0.7;0.6875
17;3.0;-0.5;0.8;0.8;0.6202
18;3.0;0.0;0.4;0.0;0.48719999999999997
19;3.0;0.5;0.0;1.0;0.387
20;3.0;1.0;0.0;1.0;0.3175
21;3.0;2.0;0.0;1.0;0.525
22;3.0;4.0;0.0;1.0;0.378
23;3.0;6.0;0.0;1.0;0.437
24;4.5;-6.0;1.0;1.0;1.069
25;4.5;-4.0;1.0;1.0;0.739
26;4.5;-3.0;1.0;1.0;0.5575
27;4.5;-2.5;0.75;0.75;0.55475
28;4.5;-2.0;0.75;0.75;0.57325
29;4.5;-1.5;0.0;0.0;0.553
30;4.5;-1.0;0.8;0.8;0.49539999999999995
31;4.5;-0.5;0.3333333333333333;0.3333333333333333;0.5038333333333332
32;4.5;0.0;0.5;0.0;0.494
33;4.5;0.5;0.0;1.0;0.4845
34;4.5;1.0;0.16666666666666666;0.8333333333333334;0.7688333333333333
35;4.5;1.5;0.0;1.0;0.7335
36;4.5;2.0;0.0;1.0;0.56
37;4.5;4.0;0.0;1.0;0.817
38;4.5;6.0;0.0;1.0;0.817
39;6.0;-6.5;1.0;1.0;0.41000000000000003
40;6.0;-6.0;0.8;0.8;0.5668
41;6.0;-5.5;0.8;0.8;0.584
42;6.0;-5.0;0.6666666666666666;0.6666666666666666;0.45933333333333337
43;6.0;-4.5;1.0;1.0;0.5495
44;6.0;-4.0;1.0;1.0;0.8855
45;6.0;-3.5;1.0;1.0;0.604
46;6.0;4.5;0.0;1.0;0.486
47;6.0;5.0;0.0;1.0;0.5585
48;6.0;5.5;0.25;0.75;0.61175
49;6.0;6.0;0.2;0.8;0.4908
50;6.0;6.5;0.5;0.5;0.3505
51;6.0;7.0;0.0;1.0;0.36675
