;noise_lvl;slope;prop_left;acc;RT
0;1.5;-6.0;1.0;1.0;0.332
1;1.5;-4.0;1.0;1.0;0.312
2;1.5;-2.0;1.0;1.0;0.35
3;1.5;-1.0;1.0;1.0;0.33028571428571435
4;1.5;-0.5;1.0;1.0;0.3401666666666667
5;1.5;0.0;0.5714285714285714;0.0;0.3171428571428571
6;1.5;0.5;0.16666666666666666;0.8333333333333334;0.25833333333333336
7;1.5;1.0;0.0;1.0;0.279125
8;1.5;2.0;0.0;1.0;0.311
9;1.5;4.0;0.0;1.0;0.231
10;1.5;6.0;0.0;1.0;0.348
11;3.0;-6.0;1.0;1.0;0.342
12;3.0;-4.0;1.0;1.0;0.342
13;3.0;-2.5;1.0;1.0;0.2865
14;3.0;-2.0;0.6666666666666666;0.6666666666666666;0.34500000000000003
15;3.0;-1.5;1.0;1.0;0.3585
16;3.0;-1.0;1.0;1.0;0.3121
17;3.0;-0.5;0.7142857142857143;0.7142857142857143;0.3167142857142857
18;3.0;0.0;0.5;0.0;0.371
19;3.0;0.5;0.0;1.0;0.3236666666666667
20;3.0;1.0;0.0;1.0;0.34725
21;3.0;2.0;0.0;1.0;0.337
22;3.0;4.0;0.0;1.0;0.332
23;3.0;6.0;0.0;1.0;0.325
24;4.5;-6.0;1.0;1.0;0.372
25;4.5;-4.0;1.0;1.0;0.495
26;4.5;-2.0;1.0;1.0;0.486
27;4.5;-1.0;0.8;0.8;0.42735
28;4.5;-0.5;0.6666666666666666;0.6666666666666666;0.44933333333333336
29;4.5;0.0;0.3333333333333333;0.0;0.45199999999999996
30;4.5;0.5;0.0;1.0;0.3496666666666666
31;4.5;1.0;0.2;0.8;0.4029
32;4.5;1.5;0.0;1.0;0.3833125
33;4.5;2.0;0.0;1.0;0.241
34;4.5;4.0;0.0;1.0;0.353
35;4.5;6.0;0.0;1.0;0.44
36;6.0;-6.0;1.0;1.0;0.354
37;6.0;-4.0;1.0;1.0;0.257
38;6.0;-2.0;1.0;1.0;0.378
39;6.0;-1.5;1.0;1.0;0.4625
40;6.0;-1.0;0.8461538461538461;0.8461538461538461;0.4167692307692308
41;6.0;-0.5;0.8571428571428571;0.8571428571428571;0.42528571428571427
42;6.0;0.0;0.3333333333333333;0.0;0.4549166666666667
43;6.0;0.5;0.0;1.0;0.5940000000000001
44;6.0;1.0;0.0;1.0;0.447
45;6.0;2.0;0.0;1.0;0.525
46;6.0;4.0;0.0;1.0;0.4395
47;6.0;6.0;0.0;1.0;0.4395
