;noise_lvl;slope;prop_left;acc;RT
0;1.5;-6.0;1.0;1.0;0.331
1;1.5;-4.0;1.0;1.0;0.284
2;1.5;-2.0;1.0;1.0;0.317
3;1.5;-1.0;1.0;1.0;0.37566666666666665
4;1.5;-0.5;0.8;0.8;0.4194
5;1.5;0.0;0.75;0.0;0.5565
6;1.5;0.5;1.0;0.0;0.593
7;1.5;1.0;0.42857142857142855;0.5714285714285714;0.6652857142857143
8;1.5;1.5;0.2857142857142857;0.7142857142857143;0.513
9;1.5;2.0;0.0;1.0;0.47400000000000003
10;1.5;4.0;0.0;1.0;0.335
11;1.5;6.0;0.0;1.0;0.333
12;3.0;-6.0;1.0;1.0;0.517
13;3.0;-4.0;1.0;1.0;0.443
14;3.0;-2.0;1.0;1.0;0.611
15;3.0;-1.5;1.0;1.0;0.598
16;3.0;-1.0;0.8888888888888888;0.8888888888888888;0.6177777777777779
17;3.0;-0.5;0.5;0.5;0.6115
18;3.0;0.0;1.0;0.0;0.706
19;3.0;1.5;0.4;0.6;0.6392
20;3.0;2.0;0.2222222222222222;0.7777777777777778;0.7400555555555557
21;3.0;2.5;0.0;1.0;0.663
22;3.0;4.0;0.0;1.0;0.42
23;3.0;6.0;0.0;1.0;0.367
24;4.5;-6.0;1.0;1.0;0.381
25;4.5;-4.0;1.0;1.0;0.617
26;4.5;-2.0;1.0;1.0;0.6465
27;4.5;-1.5;0.7142857142857143;0.7142857142857143;0.696
28;4.5;-1.0;0.75;0.75;0.6443333333333333
29;4.5;-0.5;0.75;0.75;0.852375
30;4.5;0.0;0.5;0.0;0.5325
31;4.5;2.0;0.0;1.0;0.759
32;4.5;4.0;0.0;1.0;0.366
33;4.5;6.0;0.0;1.0;0.291
34;6.0;-6.0;1.0;1.0;0.421
35;6.0;-4.0;1.0;1.0;0.52
36;6.0;-2.0;1.0;1.0;0.692
37;6.0;0.0;1.0;0.0;0.817
38;6.0;1.0;0.8571428571428571;0.14285714285714285;0.6648571428571428
39;6.0;1.5;0.2857142857142857;0.7142857142857143;0.7616428571428572
40;6.0;2.0;0.125;0.875;0.651125
41;6.0;2.5;1.0;0.0;0.701
42;6.0;3.0;1.0;0.0;0.851
43;6.0;3.5;0.0;1.0;1.0005000000000002
44;6.0;4.0;0.0;1.0;0.408
45;6.0;6.0;0.0;1.0;0.227
