;noise_lvl;slope;prop_left;acc;RT
0;1.5;-6.0;1.0;1.0;0.475
1;1.5;-4.0;1.0;1.0;0.438
2;1.5;-2.0;1.0;1.0;0.312
3;1.5;-1.0;1.0;1.0;0.36175
4;1.5;-0.5;0.75;0.75;0.39
5;1.5;0.0;1.0;0.0;0.33375
6;1.5;0.5;0.5;0.5;0.3345
7;1.5;1.0;0.5;0.5;0.31525
8;1.5;1.5;0.16666666666666666;0.8333333333333334;0.3373333333333333
9;1.5;2.0;0.3333333333333333;0.6666666666666666;0.334
10;1.5;2.5;0.2;0.8;0.3754
11;1.5;3.0;0.0;1.0;0.4185
12;1.5;4.0;0.0;1.0;0.34175
13;1.5;6.0;0.0;1.0;0.217
14;3.0;-6.0;1.0;1.0;0.216
15;3.0;-4.0;1.0;1.0;0.39025
16;3.0;-2.0;1.0;1.0;0.39025
17;3.0;-1.0;1.0;1.0;0.383
18;3.0;-0.5;1.0;1.0;0.45775
19;3.0;0.0;1.0;0.0;0.2905
20;3.0;1.0;1.0;0.0;0.4593333333333333
21;3.0;1.5;0.25;0.75;0.3786875
22;3.0;2.0;0.3333333333333333;0.6666666666666666;0.35483333333333333
23;3.0;2.5;0.5;0.5;0.38408333333333333
24;3.0;3.0;0.2;0.8;0.4024
25;3.0;3.5;0.0;1.0;0.341
26;3.0;4.0;0.0;1.0;0.345
27;3.0;6.0;0.0;1.0;0.355
28;4.5;-6.0;1.0;1.0;0.39325
29;4.5;-4.0;1.0;1.0;0.302
30;4.5;-2.0;1.0;1.0;0.354
31;4.5;-1.5;1.0;1.0;0.3825
32;4.5;-1.0;0.8;0.8;0.3694
33;4.5;-0.5;0.6666666666666666;0.6666666666666666;0.39866666666666667
34;4.5;0.0;1.0;0.0;0.3575
35;4.5;1.0;0.3333333333333333;0.6666666666666666;0.4696666666666666
36;4.5;1.5;0.3333333333333333;0.6666666666666666;0.44083333333333335
37;4.5;2.0;0.4;0.6;0.3778
38;4.5;2.5;0.5;0.5;0.39175000000000004
39;4.5;3.0;0.0;1.0;0.42191666666666666
40;4.5;4.0;0.0;1.0;0.32
41;4.5;6.0;0.0;1.0;0.39325
42;6.0;-6.0;1.0;1.0;0.379
43;6.0;-4.0;1.0;1.0;0.333
44;6.0;-2.0;1.0;1.0;0.344
45;6.0;0.0;0.0;0.0;0.595
46;6.0;0.5;0.5;0.5;0.3395
47;6.0;1.0;0.375;0.625;0.418625
48;6.0;1.5;0.42857142857142855;0.5714285714285714;0.441
49;6.0;2.0;0.2222222222222222;0.7777777777777778;0.47688888888888886
50;6.0;2.5;0.2;0.8;0.4358000000000001
51;6.0;3.0;0.0;1.0;0.48050000000000004
52;6.0;4.0;0.0;1.0;0.259
53;6.0;6.0;0.0;1.0;0.337
