# subj	index_traj	path	conditions	condition	cond_sum	mean_side	mean_val	sd	last_visibl_side	f_missing_pos	last_visibl_center_dist[deg]	response	prop_left	RT_s	exept_prop_left_lv	acc_lv
23	56	iid	LR	different	iid_different	left	-0.974	2.955	right	9	5.179	1	0	0.2295	1	0
23	37	iid	LL	same	iid_same	left	-1.988	5.494	left	30	-5.674	1	0	0.082	1	0
23	67	iid	LR	different	iid_different	left	-1.011	3.712	right	14	2.576	-1	1	0.327	1	1
23	79	iid	LR	different	iid_different	left	-2.149	4.637	right	22	6.019	-1	1	0.898	1	1
23	80	iid	LR	different	iid_different	left	-1.134	4.973	right	25	3.726	-1	1	0.691	1	1
23	188	iid	RR	same	iid_same	right	2.822	5.379	right	29	8.417	-1	1	0.2295	0	0
23	183	iid	RR	same	iid_same	right	2.547	5.207	right	27	4.706	1	0	0.855	0	1
23	10	iid	LL	same	iid_same	left	-1.646	3.03	left	9	-6.579	1	0	0.2295	1	0
23	128	iid	RL	different	iid_different	right	0.87	4.088	left	17	-2.599	1	0	0.091	0	1
23	62	iid	LR	different	iid_different	left	-1.05	3.553	right	13	3.169	1	0	0.2295	1	0
23	65	iid	LR	different	iid_different	left	-2.055	3.917	right	16	5.82	1	0	0.312	1	0
23	17	iid	LL	same	iid_same	left	-2.376	3.95	left	16	-7.381	1	0	0.2295	1	0
23	133	iid	RL	different	iid_different	right	1.014	5.344	left	29	-3.279	-1	1	0.712	0	0
23	195	iid	RR	same	iid_same	right	0.81	6.405	right	41	10.068	-1	1	0.2295	0	0
23	146	iid	RL	different	iid_different	right	1.995	6.028	left	36	-3.041	1	0	1.453	0	1
23	38	iid	LL	same	iid_same	left	-2.822	5.379	left	29	-8.417	-1	1	0.2295	1	1
23	173	iid	RR	same	iid_same	right	2.217	4.012	right	16	3.328	1	0	0.2295	0	1
23	149	iid	RL	different	iid_different	right	1.186	6.295	left	40	-3.668	-1	1	1.097	0	0
23	93	iid	LR	different	iid_different	left	-1.486	6.421	right	41	8.888	-1	1	0.559	1	1
23	29	iid	LL	same	iid_same	left	-1.621	4.376	left	19	-14.001	-1	1	0.679	1	1
23	0	iid	LL	same	iid_same	left	-1.672	2.125	left	5	-3.182	1	0	0.2295	1	0
23	2	iid	LL	same	iid_same	left	-2.413	2.537	left	6	-6.728	-1	1	0.079	1	1
23	122	iid	RL	different	iid_different	right	1.283	4.911	left	24	-3.587	1	0	0.222	0	1
23	180	iid	RR	same	iid_same	right	1.432	5.195	right	27	7.161	1	0	0.435	0	1
23	95	iid	LR	different	iid_different	left	-1.969	6.295	right	40	10.722	1	0	0.923	1	0
23	121	iid	RL	different	iid_different	right	1.764	4.73	left	22	-2.728	-1	1	0.454	0	0
23	185	iid	RR	same	iid_same	right	2.32	5.071	right	26	7.877	1	0	0.964	0	1
23	39	iid	LL	same	iid_same	left	-2.719	5.571	left	31	-10.583	-1	1	0.139	1	1
23	66	iid	LR	different	iid_different	left	-2.091	3.596	right	13	5.348	-1	1	0.542	1	1
23	19	iid	LL	same	iid_same	left	-1.394	3.481	left	12	-5.649	-1	1	0.203	1	1
23	11	iid	LL	same	iid_same	left	-1.454	3.202	left	10	-2.972	-1	1	0.09	1	1
23	45	iid	LL	same	iid_same	left	-0.81	6.405	left	41	-10.068	-1	1	0.067	1	1
23	41	iid	LL	same	iid_same	left	-2.078	6.196	left	38	-11.804	-1	1	0.107	1	1
23	92	iid	LR	different	iid_different	left	-1.12	6.035	right	36	5.179	-1	1	0.539	1	1
23	168	iid	RR	same	iid_same	right	1.853	3.209	right	10	4.809	1	0	0.102	0	1
23	1	iid	LL	same	iid_same	left	-1.432	2.804	left	8	-3.469	-1	1	0.158	1	1
23	57	iid	LR	different	iid_different	left	-2.189	2.964	right	9	2.592	1	0	0.2295	1	0
23	189	iid	RR	same	iid_same	right	2.719	5.571	right	31	10.583	1	0	0.2295	0	1
23	151	iid	RR	same	iid_same	right	1.432	2.804	right	8	3.469	1	0	0.284	0	1
23	167	iid	RR	same	iid_same	right	2.376	3.95	right	16	7.381	1	0	0.013	0	1
23	116	iid	RL	different	iid_different	right	2.091	3.596	left	13	-5.348	1	0	0.795	0	1
