# subj	index_traj	path	conditions	condition	cond_sum	mean_side	mean_val	sd	last_visibl_side	f_missing_pos	last_visibl_center_dist[deg]	response	prop_left	RT_s	exept_prop_left_lv	acc_lv
17	66	iid	LR	different	iid_different	left	-2.091	3.596	right	13	5.348	-1	1	0.186	1	1
17	19	iid	LL	same	iid_same	left	-1.394	3.481	left	12	-5.649	-1	1	0.121	1	1
17	11	iid	LL	same	iid_same	left	-1.454	3.202	left	10	-2.972	1	0	0.113	1	0
17	45	iid	LL	same	iid_same	left	-0.81	6.405	left	41	-10.068	-1	1	0.338	1	1
17	41	iid	LL	same	iid_same	left	-2.078	6.196	left	38	-11.804	-1	1	0.053	1	1
17	92	iid	LR	different	iid_different	left	-1.12	6.035	right	36	5.179	-1	1	0.261	1	1
17	168	iid	RR	same	iid_same	right	1.853	3.209	right	10	4.809	-1	1	0.261	0	0
17	1	iid	LL	same	iid_same	left	-1.432	2.804	left	8	-3.469	1	0	0.26	1	0
17	57	iid	LR	different	iid_different	left	-2.189	2.964	right	9	2.592	1	0	0.123	1	0
17	189	iid	RR	same	iid_same	right	2.719	5.571	right	31	10.583	1	0	0.295	0	1
17	151	iid	RR	same	iid_same	right	1.432	2.804	right	8	3.469	1	0	0.153	0	1
17	167	iid	RR	same	iid_same	right	2.376	3.95	right	16	7.381	-1	1	0.038	0	0
17	116	iid	RL	different	iid_different	right	2.091	3.596	left	13	-5.348	1	0	0.113	0	1
17	138	iid	RL	different	iid_different	right	1.027	5.533	left	31	-3.742	-1	1	0.275	0	0
17	155	iid	RR	same	iid_same	right	2.123	2.129	right	5	3.169	1	0	0.052	0	1
17	82	iid	LR	different	iid_different	left	-0.915	5.411	right	29	4.576	1	0	0.178	1	0
17	160	iid	RR	same	iid_same	right	1.646	3.03	right	9	6.579	-1	1	0.194	0	0
17	181	iid	RR	same	iid_same	right	2.689	5.667	right	33	13.897	1	0	0.196	0	1
17	171	iid	RR	same	iid_same	right	2.081	4.839	right	24	11.931	-1	1	0.16	0	0
17	12	iid	LL	same	iid_same	left	-1.311	3.437	left	12	-3.281	-1	1	0.124	1	1
17	55	iid	LR	different	iid_different	left	-1.076	2.085	right	4	4.474	-1	1	0.04	1	1
17	77	iid	LR	different	iid_different	left	-1.239	4.403	right	19	7.711	-1	1	0.154	1	1
17	22	iid	LL	same	iid_same	left	-1.158	4.684	left	22	-3.138	-1	1	0.157	1	1
17	129	iid	RL	different	iid_different	right	2.149	4.637	left	22	-6.019	1	0	0.204	0	1
17	105	iid	RL	different	iid_different	right	1.076	2.085	left	4	-4.474	1	0	0.206	0	1
17	102	iid	RL	different	iid_different	right	1.512	2.3	left	5	-5.012	1	0	0.108	0	1
17	159	iid	RR	same	iid_same	right	1.71	2.788	right	8	5.391	1	0	0.049	0	1
17	9	iid	LL	same	iid_same	left	-1.71	2.788	left	8	-5.391	-1	1	0.261	1	1
17	15	iid	LL	same	iid_same	left	-2.085	3.039	left	9	-3.017	-1	1	0.245	1	1
17	150	iid	RR	same	iid_same	right	1.672	2.125	right	5	3.182	1	0	0.118	0	1
17	76	iid	LR	different	iid_different	left	-1.794	4.732	right	22	6.096	-1	1	0.263	1	1
17	119	iid	RL	different	iid_different	right	2.377	3.329	left	11	-2.683	1	0	0.584	0	1
17	71	iid	LR	different	iid_different	left	-1.764	4.73	right	22	2.728	-1	1	0.113	1	1
17	90	iid	LR	different	iid_different	left	-2.17	6.546	right	43	2.644	-1	1	0.125	1	1
17	100	iid	RL	different	iid_different	right	2.251	2.722	left	8	-3.383	1	0	0.458	0	1
17	44	iid	LL	same	iid_same	left	-1.816	6.152	left	38	-4.335	-1	1	0.297	1	1
17	94	iid	LR	different	iid_different	left	-1.676	6.092	right	37	6.022	-1	1	0.191	1	1
17	176	iid	RR	same	iid_same	right	1.929	4.66	right	22	8.105	1	0	0.024	0	1
17	142	iid	RL	different	iid_different	right	1.12	6.035	left	36	-5.179	-1	1	0.296	0	0
17	113	iid	RL	different	iid_different	right	1.892	3.745	left	14	-4.613	1	0	0.211	0	1
17	53	iid	LR	different	iid_different	left	-0.961	2.657	right	7	2.843	-1	1	0.15	1	1
17	20	iid	LL	same	iid_same	left	-2.263	4.205	left	18	-3.056	-1	1	0.042	1	1
17	30	iid	LL	same	iid_same	left	-1.432	5.195	left	27	-7.161	1	0	0.106	1	0
17	114	iid	RL	different	iid_different	right	1.583	3.228	left	10	-4.674	-1	1	0.089	0	0
17	172	iid	RR	same	iid_same	right	1.158	4.684	right	22	3.138	1	0	0.185	0	1
17	26	iid	LL	same	iid_same	left	-1.929	4.66	left	22	-8.105	1	0	0.299	1	0
17	50	iid	LR	different	iid_different	left	-2.251	2.722	right	8	3.383	-1	1	0.126	1	1
17	192	iid	RR	same	iid_same	right	1.954	6.647	right	44	13.663	1	0	0.367	0	1
17	179	iid	RR	same	iid_same	right	1.621	4.376	right	19	14.001	1	0	0.021	0	1
17	184	iid	RR	same	iid_same	right	2.325	5.238	right	27	4.616	1	0	0.274	0	1
17	199	iid	RR	same	iid_same	right	1.82	6.317	right	40	5.053	-1	1	0.256	0	0
17	109	iid	RL	different	iid_different	right	1.193	2.511	left	6	-2.767	1	0	0.261	0	1
17	115	iid	RL	different	iid_different	right	2.055	3.917	left	16	-5.82	1	0	0.202	0	1
17	98	iid	LR	different	iid_different	left	-0.971	6.212	right	39	8.275	-1	1	0.116	1	1
17	97	iid	LR	different	iid_different	left	-1.346	6.31	right	40	3.058	-1	1	0.27	1	1
17	69	iid	LR	different	iid_different	left	-2.377	3.329	right	11	2.683	-1	1	0.261	1	1
17	161	iid	RR	same	iid_same	right	1.454	3.202	right	10	2.972	1	0	0.158	0	1
17	174	iid	RR	same	iid_same	right	1.157	4.176	right	17	2.95	1	0	0.171	0	1
17	107	iid	RL	different	iid_different	right	2.189	2.964	left	9	-2.592	-1	1	0.261	0	0
17	72	iid	LR	different	iid_different	left	-1.283	4.911	right	24	3.587	-1	1	0.205	1	1
17	88	iid	LR	different	iid_different	left	-1.027	5.533	right	31	3.742	-1	1	0.328	1	1
17	130	iid	RL	different	iid_different	right	1.134	4.973	left	25	-3.726	1	0	0.327	0	1
17	96	iid	LR	different	iid_different	left	-1.995	6.028	right	36	3.041	1	0	0.473	1	0
17	86	iid	LR	different	iid_different	left	-1.405	5.417	right	29	4.991	-1	1	0.361	1	1
17	101	iid	RL	different	iid_different	right	0.806	2.319	left	5	-3.749	1	0	0.2	0	1
17	18	iid	LL	same	iid_same	left	-1.853	3.209	left	10	-4.809	-1	1	0.109	1	1
17	190	iid	RR	same	iid_same	right	2.137	6.102	right	37	2.857	-1	1	0.331	0	0
17	164	iid	RR	same	iid_same	right	2.465	3.163	right	10	5.991	1	0	0.073	0	1
17	144	iid	RL	different	iid_different	right	1.676	6.092	left	37	-6.022	1	0	0.153	0	1
17	148	iid	RL	different	iid_different	right	0.971	6.212	left	39	-8.275	-1	1	0.267	0	0
17	140	iid	RL	different	iid_different	right	2.17	6.546	left	43	-2.644	-1	1	0.299	0	0
17	143	iid	RL	different	iid_different	right	1.486	6.421	left	41	-8.888	-1	1	0.138	0	0
17	56	rdw	LR	different	rdw_different	left	-0.974	2.955	right	9	5.179	-1	1	0.217	0	0
17	37	rdw	LL	same	rdw_same	left	-1.988	5.494	left	30	-5.674	-1	1	0.23	1	1
17	67	rdw	LR	different	rdw_different	left	-1.011	3.712	right	14	2.576	1	0	0.233	0	1
17	79	rdw	LR	different	rdw_different	left	-2.149	4.637	right	22	6.019	1	0	0.195	0	1
17	80	rdw	LR	different	rdw_different	left	-1.134	4.973	right	25	3.726	1	0	0.169	0	1
17	188	rdw	RR	same	rdw_same	right	2.822	5.379	right	29	8.417	1	0	0.229	0	1
17	183	rdw	RR	same	rdw_same	right	2.547	5.207	right	27	4.706	1	0	0.307	0	1
17	10	rdw	LL	same	rdw_same	left	-1.646	3.03	left	9	-6.579	-1	1	0.055	1	1
17	128	rdw	RL	different	rdw_different	right	0.87	4.088	left	17	-2.599	1	0	0.236	1	0
17	62	rdw	LR	different	rdw_different	left	-1.05	3.553	right	13	3.169	-1	1	0.069	0	0
17	65	rdw	LR	different	rdw_different	left	-2.055	3.917	right	16	5.82	1	0	0.238	0	1
17	17	rdw	LL	same	rdw_same	left	-2.376	3.95	left	16	-7.381	-1	1	0.206	1	1
17	133	rdw	RL	different	rdw_different	right	1.014	5.344	left	29	-3.279	-1	1	0.36	1	1
17	195	rdw	RR	same	rdw_same	right	0.81	6.405	right	41	10.068	1	0	0.381	0	1
17	146	rdw	RL	different	rdw_different	right	1.995	6.028	left	36	-3.041	-1	1	0.31	1	1
17	38	rdw	LL	same	rdw_same	left	-2.822	5.379	left	29	-8.417	-1	1	0.124	1	1
17	173	rdw	RR	same	rdw_same	right	2.217	4.012	right	16	3.328	1	0	0.186	0	1
17	149	rdw	RL	different	rdw_different	right	1.186	6.295	left	40	-3.668	-1	1	0.385	1	1
17	93	rdw	LR	different	rdw_different	left	-1.486	6.421	right	41	8.888	1	0	0.369	0	1
17	29	rdw	LL	same	rdw_same	left	-1.621	4.376	left	19	-14.001	-1	1	0.295	1	1
17	0	rdw	LL	same	rdw_same	left	-1.672	2.125	left	5	-3.182	-1	1	0.3435	1	1
17	2	rdw	LL	same	rdw_same	left	-2.413	2.537	left	6	-6.728	-1	1	0.158	1	1
17	122	rdw	RL	different	rdw_different	right	1.283	4.911	left	24	-3.587	1	0	0.373	1	0
17	180	rdw	RR	same	rdw_same	right	1.432	5.195	right	27	7.161	1	0	0.209	0	1
17	95	rdw	LR	different	rdw_different	left	-1.969	6.295	right	40	10.722	1	0	0.342	0	1
17	121	rdw	RL	different	rdw_different	right	1.764	4.73	left	22	-2.728	-1	1	0.3435	1	1
17	185	rdw	RR	same	rdw_same	right	2.32	5.071	right	26	7.877	1	0	0.232	0	1
17	39	rdw	LL	same	rdw_same	left	-2.719	5.571	left	31	-10.583	-1	1	0.177	1	1
17	66	rdw	LR	different	rdw_different	left	-2.091	3.596	right	13	5.348	-1	1	0.231	0	0
17	19	rdw	LL	same	rdw_same	left	-1.394	3.481	left	12	-5.649	1	0	0.326	1	0
17	11	rdw	LL	same	rdw_same	left	-1.454	3.202	left	10	-2.972	-1	1	0.111	1	1
17	45	rdw	LL	same	rdw_same	left	-0.81	6.405	left	41	-10.068	1	0	0.389	1	0
17	41	rdw	LL	same	rdw_same	left	-2.078	6.196	left	38	-11.804	-1	1	0.443	1	1
17	92	rdw	LR	different	rdw_different	left	-1.12	6.035	right	36	5.179	-1	1	0.359	0	0
17	168	rdw	RR	same	rdw_same	right	1.853	3.209	right	10	4.809	1	0	0.071	0	1
17	1	rdw	LL	same	rdw_same	left	-1.432	2.804	left	8	-3.469	1	0	0.118	1	0
17	57	rdw	LR	different	rdw_different	left	-2.189	2.964	right	9	2.592	-1	1	0.014	0	0
17	189	rdw	RR	same	rdw_same	right	2.719	5.571	right	31	10.583	1	0	0.176	0	1
17	151	rdw	RR	same	rdw_same	right	1.432	2.804	right	8	3.469	-1	1	0.554	0	0
17	167	rdw	RR	same	rdw_same	right	2.376	3.95	right	16	7.381	1	0	0.186	0	1
17	116	rdw	RL	different	rdw_different	right	2.091	3.596	left	13	-5.348	-1	1	0.647	1	1
17	138	rdw	RL	different	rdw_different	right	1.027	5.533	left	31	-3.742	-1	1	0.239	1	1
17	155	rdw	RR	same	rdw_same	right	2.123	2.129	right	5	3.169	1	0	0.129	0	1
17	82	rdw	LR	different	rdw_different	left	-0.915	5.411	right	29	4.576	1	0	0.118	0	1
17	160	rdw	RR	same	rdw_same	right	1.646	3.03	right	9	6.579	-1	1	0.263	0	0
17	181	rdw	RR	same	rdw_same	right	2.689	5.667	right	33	13.897	1	0	0.265	0	1
17	171	rdw	RR	same	rdw_same	right	2.081	4.839	right	24	11.931	1	0	0.063	0	1
17	12	rdw	LL	same	rdw_same	left	-1.311	3.437	left	12	-3.281	-1	1	0.179	1	1
17	55	rdw	LR	different	rdw_different	left	-1.076	2.085	right	4	4.474	-1	1	0.236	0	0
17	77	rdw	LR	different	rdw_different	left	-1.239	4.403	right	19	7.711	1	0	0.036	0	1
17	22	rdw	LL	same	rdw_same	left	-1.158	4.684	left	22	-3.138	-1	1	0.205	1	1
17	129	rdw	RL	different	rdw_different	right	2.149	4.637	left	22	-6.019	-1	1	0.411	1	1
17	105	rdw	RL	different	rdw_different	right	1.076	2.085	left	4	-4.474	1	0	0.028	1	0
17	102	rdw	RL	different	rdw_different	right	1.512	2.3	left	5	-5.012	-1	1	0.295	1	1
17	159	rdw	RR	same	rdw_same	right	1.71	2.788	right	8	5.391	1	0	0.097	0	1
17	9	rdw	LL	same	rdw_same	left	-1.71	2.788	left	8	-5.391	1	0	0.066	1	0
17	15	rdw	LL	same	rdw_same	left	-2.085	3.039	left	9	-3.017	-1	1	0.267	1	1
17	150	rdw	RR	same	rdw_same	right	1.672	2.125	right	5	3.182	1	0	0.083	0	1
17	76	rdw	LR	different	rdw_different	left	-1.794	4.732	right	22	6.096	1	0	0.235	0	1
17	119	rdw	RL	different	rdw_different	right	2.377	3.329	left	11	-2.683	1	0	0.099	1	0
17	71	rdw	LR	different	rdw_different	left	-1.764	4.73	right	22	2.728	1	0	0.538	0	1
17	90	rdw	LR	different	rdw_different	left	-2.17	6.546	right	43	2.644	-1	1	0.301	0	0
17	100	rdw	RL	different	rdw_different	right	2.251	2.722	left	8	-3.383	-1	1	0.083	1	1
17	44	rdw	LL	same	rdw_same	left	-1.816	6.152	left	38	-4.335	1	0	0.435	1	0
17	94	rdw	LR	different	rdw_different	left	-1.676	6.092	right	37	6.022	-1	1	0.229	0	0
17	176	rdw	RR	same	rdw_same	right	1.929	4.66	right	22	8.105	1	0	0.308	0	1
17	142	rdw	RL	different	rdw_different	right	1.12	6.035	left	36	-5.179	1	0	0.504	1	0
17	113	rdw	RL	different	rdw_different	right	1.892	3.745	left	14	-4.613	-1	1	0.3435	1	1
17	53	rdw	LR	different	rdw_different	left	-0.961	2.657	right	7	2.843	1	0	0.383	0	1
17	20	rdw	LL	same	rdw_same	left	-2.263	4.205	left	18	-3.056	-1	1	0.43	1	1
17	30	rdw	LL	same	rdw_same	left	-1.432	5.195	left	27	-7.161	-1	1	0.378	1	1
17	114	rdw	RL	different	rdw_different	right	1.583	3.228	left	10	-4.674	-1	1	0.419	1	1
17	172	rdw	RR	same	rdw_same	right	1.158	4.684	right	22	3.138	1	0	0.321	0	1
17	26	rdw	LL	same	rdw_same	left	-1.929	4.66	left	22	-8.105	-1	1	0.273	1	1
17	50	rdw	LR	different	rdw_different	left	-2.251	2.722	right	8	3.383	1	0	0.29	0	1
17	192	rdw	RR	same	rdw_same	right	1.954	6.647	right	44	13.663	-1	1	0.409	0	0
17	179	rdw	RR	same	rdw_same	right	1.621	4.376	right	19	14.001	1	0	0.183	0	1
17	184	rdw	RR	same	rdw_same	right	2.325	5.238	right	27	4.616	1	0	0.309	0	1
17	199	rdw	RR	same	rdw_same	right	1.82	6.317	right	40	5.053	1	0	0.351	0	1
17	109	rdw	RL	different	rdw_different	right	1.193	2.511	left	6	-2.767	-1	1	0.191	1	1
17	115	rdw	RL	different	rdw_different	right	2.055	3.917	left	16	-5.82	-1	1	0.353	1	1
17	98	rdw	LR	different	rdw_different	left	-0.971	6.212	right	39	8.275	1	0	0.351	0	1
17	97	rdw	LR	different	rdw_different	left	-1.346	6.31	right	40	3.058	1	0	0.492	0	1
17	69	rdw	LR	different	rdw_different	left	-2.377	3.329	right	11	2.683	-1	1	0.193	0	0
17	161	rdw	RR	same	rdw_same	right	1.454	3.202	right	10	2.972	1	0	0.42	0	1
17	174	rdw	RR	same	rdw_same	right	1.157	4.176	right	17	2.95	1	0	0.349	0	1
17	107	rdw	RL	different	rdw_different	right	2.189	2.964	left	9	-2.592	-1	1	0.369	1	1
17	72	rdw	LR	different	rdw_different	left	-1.283	4.911	right	24	3.587	1	0	0.618	0	1
17	88	rdw	LR	different	rdw_different	left	-1.027	5.533	right	31	3.742	1	0	0.618	0	1
17	130	rdw	RL	different	rdw_different	right	1.134	4.973	left	25	-3.726	1	0	0.447	1	0
17	96	rdw	LR	different	rdw_different	left	-1.995	6.028	right	36	3.041	1	0	0.478	0	1
17	86	rdw	LR	different	rdw_different	left	-1.405	5.417	right	29	4.991	-1	1	0.3435	0	0
17	101	rdw	RL	different	rdw_different	right	0.806	2.319	left	5	-3.749	-1	1	0.353	1	1
17	18	rdw	LL	same	rdw_same	left	-1.853	3.209	left	10	-4.809	-1	1	0.126	1	1
17	190	rdw	RR	same	rdw_same	right	2.137	6.102	right	37	2.857	-1	1	0.552	0	0
17	164	rdw	RR	same	rdw_same	right	2.465	3.163	right	10	5.991	1	0	0.387	0	1
17	144	rdw	RL	different	rdw_different	right	1.676	6.092	left	37	-6.022	1	0	0.545	1	0
17	148	rdw	RL	different	rdw_different	right	0.971	6.212	left	39	-8.275	-1	1	0.3435	1	1
17	140	rdw	RL	different	rdw_different	right	2.17	6.546	left	43	-2.644	1	0	0.556	1	0
17	143	rdw	RL	different	rdw_different	right	1.486	6.421	left	41	-8.888	-1	1	0.361	1	1
17	169	iid	RR	same	iid_same	right	1.394	3.481	right	12	5.649	-1	1	0.262	0	0
17	25	iid	LL	same	iid_same	left	-1.971	4.243	left	18	-3.981	1	0	0.017	1	0
17	136	iid	RL	different	iid_different	right	1.405	5.417	left	29	-4.991	1	0	0.368	0	1
17	43	iid	LL	same	iid_same	left	-1.762	6.619	left	43	-11.962	-1	1	0.335	1	1
17	137	iid	RL	different	iid_different	right	1.078	5.502	left	30	-5.305	1	0	0.257	0	1
17	46	iid	LL	same	iid_same	left	-1.185	6.479	left	42	-5.232	-1	1	0.396	1	1
17	4	iid	LL	same	iid_same	left	-2.051	2.291	left	5	-3.295	-1	1	0.203	1	1
17	165	iid	RR	same	iid_same	right	2.085	3.039	right	9	3.017	1	0	0.127	0	1
17	54	iid	LR	different	iid_different	left	-1.113	2.948	right	9	2.555	-1	1	0.179	1	1
17	139	iid	RL	different	iid_different	right	0.999	5.404	left	30	-9.09	1	0	0.153	0	1
17	186	iid	RR	same	iid_same	right	1.917	5.864	right	35	11.991	1	0	0.429	0	1
17	8	iid	LL	same	iid_same	left	-1.147	2.092	left	4	-3.873	-1	1	0.106	1	1
17	13	iid	LL	same	iid_same	left	-1.629	3.238	left	11	-7.675	-1	1	0.287	1	1
17	5	iid	LL	same	iid_same	left	-2.123	2.129	left	5	-3.169	-1	1	0.158	1	1
17	33	iid	LL	same	iid_same	left	-2.547	5.207	left	27	-4.706	-1	1	0.341	1	1
17	81	iid	LR	different	iid_different	left	-1.773	5.602	right	31	12.73	1	0	0.268	1	0
17	31	iid	LL	same	iid_same	left	-2.689	5.667	left	33	-13.897	-1	1	0.287	1	1
17	59	iid	LR	different	iid_different	left	-1.193	2.511	right	6	2.767	-1	1	0.312	1	1
17	166	iid	RR	same	iid_same	right	1.331	3.134	right	10	7.001	1	0	0.075	0	1
17	103	iid	RL	different	iid_different	right	0.961	2.657	left	7	-2.843	1	0	0.315	0	1
17	63	iid	LR	different	iid_different	left	-1.892	3.745	right	14	4.613	-1	1	0.169	1	1
17	78	iid	LR	different	iid_different	left	-0.87	4.088	right	17	2.599	-1	1	0.344	1	1
17	108	iid	RL	different	iid_different	right	2.027	2.567	left	7	-4.044	1	0	0.107	0	1
17	124	iid	RL	different	iid_different	right	1.906	4.326	left	19	-4.242	1	0	0.346	0	1
17	194	iid	RR	same	iid_same	right	1.816	6.152	right	38	4.335	1	0	0.4	0	1
17	141	iid	RL	different	iid_different	right	1.575	6.045	left	37	-3.812	-1	1	0.374	0	0
17	197	iid	RR	same	iid_same	right	2.158	6.978	right	49	5.806	1	0	0.405	0	1
17	42	iid	LL	same	iid_same	left	-1.954	6.647	left	44	-13.663	1	0	0.261	1	0
17	152	iid	RR	same	iid_same	right	2.413	2.537	right	6	6.728	1	0	0.265	0	1
17	126	iid	RL	different	iid_different	right	1.794	4.732	left	22	-6.096	-1	1	0.214	0	0
17	40	iid	LL	same	iid_same	left	-2.137	6.102	left	37	-2.857	-1	1	0.339	1	1
17	134	iid	RL	different	iid_different	right	1.581	5.468	left	30	-3.437	1	0	0.359	0	1
17	83	iid	LR	different	iid_different	left	-1.014	5.344	right	29	3.279	-1	1	0.482	1	1
17	14	iid	LL	same	iid_same	left	-2.465	3.163	left	10	-5.991	-1	1	0.202	1	1
17	85	iid	LR	different	iid_different	left	-1.907	4.917	right	24	2.755	-1	1	0.312	1	1
17	175	iid	RR	same	iid_same	right	1.971	4.243	right	18	3.981	1	0	0.292	0	1
17	191	iid	RR	same	iid_same	right	2.078	6.196	right	38	11.804	1	0	0.377	0	1
17	125	iid	RL	different	iid_different	right	1.007	4.726	left	22	-7.396	1	0	0.609	0	1
17	6	iid	LL	same	iid_same	left	-2.375	2.81	left	8	-5.006	-1	1	0.055	1	1
17	147	iid	RL	different	iid_different	right	1.346	6.31	left	40	-3.058	1	0	0.403	0	1
17	24	iid	LL	same	iid_same	left	-1.157	4.176	left	17	-2.95	1	0	0.272	1	0
17	70	iid	LR	different	iid_different	left	-1.926	4.487	right	20	4.387	-1	1	0.341	1	1
17	182	iid	RR	same	iid_same	right	2.179	5.057	right	26	5.865	1	0	0.292	0	1
17	131	iid	RL	different	iid_different	right	1.773	5.602	left	31	-12.73	-1	1	0.261	0	0
17	23	iid	LL	same	iid_same	left	-2.217	4.012	left	16	-3.328	-1	1	0.237	1	1
17	52	iid	LR	different	iid_different	left	-1.512	2.3	right	5	5.012	-1	1	0.147	1	1
17	106	iid	RL	different	iid_different	right	0.974	2.955	left	9	-5.179	1	0	0.084	0	1
17	193	iid	RR	same	iid_same	right	1.762	6.619	right	43	11.962	1	0	0.425	0	1
17	156	iid	RR	same	iid_same	right	2.375	2.81	right	8	5.006	1	0	0.082	0	1
17	99	iid	LR	different	iid_different	left	-1.186	6.295	right	40	3.668	-1	1	0.474	1	1
17	169	rdw	RR	same	rdw_same	right	1.394	3.481	right	12	5.649	1	0	0.345	0	1
17	25	rdw	LL	same	rdw_same	left	-1.971	4.243	left	18	-3.981	-1	1	0.21	1	1
17	136	rdw	RL	different	rdw_different	right	1.405	5.417	left	29	-4.991	-1	1	0.281	1	1
17	43	rdw	LL	same	rdw_same	left	-1.762	6.619	left	43	-11.962	-1	1	0.325	1	1
17	137	rdw	RL	different	rdw_different	right	1.078	5.502	left	30	-5.305	-1	1	0.263	1	1
17	46	rdw	LL	same	rdw_same	left	-1.185	6.479	left	42	-5.232	-1	1	0.39	1	1
17	4	rdw	LL	same	rdw_same	left	-2.051	2.291	left	5	-3.295	-1	1	0.234	1	1
17	165	rdw	RR	same	rdw_same	right	2.085	3.039	right	9	3.017	1	0	0.065	0	1
17	54	rdw	LR	different	rdw_different	left	-1.113	2.948	right	9	2.555	1	0	0.359	0	1
17	139	rdw	RL	different	rdw_different	right	0.999	5.404	left	30	-9.09	-1	1	0.656	1	1
17	186	rdw	RR	same	rdw_same	right	1.917	5.864	right	35	11.991	1	0	0.324	0	1
17	8	rdw	LL	same	rdw_same	left	-1.147	2.092	left	4	-3.873	-1	1	0.282	1	1
17	13	rdw	LL	same	rdw_same	left	-1.629	3.238	left	11	-7.675	-1	1	0.333	1	1
17	5	rdw	LL	same	rdw_same	left	-2.123	2.129	left	5	-3.169	-1	1	0.146	1	1
17	33	rdw	LL	same	rdw_same	left	-2.547	5.207	left	27	-4.706	-1	1	0.522	1	1
17	81	rdw	LR	different	rdw_different	left	-1.773	5.602	right	31	12.73	1	0	0.325	0	1
17	31	rdw	LL	same	rdw_same	left	-2.689	5.667	left	33	-13.897	-1	1	0.322	1	1
17	59	rdw	LR	different	rdw_different	left	-1.193	2.511	right	6	2.767	1	0	0.241	0	1
17	166	rdw	RR	same	rdw_same	right	1.331	3.134	right	10	7.001	1	0	0.212	0	1
17	103	rdw	RL	different	rdw_different	right	0.961	2.657	left	7	-2.843	1	0	0.13	1	0
17	63	rdw	LR	different	rdw_different	left	-1.892	3.745	right	14	4.613	1	0	0.498	0	1
17	78	rdw	LR	different	rdw_different	left	-0.87	4.088	right	17	2.599	-1	1	0.473	0	0
17	108	rdw	RL	different	rdw_different	right	2.027	2.567	left	7	-4.044	-1	1	0.367	1	1
17	124	rdw	RL	different	rdw_different	right	1.906	4.326	left	19	-4.242	-1	1	0.405	1	1
17	194	rdw	RR	same	rdw_same	right	1.816	6.152	right	38	4.335	-1	1	0.3435	0	0
17	141	rdw	RL	different	rdw_different	right	1.575	6.045	left	37	-3.812	-1	1	0.445	1	1
17	197	rdw	RR	same	rdw_same	right	2.158	6.978	right	49	5.806	-1	1	0.461	0	0
17	42	rdw	LL	same	rdw_same	left	-1.954	6.647	left	44	-13.663	-1	1	0.477	1	1
17	152	rdw	RR	same	rdw_same	right	2.413	2.537	right	6	6.728	1	0	0.636	0	1
