# subj	index_traj	path	conditions	condition	cond_sum	mean_side	mean_val	sd	last_visibl_side	f_missing_pos	last_visibl_center_dist[deg]	response	prop_left	RT_s	exept_prop_left_lv	acc_lv
16	95	iid	LR	different	iid_different	left	-1.969	6.295	right	40	10.722	-1	1	0.267	1	1
16	15	iid	LL	same	iid_same	left	-2.085	3.039	left	9	-3.017	-1	1	0.146	1	1
16	30	iid	LL	same	iid_same	left	-1.432	5.195	left	27	-7.161	-1	1	0.591	1	1
16	158	iid	RR	same	iid_same	right	1.147	2.092	right	4	3.873	1	0	0.622	0	1
16	128	iid	RL	different	iid_different	right	0.87	4.088	left	17	-2.599	1	0	0.508	0	1
16	115	iid	RL	different	iid_different	right	2.055	3.917	left	16	-5.82	1	0	0.475	0	1
16	69	iid	LR	different	iid_different	left	-2.377	3.329	right	11	2.683	1	0	0.566	1	0
16	170	iid	RR	same	iid_same	right	2.263	4.205	right	18	3.056	1	0	0.504	0	1
16	174	iid	RR	same	iid_same	right	1.157	4.176	right	17	2.95	1	0	0.613	0	1
16	45	iid	LL	same	iid_same	left	-0.81	6.405	left	41	-10.068	1	0	0.822	1	0
16	66	iid	LR	different	iid_different	left	-2.091	3.596	right	13	5.348	-1	1	0.418	1	1
16	182	iid	RR	same	iid_same	right	2.179	5.057	right	26	5.865	-1	1	0.594	0	0
16	165	iid	RR	same	iid_same	right	2.085	3.039	right	9	3.017	-1	1	0.499	0	0
16	78	iid	LR	different	iid_different	left	-0.87	4.088	right	17	2.599	1	0	0.923	1	0
16	186	iid	RR	same	iid_same	right	1.917	5.864	right	35	11.991	-1	1	0.408	0	0
16	177	iid	RR	same	iid_same	right	2.389	4.145	right	17	3.429	-1	1	0.484	0	0
16	56	iid	LR	different	iid_different	left	-0.974	2.955	right	9	5.179	-1	1	0.462	1	1
16	152	iid	RR	same	iid_same	right	2.413	2.537	right	6	6.728	1	0	0.661	0	1
16	82	iid	LR	different	iid_different	left	-0.915	5.411	right	29	4.576	-1	1	0.831	1	1
16	68	iid	LR	different	iid_different	left	-1.071	3.23	right	10	4.659	1	0	0.397	1	0
16	124	iid	RL	different	iid_different	right	1.906	4.326	left	19	-4.242	-1	1	0.446	0	0
16	16	iid	LL	same	iid_same	left	-1.331	3.134	left	10	-7.001	1	0	0.582	1	0
16	148	iid	RL	different	iid_different	right	0.971	6.212	left	39	-8.275	1	0	0.528	0	1
16	93	iid	LR	different	iid_different	left	-1.486	6.421	right	41	8.888	1	0	0.453	1	0
16	65	iid	LR	different	iid_different	left	-2.055	3.917	right	16	5.82	-1	1	0.385	1	1
16	60	iid	LR	different	iid_different	left	-0.889	3.379	right	11	3.456	-1	1	0.387	1	1
16	84	iid	LR	different	iid_different	left	-1.581	5.468	right	30	3.437	1	0	0.38	1	0
16	67	iid	LR	different	iid_different	left	-1.011	3.712	right	14	2.576	1	0	0.759	1	0
16	125	iid	RL	different	iid_different	right	1.007	4.726	left	22	-7.396	-1	1	0.627	0	0
16	132	iid	RL	different	iid_different	right	0.915	5.411	left	29	-4.576	1	0	0.528	0	1
16	9	iid	LL	same	iid_same	left	-1.71	2.788	left	8	-5.391	1	0	0.489	1	0
16	18	iid	LL	same	iid_same	left	-1.853	3.209	left	10	-4.809	1	0	0.347	1	0
16	55	iid	LR	different	iid_different	left	-1.076	2.085	right	4	4.474	-1	1	0.623	1	1
16	75	iid	LR	different	iid_different	left	-1.007	4.726	right	22	7.396	-1	1	0.732	1	1
16	150	iid	RR	same	iid_same	right	1.672	2.125	right	5	3.182	1	0	0.818	0	1
16	104	iid	RL	different	iid_different	right	1.113	2.948	left	9	-2.555	1	0	0.544	0	1
16	135	iid	RL	different	iid_different	right	1.907	4.917	left	24	-2.755	1	0	0.528	0	1
16	137	iid	RL	different	iid_different	right	1.078	5.502	left	30	-5.305	-1	1	0.579	0	0
16	164	iid	RR	same	iid_same	right	2.465	3.163	right	10	5.991	-1	1	0.524	0	0
16	76	iid	LR	different	iid_different	left	-1.794	4.732	right	22	6.096	1	0	0.39	1	0
16	79	iid	LR	different	iid_different	left	-2.149	4.637	right	22	6.019	1	0	0.418	1	0
16	197	iid	RR	same	iid_same	right	2.158	6.978	right	49	5.806	-1	1	0.528	0	0
16	38	iid	LL	same	iid_same	left	-2.822	5.379	left	29	-8.417	-1	1	0.525	1	1
16	24	iid	LL	same	iid_same	left	-1.157	4.176	left	17	-2.95	1	0	0.543	1	0
16	122	iid	RL	different	iid_different	right	1.283	4.911	left	24	-3.587	-1	1	0.444	0	0
16	195	iid	RR	same	iid_same	right	0.81	6.405	right	41	10.068	-1	1	0.589	0	0
16	29	iid	LL	same	iid_same	left	-1.621	4.376	left	19	-14.001	1	0	1.012	1	0
16	19	iid	LL	same	iid_same	left	-1.394	3.481	left	12	-5.649	-1	1	0.768	1	1
16	143	iid	RL	different	iid_different	right	1.486	6.421	left	41	-8.888	1	0	0.761	0	1
16	86	iid	LR	different	iid_different	left	-1.405	5.417	right	29	4.991	-1	1	0.528	1	1
16	95	rdw	LR	different	rdw_different	left	-1.969	6.295	right	40	10.722	1	0	0.422	0	1
16	15	rdw	LL	same	rdw_same	left	-2.085	3.039	left	9	-3.017	-1	1	0.308	1	1
16	30	rdw	LL	same	rdw_same	left	-1.432	5.195	left	27	-7.161	-1	1	0.673	1	1
