# subj	index_traj	path	conditions	condition	cond_sum	mean_side	mean_val	sd	last_visibl_side	f_missing_pos	last_visibl_center_dist[deg]	response	prop_left	RT_s	exept_prop_left_lv	acc_lv
15	95	iid	LR	different	iid_different	left	-1.969	6.295	right	40	10.722	1	0	0.559	1	0
15	15	iid	LL	same	iid_same	left	-2.085	3.039	left	9	-3.017	-1	1	0.252	1	1
15	30	iid	LL	same	iid_same	left	-1.432	5.195	left	27	-7.161	-1	1	0.496	1	1
15	158	iid	RR	same	iid_same	right	1.147	2.092	right	4	3.873	1	0	0.255	0	1
15	128	iid	RL	different	iid_different	right	0.87	4.088	left	17	-2.599	1	0	0.831	0	1
15	115	iid	RL	different	iid_different	right	2.055	3.917	left	16	-5.82	-1	1	0.347	0	0
15	69	iid	LR	different	iid_different	left	-2.377	3.329	right	11	2.683	-1	1	0.602	1	1
15	170	iid	RR	same	iid_same	right	2.263	4.205	right	18	3.056	1	0	0.594	0	1
15	174	iid	RR	same	iid_same	right	1.157	4.176	right	17	2.95	1	0	0.754	0	1
15	45	iid	LL	same	iid_same	left	-0.81	6.405	left	41	-10.068	-1	1	1.38	1	1
15	66	iid	LR	different	iid_different	left	-2.091	3.596	right	13	5.348	1	0	0.611	1	0
15	182	iid	RR	same	iid_same	right	2.179	5.057	right	26	5.865	1	0	0.418	0	1
15	165	iid	RR	same	iid_same	right	2.085	3.039	right	9	3.017	1	0	0.053	0	1
15	78	iid	LR	different	iid_different	left	-0.87	4.088	right	17	2.599	-1	1	0.546	1	1
15	186	iid	RR	same	iid_same	right	1.917	5.864	right	35	11.991	1	0	0.65	0	1
15	177	iid	RR	same	iid_same	right	2.389	4.145	right	17	3.429	1	0	0.473	0	1
15	56	iid	LR	different	iid_different	left	-0.974	2.955	right	9	5.179	-1	1	0.918	1	1
15	152	iid	RR	same	iid_same	right	2.413	2.537	right	6	6.728	1	0	1.09	0	1
15	82	iid	LR	different	iid_different	left	-0.915	5.411	right	29	4.576	1	0	0.856	1	0
15	68	iid	LR	different	iid_different	left	-1.071	3.23	right	10	4.659	-1	1	0.142	1	1
15	124	iid	RL	different	iid_different	right	1.906	4.326	left	19	-4.242	1	0	0.538	0	1
15	16	iid	LL	same	iid_same	left	-1.331	3.134	left	10	-7.001	-1	1	0.575	1	1
15	148	iid	RL	different	iid_different	right	0.971	6.212	left	39	-8.275	1	0	1.183	0	1
15	93	iid	LR	different	iid_different	left	-1.486	6.421	right	41	8.888	-1	1	0.997	1	1
15	65	iid	LR	different	iid_different	left	-2.055	3.917	right	16	5.82	-1	1	0.65	1	1
15	60	iid	LR	different	iid_different	left	-0.889	3.379	right	11	3.456	-1	1	1.566	1	1
15	84	iid	LR	different	iid_different	left	-1.581	5.468	right	30	3.437	-1	1	0.562	1	1
15	67	iid	LR	different	iid_different	left	-1.011	3.712	right	14	2.576	1	0	0.974	1	0
15	125	iid	RL	different	iid_different	right	1.007	4.726	left	22	-7.396	1	0	0.817	0	1
15	132	iid	RL	different	iid_different	right	0.915	5.411	left	29	-4.576	-1	1	0.65	0	0
15	9	iid	LL	same	iid_same	left	-1.71	2.788	left	8	-5.391	-1	1	0.65	1	1
15	18	iid	LL	same	iid_same	left	-1.853	3.209	left	10	-4.809	-1	1	0.561	1	1
15	55	iid	LR	different	iid_different	left	-1.076	2.085	right	4	4.474	-1	1	1.286	1	1
15	75	iid	LR	different	iid_different	left	-1.007	4.726	right	22	7.396	-1	1	0.645	1	1
15	150	iid	RR	same	iid_same	right	1.672	2.125	right	5	3.182	1	0	0.296	0	1
15	104	iid	RL	different	iid_different	right	1.113	2.948	left	9	-2.555	1	0	0.517	0	1
15	135	iid	RL	different	iid_different	right	1.907	4.917	left	24	-2.755	1	0	0.469	0	1
15	137	iid	RL	different	iid_different	right	1.078	5.502	left	30	-5.305	1	0	0.5	0	1
15	164	iid	RR	same	iid_same	right	2.465	3.163	right	10	5.991	1	0	0.3	0	1
15	76	iid	LR	different	iid_different	left	-1.794	4.732	right	22	6.096	1	0	0.873	1	0
15	79	iid	LR	different	iid_different	left	-2.149	4.637	right	22	6.019	-1	1	1.554	1	1
15	197	iid	RR	same	iid_same	right	2.158	6.978	right	49	5.806	1	0	1.117	0	1
15	38	iid	LL	same	iid_same	left	-2.822	5.379	left	29	-8.417	-1	1	0.587	1	1
