# subj	index_traj	path	conditions	condition	cond_sum	mean_side	mean_val	sd	last_visibl_side	f_missing_pos	last_visibl_center_dist[deg]	response	prop_left	RT_s	acc_lv	same_side_as_lv	same_side_as_ms
12	52	rdw	LR	different	rdw_different	left	-1.512	2.3	right	5	5.012	1	0	0.181	1	1	0
12	106	rdw	RL	different	rdw_different	right	0.974	2.955	left	9	-5.179	-1	1	0.254	1	1	0
12	193	rdw	RR	same	rdw_same	right	1.762	6.619	right	43	11.962	1	0	0.483	1	1	1
12	49	rdw	LL	same	rdw_same	left	-1.82	6.317	left	40	-5.053	-1	1	0.649	1	1	1
12	21	rdw	LL	same	rdw_same	left	-2.081	4.839	left	24	-11.931	-1	1	0.5	1	1	1
12	198	rdw	RR	same	rdw_same	right	2.101	6.227	right	39	4.733	1	0	0.414	1	1	1
12	58	rdw	LR	different	rdw_different	left	-2.027	2.567	right	7	4.044	1	0	0.304	1	1	0
12	145	rdw	RL	different	rdw_different	right	1.969	6.295	left	40	-10.722	-1	1	0.571	1	1	0
12	51	rdw	LR	different	rdw_different	left	-0.806	2.319	right	5	3.749	1	0	0.357	1	1	0
12	187	rdw	RR	same	rdw_same	right	1.988	5.494	right	30	5.674	1	0	0.517	1	1	1
12	91	rdw	LR	different	rdw_different	left	-1.575	6.045	right	37	3.812	1	0	0.587	1	1	0
12	110	rdw	RL	different	rdw_different	right	0.889	3.379	left	11	-3.456	-1	1	0.471	1	1	0
12	23	rdw	LL	same	rdw_same	left	-2.217	4.012	left	16	-3.328	-1	1	0.306	1	1	1
12	87	rdw	LR	different	rdw_different	left	-1.078	5.502	right	30	5.305	1	0	0.421	1	1	0
12	158	rdw	RR	same	rdw_same	right	1.147	2.092	right	4	3.873	1	0	0.553	1	1	1
12	16	rdw	LL	same	rdw_same	left	-1.331	3.134	left	10	-7.001	-1	1	0.318	1	1	1
12	131	rdw	RL	different	rdw_different	right	1.773	5.602	left	31	-12.73	-1	1	0.535	1	1	0
12	175	rdw	RR	same	rdw_same	right	1.971	4.243	right	18	3.981	1	0	0.378	1	1	1
12	70	rdw	LR	different	rdw_different	left	-1.926	4.487	right	20	4.387	1	0	0.377	1	1	0
12	35	rdw	LL	same	rdw_same	left	-2.32	5.071	left	26	-7.877	-1	1	0.425	1	1	1
12	42	rdw	LL	same	rdw_same	left	-1.954	6.647	left	44	-13.663	-1	1	0.459	1	1	1
12	197	rdw	RR	same	rdw_same	right	2.158	6.978	right	49	5.806	-1	1	0.498	0	0	0
12	152	rdw	RR	same	rdw_same	right	2.413	2.537	right	6	6.728	1	0	0.251	1	1	1
12	126	rdw	RL	different	rdw_different	right	1.794	4.732	left	22	-6.096	-1	1	0.337	1	1	0
