# subj	index_traj	path	conditions	condition	cond_sum	mean_side	mean_val	sd	last_visibl_side	f_missing_pos	last_visibl_center_dist[deg]	response	prop_left	RT_s	acc_lv	same_side_as_lv	same_side_as_ms
8	143	iid	RL	different	iid_different	right	1.486	6.421	left	41	-8.888	-1	1	0.39	0	1	0
8	119	iid	RL	different	iid_different	right	2.377	3.329	left	11	-2.683	1	0	0.247	1	0	1
8	71	iid	LR	different	iid_different	left	-1.764	4.73	right	22	2.728	-1	1	0.304	1	0	1
8	90	iid	LR	different	iid_different	left	-2.17	6.546	right	43	2.644	-1	1	0.517	1	0	1
8	100	iid	RL	different	iid_different	right	2.251	2.722	left	8	-3.383	1	0	0.141	1	0	1
8	44	iid	LL	same	iid_same	left	-1.816	6.152	left	38	-4.335	-1	1	0.412	1	1	1
8	94	iid	LR	different	iid_different	left	-1.676	6.092	right	37	6.022	-1	1	0.433	1	0	1
8	176	iid	RR	same	iid_same	right	1.929	4.66	right	22	8.105	-1	1	0.332	0	0	0
8	142	iid	RL	different	iid_different	right	1.12	6.035	left	36	-5.179	-1	1	0.343	0	1	0
8	113	iid	RL	different	iid_different	right	1.892	3.745	left	14	-4.613	1	0	0.204	1	0	1
8	53	iid	LR	different	iid_different	left	-0.961	2.657	right	7	2.843	-1	1	0.169	1	0	1
8	20	iid	LL	same	iid_same	left	-2.263	4.205	left	18	-3.056	-1	1	0.281	1	1	1
8	30	iid	LL	same	iid_same	left	-1.432	5.195	left	27	-7.161	-1	1	0.363	1	1	1
8	114	iid	RL	different	iid_different	right	1.583	3.228	left	10	-4.674	1	0	0.256	1	0	1
8	172	iid	RR	same	iid_same	right	1.158	4.684	right	22	3.138	1	0	0.41	1	1	1
8	26	iid	LL	same	iid_same	left	-1.929	4.66	left	22	-8.105	-1	1	0.395	1	1	1
8	50	iid	LR	different	iid_different	left	-2.251	2.722	right	8	3.383	-1	1	0.142	1	0	1
8	192	iid	RR	same	iid_same	right	1.954	6.647	right	44	13.663	1	0	0.475	1	1	1
8	179	iid	RR	same	iid_same	right	1.621	4.376	right	19	14.001	1	0	0.203	1	1	1
8	184	iid	RR	same	iid_same	right	2.325	5.238	right	27	4.616	-1	1	0.385	0	0	0
8	199	iid	RR	same	iid_same	right	1.82	6.317	right	40	5.053	-1	1	0.427	0	0	0
8	109	iid	RL	different	iid_different	right	1.193	2.511	left	6	-2.767	1	0	0.308	1	0	1
8	115	iid	RL	different	iid_different	right	2.055	3.917	left	16	-5.82	1	0	0.398	1	0	1
8	98	iid	LR	different	iid_different	left	-0.971	6.212	right	39	8.275	-1	1	0.486	1	0	1
8	97	iid	LR	different	iid_different	left	-1.346	6.31	right	40	3.058	-1	1	0.3095	1	0	1
8	69	iid	LR	different	iid_different	left	-2.377	3.329	right	11	2.683	-1	1	0.092	1	0	1
8	161	iid	RR	same	iid_same	right	1.454	3.202	right	10	2.972	1	0	0.264	1	1	1
8	174	iid	RR	same	iid_same	right	1.157	4.176	right	17	2.95	-1	1	0.328	0	0	0
8	76	iid	LR	different	iid_different	left	-1.794	4.732	right	22	6.096	-1	1	0.425	1	0	1
8	107	iid	RL	different	iid_different	right	2.189	2.964	left	9	-2.592	1	0	0.24	1	0	1
8	150	iid	RR	same	iid_same	right	1.672	2.125	right	5	3.182	1	0	0.228	1	1	1
8	9	iid	LL	same	iid_same	left	-1.71	2.788	left	8	-5.391	-1	1	0.26	1	1	1
8	60	iid	LR	different	iid_different	left	-0.889	3.379	right	11	3.456	-1	1	0.253	1	0	1
8	112	iid	RL	different	iid_different	right	1.05	3.553	left	13	-3.169	1	0	0.258	1	0	1
8	73	iid	LR	different	iid_different	left	-2.056	4.699	right	22	3.118	-1	1	0.297	1	0	1
8	162	iid	RR	same	iid_same	right	1.311	3.437	right	12	3.281	1	0	0.163	1	1	1
8	48	iid	LL	same	iid_same	left	-2.101	6.227	left	39	-4.733	-1	1	0.458	1	1	1
8	120	iid	RL	different	iid_different	right	1.926	4.487	left	20	-4.387	1	0	0.257	1	0	1
8	28	iid	LL	same	iid_same	left	-1.983	4.508	left	20	-4.197	-1	1	0.24	1	1	1
8	170	iid	RR	same	iid_same	right	2.263	4.205	right	18	3.056	1	0	0.193	1	1	1
8	135	iid	RL	different	iid_different	right	1.907	4.917	left	24	-2.755	1	0	0.225	1	0	1
8	61	iid	LR	different	iid_different	left	-0.973	3.878	right	15	2.704	-1	1	0.079	1	0	1
8	47	iid	LL	same	iid_same	left	-2.158	6.978	left	49	-5.806	-1	1	0.432	1	1	1
8	104	iid	RL	different	iid_different	right	1.113	2.948	left	9	-2.555	1	0	0.329	1	0	1
8	3	iid	LL	same	iid_same	left	-1.229	2.32	left	5	-4.069	-1	1	0.147	1	1	1
8	153	iid	RR	same	iid_same	right	1.229	2.32	right	5	4.069	1	0	0.219	1	1	1
8	157	iid	RR	same	iid_same	right	2.172	2.398	right	6	6.377	1	0	0.32	1	1	1
8	118	iid	RL	different	iid_different	right	1.071	3.23	left	10	-4.659	-1	1	0.378	0	1	0
8	154	iid	RR	same	iid_same	right	2.051	2.291	right	5	3.295	1	0	0.152	1	1	1
8	196	iid	RR	same	iid_same	right	1.185	6.479	right	42	5.232	-1	1	0.4	0	0	0
8	74	iid	LR	different	iid_different	left	-1.906	4.326	right	19	4.242	-1	1	0.292	1	0	1
8	27	iid	LL	same	iid_same	left	-2.389	4.145	left	17	-3.429	-1	1	0.321	1	1	1
8	7	iid	LL	same	iid_same	left	-2.172	2.398	left	6	-6.377	-1	1	0.2	1	1	1
8	163	iid	RR	same	iid_same	right	1.629	3.238	right	11	7.675	1	0	0.421	1	1	1
8	22	iid	LL	same	iid_same	left	-1.158	4.684	left	22	-3.138	-1	1	0.28	1	1	1
8	129	iid	RL	different	iid_different	right	2.149	4.637	left	22	-6.019	1	0	0.189	1	0	1
8	105	iid	RL	different	iid_different	right	1.076	2.085	left	4	-4.474	1	0	0.188	1	0	1
8	102	iid	RL	different	iid_different	right	1.512	2.3	left	5	-5.012	-1	1	0.273	0	1	0
8	159	iid	RR	same	iid_same	right	1.71	2.788	right	8	5.391	-1	1	0.388	0	0	0
8	15	iid	LL	same	iid_same	left	-2.085	3.039	left	9	-3.017	-1	1	0.235	1	1	1
8	72	iid	LR	different	iid_different	left	-1.283	4.911	right	24	3.587	1	0	0.411	0	1	0
8	88	iid	LR	different	iid_different	left	-1.027	5.533	right	31	3.742	-1	1	0.41	1	0	1
8	130	iid	RL	different	iid_different	right	1.134	4.973	left	25	-3.726	1	0	0.354	1	0	1
8	124	iid	RL	different	iid_different	right	1.906	4.326	left	19	-4.242	1	0	0.255	1	0	1
8	194	iid	RR	same	iid_same	right	1.816	6.152	right	38	4.335	1	0	0.356	1	1	1
8	141	iid	RL	different	iid_different	right	1.575	6.045	left	37	-3.812	1	0	0.413	1	0	1
8	197	iid	RR	same	iid_same	right	2.158	6.978	right	49	5.806	1	0	0.417	1	1	1
8	42	iid	LL	same	iid_same	left	-1.954	6.647	left	44	-13.663	-1	1	0.293	1	1	1
8	152	iid	RR	same	iid_same	right	2.413	2.537	right	6	6.728	1	0	0.3095	1	1	1
8	126	iid	RL	different	iid_different	right	1.794	4.732	left	22	-6.096	1	0	0.323	1	0	1
8	40	iid	LL	same	iid_same	left	-2.137	6.102	left	37	-2.857	1	0	0.508	0	0	0
8	134	iid	RL	different	iid_different	right	1.581	5.468	left	30	-3.437	1	0	0.298	1	0	1
8	83	iid	LR	different	iid_different	left	-1.014	5.344	right	29	3.279	1	0	0.26	0	1	0
8	14	iid	LL	same	iid_same	left	-2.465	3.163	left	10	-5.991	-1	1	0.206	1	1	1
8	85	iid	LR	different	iid_different	left	-1.907	4.917	right	24	2.755	1	0	0.246	0	1	0
8	175	iid	RR	same	iid_same	right	1.971	4.243	right	18	3.981	1	0	0.234	1	1	1
8	191	iid	RR	same	iid_same	right	2.078	6.196	right	38	11.804	1	0	0.343	1	1	1
8	125	iid	RL	different	iid_different	right	1.007	4.726	left	22	-7.396	1	0	0.321	1	0	1
8	6	iid	LL	same	iid_same	left	-2.375	2.81	left	8	-5.006	1	0	0.221	0	0	0
8	147	iid	RL	different	iid_different	right	1.346	6.31	left	40	-3.058	1	0	0.572	1	0	1
8	24	iid	LL	same	iid_same	left	-1.157	4.176	left	17	-2.95	-1	1	0.513	1	1	1
8	70	iid	LR	different	iid_different	left	-1.926	4.487	right	20	4.387	-1	1	0.314	1	0	1
8	182	iid	RR	same	iid_same	right	2.179	5.057	right	26	5.865	1	0	0.305	1	1	1
8	131	iid	RL	different	iid_different	right	1.773	5.602	left	31	-12.73	-1	1	0.328	0	1	0
8	23	iid	LL	same	iid_same	left	-2.217	4.012	left	16	-3.328	-1	1	0.072	1	1	1
8	52	iid	LR	different	iid_different	left	-1.512	2.3	right	5	5.012	-1	1	0.139	1	0	1
8	106	iid	RL	different	iid_different	right	0.974	2.955	left	9	-5.179	-1	1	0.305	0	1	0
8	193	iid	RR	same	iid_same	right	1.762	6.619	right	43	11.962	1	0	0.496	1	1	1
8	156	iid	RR	same	iid_same	right	2.375	2.81	right	8	5.006	1	0	0.236	1	1	1
8	99	iid	LR	different	iid_different	left	-1.186	6.295	right	40	3.668	-1	1	0.536	1	0	1
8	108	iid	RL	different	iid_different	right	2.027	2.567	left	7	-4.044	1	0	0.15	1	0	1
8	78	iid	LR	different	iid_different	left	-0.87	4.088	right	17	2.599	-1	1	0.299	1	0	1
8	63	iid	LR	different	iid_different	left	-1.892	3.745	right	14	4.613	-1	1	0.224	1	0	1
8	103	iid	RL	different	iid_different	right	0.961	2.657	left	7	-2.843	1	0	0.227	1	0	1
8	96	iid	LR	different	iid_different	left	-1.995	6.028	right	36	3.041	-1	1	0.461	1	0	1
8	86	iid	LR	different	iid_different	left	-1.405	5.417	right	29	4.991	-1	1	0.381	1	0	1
8	101	iid	RL	different	iid_different	right	0.806	2.319	left	5	-3.749	-1	1	0.187	0	1	0
8	18	iid	LL	same	iid_same	left	-1.853	3.209	left	10	-4.809	-1	1	0.198	1	1	1
8	190	iid	RR	same	iid_same	right	2.137	6.102	right	37	2.857	-1	1	0.30874999999999997	0	0	0
8	164	iid	RR	same	iid_same	right	2.465	3.163	right	10	5.991	1	0	0.318	1	1	1
8	144	iid	RL	different	iid_different	right	1.676	6.092	left	37	-6.022	-1	1	0.392	0	1	0
8	148	iid	RL	different	iid_different	right	0.971	6.212	left	39	-8.275	-1	1	0.433	0	1	0
8	140	iid	RL	different	iid_different	right	2.17	6.546	left	43	-2.644	-1	1	0.582	0	1	0
8	169	iid	RR	same	iid_same	right	1.394	3.481	right	12	5.649	1	0	0.232	1	1	1
8	25	iid	LL	same	iid_same	left	-1.971	4.243	left	18	-3.981	-1	1	0.118	1	1	1
8	136	iid	RL	different	iid_different	right	1.405	5.417	left	29	-4.991	1	0	0.15	1	0	1
8	43	iid	LL	same	iid_same	left	-1.762	6.619	left	43	-11.962	-1	1	0.357	1	1	1
8	32	iid	LL	same	iid_same	left	-2.179	5.057	left	26	-5.865	-1	1	0.305	1	1	1
8	137	iid	RL	different	iid_different	right	1.078	5.502	left	30	-5.305	1	0	0.188	1	0	1
8	4	iid	LL	same	iid_same	left	-2.051	2.291	left	5	-3.295	-1	1	0.097	1	1	1
8	165	iid	RR	same	iid_same	right	2.085	3.039	right	9	3.017	1	0	0.296	1	1	1
8	54	iid	LR	different	iid_different	left	-1.113	2.948	right	9	2.555	-1	1	0.28	1	0	1
8	139	iid	RL	different	iid_different	right	0.999	5.404	left	30	-9.09	1	0	0.471	1	0	1
8	186	iid	RR	same	iid_same	right	1.917	5.864	right	35	11.991	1	0	0.38	1	1	1
8	8	iid	LL	same	iid_same	left	-1.147	2.092	left	4	-3.873	-1	1	0.254	1	1	1
8	13	iid	LL	same	iid_same	left	-1.629	3.238	left	11	-7.675	-1	1	0.293	1	1	1
8	5	iid	LL	same	iid_same	left	-2.123	2.129	left	5	-3.169	-1	1	0.255	1	1	1
8	33	iid	LL	same	iid_same	left	-2.547	5.207	left	27	-4.706	-1	1	0.406	1	1	1
8	81	iid	LR	different	iid_different	left	-1.773	5.602	right	31	12.73	-1	1	0.442	1	0	1
8	31	iid	LL	same	iid_same	left	-2.689	5.667	left	33	-13.897	-1	1	0.46	1	1	1
8	59	iid	LR	different	iid_different	left	-1.193	2.511	right	6	2.767	-1	1	0.236	1	0	1
