# subj	index_traj	path	conditions	condition	cond_sum	mean_side	mean_val	sd	last_visibl_side	f_missing_pos	last_visibl_center_dist[deg]	response	prop_left	RT_s	acc_lv	same_side_as_lv	same_side_as_ms
18	56	iid	LR	different	iid_different	left	-0.974	2.955	right	9	5.179	-1	1	0.101	1	0	1
18	68	iid	LR	different	iid_different	left	-1.071	3.23	right	10	4.659	1	0	0.323	0	1	0
18	64	iid	LR	different	iid_different	left	-1.583	3.228	right	10	4.674	1	0	0.261	0	1	0
18	49	iid	LL	same	iid_same	left	-1.82	6.317	left	40	-5.053	1	0	0.474	0	0	0
18	21	iid	LL	same	iid_same	left	-2.081	4.839	left	24	-11.931	-1	1	0.429	1	1	1
18	58	iid	LR	different	iid_different	left	-2.027	2.567	right	7	4.044	-1	1	0.325	1	0	1
18	16	iid	LL	same	iid_same	left	-1.331	3.134	left	10	-7.001	1	0	0.327	0	0	0
18	51	iid	LR	different	iid_different	left	-0.806	2.319	right	5	3.749	-1	1	0.389	1	0	1
18	145	iid	RL	different	iid_different	right	1.969	6.295	left	40	-10.722	-1	1	0.261	0	1	0
18	187	iid	RR	same	iid_same	right	1.988	5.494	right	30	5.674	1	0	0.364	1	1	1
18	91	iid	LR	different	iid_different	left	-1.575	6.045	right	37	3.812	-1	1	0.559	1	0	1
18	110	iid	RL	different	iid_different	right	0.889	3.379	left	11	-3.456	-1	1	0.342	0	1	0
18	158	iid	RR	same	iid_same	right	1.147	2.092	right	4	3.873	-1	1	0.279	0	0	0
18	87	iid	LR	different	iid_different	left	-1.078	5.502	right	30	5.305	-1	1	0.524	1	0	1
18	198	iid	RR	same	iid_same	right	2.101	6.227	right	39	4.733	1	0	0.452	1	1	1
18	35	iid	LL	same	iid_same	left	-2.32	5.071	left	26	-7.877	-1	1	0.437	1	1	1
18	127	iid	RL	different	iid_different	right	1.239	4.403	left	19	-7.711	1	0	0.4	1	0	1
18	178	iid	RR	same	iid_same	right	1.983	4.508	right	20	4.197	1	0	0.345	1	1	1
18	123	iid	RL	different	iid_different	right	2.056	4.699	left	22	-3.118	1	0	0.29	1	0	1
18	89	iid	LR	different	iid_different	left	-0.999	5.404	right	30	9.09	1	0	0.393	0	1	0
18	111	iid	RL	different	iid_different	right	0.973	3.878	left	15	-2.704	1	0	0.305	1	0	1
18	34	iid	LL	same	iid_same	left	-2.325	5.238	left	27	-4.616	-1	1	0.287	1	1	1
18	194	iid	RR	same	iid_same	right	1.816	6.152	right	38	4.335	1	0	0.4	1	1	1
18	75	iid	LR	different	iid_different	left	-1.007	4.726	right	22	7.396	-1	1	0.178	1	0	1
18	141	iid	RL	different	iid_different	right	1.575	6.045	left	37	-3.812	-1	1	0.374	0	1	0
18	42	iid	LL	same	iid_same	left	-1.954	6.647	left	44	-13.663	1	0	0.261	0	0	0
18	156	iid	RR	same	iid_same	right	2.375	2.81	right	8	5.006	1	0	0.082	1	1	1
18	193	iid	RR	same	iid_same	right	1.762	6.619	right	43	11.962	1	0	0.425	1	1	1
18	106	iid	RL	different	iid_different	right	0.974	2.955	left	9	-5.179	1	0	0.084	1	0	1
