# subj	index_traj	path	conditions	condition	cond_sum	mean_side	mean_val	sd	last_visibl_side	f_missing_pos	last_visibl_center_dist[deg]	response	prop_left	RT_s	acc_lv	same_side_as_lv	same_side_as_ms
6	7	rdw	LL	same	rdw_same	left	-2.172	2.398	left	6	-6.377	-1	1	0.335	1	1	1
6	34	rdw	LL	same	rdw_same	left	-2.325	5.238	left	27	-4.616	-1	1	0.844	1	1	1
6	80	rdw	LR	different	rdw_different	left	-1.134	4.973	right	25	3.726	1	0	0.5075000000000001	1	1	0
6	49	rdw	LL	same	rdw_same	left	-1.82	6.317	left	40	-5.053	1	0	0.5075000000000001	0	0	0
6	185	rdw	RR	same	rdw_same	right	2.32	5.071	right	26	7.877	1	0	0.483	1	1	1
6	178	rdw	RR	same	rdw_same	right	1.983	4.508	right	20	4.197	1	0	0.409	1	1	1
6	180	rdw	RR	same	rdw_same	right	1.432	5.195	right	27	7.161	1	0	0.497	1	1	1
6	133	rdw	RL	different	rdw_different	right	1.014	5.344	left	29	-3.279	1	0	0.5075000000000001	0	0	1
6	53	rdw	LR	different	rdw_different	left	-0.961	2.657	right	7	2.843	1	0	0.441	1	1	0
6	105	rdw	RL	different	rdw_different	right	1.076	2.085	left	4	-4.474	-1	1	0.477	1	1	0
6	184	rdw	RR	same	rdw_same	right	2.325	5.238	right	27	4.616	1	0	0.557	1	1	1
6	138	rdw	RL	different	rdw_different	right	1.027	5.533	left	31	-3.742	-1	1	0.5	1	1	0
6	43	rdw	LL	same	rdw_same	left	-1.762	6.619	left	43	-11.962	-1	1	0.89	1	1	1
6	154	rdw	RR	same	rdw_same	right	2.051	2.291	right	5	3.295	1	0	0.275	1	1	1
6	94	rdw	LR	different	rdw_different	left	-1.676	6.092	right	37	6.022	-1	1	0.5075000000000001	0	0	1
6	47	rdw	LL	same	rdw_same	left	-2.158	6.978	left	49	-5.806	-1	1	0.5075000000000001	1	1	1
6	168	rdw	RR	same	rdw_same	right	1.853	3.209	right	10	4.809	1	0	0.33	1	1	1
6	39	rdw	LL	same	rdw_same	left	-2.719	5.571	left	31	-10.583	-1	1	0.462	1	1	1
6	81	rdw	LR	different	rdw_different	left	-1.773	5.602	right	31	12.73	1	0	0.459	1	1	0
6	147	rdw	RL	different	rdw_different	right	1.346	6.31	left	40	-3.058	1	0	0.898	0	0	1
6	3	rdw	LL	same	rdw_same	left	-1.229	2.32	left	5	-4.069	-1	1	0.265	1	1	1
6	110	rdw	RL	different	rdw_different	right	0.889	3.379	left	11	-3.456	-1	1	0.34	1	1	0
6	91	rdw	LR	different	rdw_different	left	-1.575	6.045	right	37	3.812	1	0	0.768	1	1	0
6	83	rdw	LR	different	rdw_different	left	-1.014	5.344	right	29	3.279	1	0	0.718	1	1	0
6	48	rdw	LL	same	rdw_same	left	-2.101	6.227	left	39	-4.733	1	0	0.50725	0	0	0
6	58	rdw	LR	different	rdw_different	left	-2.027	2.567	right	7	4.044	1	0	0.632	1	1	0
6	196	rdw	RR	same	rdw_same	right	1.185	6.479	right	42	5.232	1	0	0.615	1	1	1
6	50	rdw	LR	different	rdw_different	left	-2.251	2.722	right	8	3.383	1	0	0.61	1	1	0
6	107	rdw	RL	different	rdw_different	right	2.189	2.964	left	9	-2.592	-1	1	0.778	1	1	0
6	54	rdw	LR	different	rdw_different	left	-1.113	2.948	right	9	2.555	1	0	0.729	1	1	0
6	63	rdw	LR	different	rdw_different	left	-1.892	3.745	right	14	4.613	1	0	0.485	1	1	0
6	183	rdw	RR	same	rdw_same	right	2.547	5.207	right	27	4.706	1	0	0.659	1	1	1
6	167	rdw	RR	same	rdw_same	right	2.376	3.95	right	16	7.381	1	0	0.319	1	1	1
6	134	rdw	RL	different	rdw_different	right	1.581	5.468	left	30	-3.437	-1	1	0.517	1	1	0
6	88	rdw	LR	different	rdw_different	left	-1.027	5.533	right	31	3.742	1	0	0.684	1	1	0
6	175	rdw	RR	same	rdw_same	right	1.971	4.243	right	18	3.981	1	0	0.282	1	1	1
6	17	rdw	LL	same	rdw_same	left	-2.376	3.95	left	16	-7.381	-1	1	0.238	1	1	1
6	131	rdw	RL	different	rdw_different	right	1.773	5.602	left	31	-12.73	-1	1	0.367	1	1	0
6	171	rdw	RR	same	rdw_same	right	2.081	4.839	right	24	11.931	1	0	0.27	1	1	1
6	59	rdw	LR	different	rdw_different	left	-1.193	2.511	right	6	2.767	1	0	0.316	1	1	0
6	13	rdw	LL	same	rdw_same	left	-1.629	3.238	left	11	-7.675	-1	1	0.43	1	1	1
6	8	rdw	LL	same	rdw_same	left	-1.147	2.092	left	4	-3.873	-1	1	0.33	1	1	1
6	89	rdw	LR	different	rdw_different	left	-0.999	5.404	right	30	9.09	1	0	0.368	1	1	0
6	181	rdw	RR	same	rdw_same	right	2.689	5.667	right	33	13.897	1	0	0.5075000000000001	1	1	1
6	176	rdw	RR	same	rdw_same	right	1.929	4.66	right	22	8.105	1	0	0.356	1	1	1
6	23	rdw	LL	same	rdw_same	left	-2.217	4.012	left	16	-3.328	-1	1	0.348	1	1	1
6	72	rdw	LR	different	rdw_different	left	-1.283	4.911	right	24	3.587	1	0	0.384	1	1	0
6	92	rdw	LR	different	rdw_different	left	-1.12	6.035	right	36	5.179	1	0	0.50725	1	1	0
6	21	rdw	LL	same	rdw_same	left	-2.081	4.839	left	24	-11.931	-1	1	0.438	1	1	1
6	160	rdw	RR	same	rdw_same	right	1.646	3.03	right	9	6.579	1	0	0.422	1	1	1
6	14	rdw	LL	same	rdw_same	left	-2.465	3.163	left	10	-5.991	-1	1	0.327	1	1	1
6	106	rdw	RL	different	rdw_different	right	0.974	2.955	left	9	-5.179	-1	1	0.283	1	1	0
6	71	rdw	LR	different	rdw_different	left	-1.764	4.73	right	22	2.728	1	0	0.441	1	1	0
6	188	rdw	RR	same	rdw_same	right	2.822	5.379	right	29	8.417	1	0	0.381	1	1	1
6	20	rdw	LL	same	rdw_same	left	-2.263	4.205	left	18	-3.056	-1	1	0.545	1	1	1
6	199	rdw	RR	same	rdw_same	right	1.82	6.317	right	40	5.053	1	0	0.421	1	1	1
6	121	rdw	RL	different	rdw_different	right	1.764	4.73	left	22	-2.728	-1	1	0.469	1	1	0
6	74	rdw	LR	different	rdw_different	left	-1.906	4.326	right	19	4.242	1	0	0.521	1	1	0
6	87	rdw	LR	different	rdw_different	left	-1.078	5.502	right	30	5.305	1	0	0.509	1	1	0
6	116	rdw	RL	different	rdw_different	right	2.091	3.596	left	13	-5.348	-1	1	0.645	1	1	0
6	57	rdw	LR	different	rdw_different	left	-2.189	2.964	right	9	2.592	1	0	0.384	1	1	0
6	99	rdw	LR	different	rdw_different	left	-1.186	6.295	right	40	3.668	-1	1	0.50725	0	0	1
6	151	rdw	RR	same	rdw_same	right	1.432	2.804	right	8	3.469	1	0	0.451	1	1	1
