# subj	index_traj	path	conditions	condition	cond_sum	mean_side	mean_val	sd	last_visibl_side	f_missing_pos	last_visibl_center_dist[deg]	response	prop_left	RT_s	acc_lv	same_side_as_lv	same_side_as_ms
20	42	rdw	LL	same	rdw_same	left	-1.954	6.647	left	44	-13.663	-1	1	0.305	1	1	1
20	193	rdw	RR	same	rdw_same	right	1.762	6.619	right	43	11.962	1	0	0.401	1	1	1
20	152	rdw	RR	same	rdw_same	right	2.413	2.537	right	6	6.728	1	0	0.206	1	1	1
20	126	rdw	RL	different	rdw_different	right	1.794	4.732	left	22	-6.096	-1	1	0.229	1	1	0
20	40	rdw	LL	same	rdw_same	left	-2.137	6.102	left	37	-2.857	-1	1	0.27	1	1	1
20	134	rdw	RL	different	rdw_different	right	1.581	5.468	left	30	-3.437	-1	1	0.477	1	1	0
20	83	rdw	LR	different	rdw_different	left	-1.014	5.344	right	29	3.279	1	0	0.457	1	1	0
20	14	rdw	LL	same	rdw_same	left	-2.465	3.163	left	10	-5.991	-1	1	0.266	1	1	1
20	85	rdw	LR	different	rdw_different	left	-1.907	4.917	right	24	2.755	1	0	0.307	1	1	0
20	175	rdw	RR	same	rdw_same	right	1.971	4.243	right	18	3.981	1	0	0.233	1	1	1
20	197	rdw	RR	same	rdw_same	right	2.158	6.978	right	49	5.806	1	0	0.354	1	1	1
20	125	rdw	RL	different	rdw_different	right	1.007	4.726	left	22	-7.396	-1	1	0.295	1	1	0
20	147	rdw	RL	different	rdw_different	right	1.346	6.31	left	40	-3.058	-1	1	0.366	1	1	0
20	24	rdw	LL	same	rdw_same	left	-1.157	4.176	left	17	-2.95	-1	1	0.157	1	1	1
20	70	rdw	LR	different	rdw_different	left	-1.926	4.487	right	20	4.387	1	0	0.325	1	1	0
20	182	rdw	RR	same	rdw_same	right	2.179	5.057	right	26	5.865	1	0	0.203	1	1	1
20	131	rdw	RL	different	rdw_different	right	1.773	5.602	left	31	-12.73	-1	1	0.311	1	1	0
20	23	rdw	LL	same	rdw_same	left	-2.217	4.012	left	16	-3.328	-1	1	0.35	1	1	1
20	52	rdw	LR	different	rdw_different	left	-1.512	2.3	right	5	5.012	1	0	0.381	1	1	0
20	106	rdw	RL	different	rdw_different	right	0.974	2.955	left	9	-5.179	-1	1	0.403	1	1	0
20	6	rdw	LL	same	rdw_same	left	-2.375	2.81	left	8	-5.006	-1	1	0.141	1	1	1
20	191	rdw	RR	same	rdw_same	right	2.078	6.196	right	38	11.804	1	0	0.415	1	1	1
20	47	rdw	LL	same	rdw_same	left	-2.158	6.978	left	49	-5.806	-1	1	0.307	1	1	1
20	99	rdw	LR	different	rdw_different	left	-1.186	6.295	right	40	3.668	1	0	0.343	1	1	0
20	132	rdw	RL	different	rdw_different	right	0.915	5.411	left	29	-4.576	-1	1	0.21	1	1	0
20	117	rdw	RL	different	rdw_different	right	1.011	3.712	left	14	-2.576	-1	1	0.243	1	1	0
20	75	rdw	LR	different	rdw_different	left	-1.007	4.726	right	22	7.396	1	0	0.196	1	1	0
20	34	rdw	LL	same	rdw_same	left	-2.325	5.238	left	27	-4.616	-1	1	0.354	1	1	1
20	111	rdw	RL	different	rdw_different	right	0.973	3.878	left	15	-2.704	-1	1	0.105	1	1	0
20	89	rdw	LR	different	rdw_different	left	-0.999	5.404	right	30	9.09	1	0	0.343	1	1	0
20	123	rdw	RL	different	rdw_different	right	2.056	4.699	left	22	-3.118	-1	1	0.269	1	1	0
20	178	rdw	RR	same	rdw_same	right	1.983	4.508	right	20	4.197	1	0	0.303	1	1	1
20	127	rdw	RL	different	rdw_different	right	1.239	4.403	left	19	-7.711	-1	1	0.251	1	1	0
20	35	rdw	LL	same	rdw_same	left	-2.32	5.071	left	26	-7.877	-1	1	0.181	1	1	1
20	36	rdw	LL	same	rdw_same	left	-1.917	5.864	left	35	-11.991	-1	1	0.173	1	1	1
20	198	rdw	RR	same	rdw_same	right	2.101	6.227	right	39	4.733	1	0	0.378	1	1	1
20	158	rdw	RR	same	rdw_same	right	1.147	2.092	right	4	3.873	1	0	0.125	1	1	1
20	110	rdw	RL	different	rdw_different	right	0.889	3.379	left	11	-3.456	-1	1	0.177	1	1	0
20	91	rdw	LR	different	rdw_different	left	-1.575	6.045	right	37	3.812	1	0	0.413	1	1	0
20	187	rdw	RR	same	rdw_same	right	1.988	5.494	right	30	5.674	1	0	0.296	1	1	1
20	145	rdw	RL	different	rdw_different	right	1.969	6.295	left	40	-10.722	-1	1	0.352	1	1	0
20	51	rdw	LR	different	rdw_different	left	-0.806	2.319	right	5	3.749	1	0	0.307	1	1	0
20	16	rdw	LL	same	rdw_same	left	-1.331	3.134	left	10	-7.001	-1	1	0.223	1	1	1
20	58	rdw	LR	different	rdw_different	left	-2.027	2.567	right	7	4.044	1	0	0.325	1	1	0
20	21	rdw	LL	same	rdw_same	left	-2.081	4.839	left	24	-11.931	-1	1	0.187	1	1	1
20	49	rdw	LL	same	rdw_same	left	-1.82	6.317	left	40	-5.053	-1	1	0.367	1	1	1
20	87	rdw	LR	different	rdw_different	left	-1.078	5.502	right	30	5.305	1	0	0.259	1	1	0
20	156	rdw	RR	same	rdw_same	right	2.375	2.81	right	8	5.006	1	0	0.151	1	1	1
20	177	rdw	RR	same	rdw_same	right	2.389	4.145	right	17	3.429	1	0	0.219	1	1	1
20	60	rdw	LR	different	rdw_different	left	-0.889	3.379	right	11	3.456	1	0	0.238	1	1	0
20	163	rdw	RR	same	rdw_same	right	1.629	3.238	right	11	7.675	1	0	0.298	1	1	1
20	7	rdw	LL	same	rdw_same	left	-2.172	2.398	left	6	-6.377	-1	1	0.239	1	1	1
20	27	rdw	LL	same	rdw_same	left	-2.389	4.145	left	17	-3.429	-1	1	0.246	1	1	1
20	74	rdw	LR	different	rdw_different	left	-1.906	4.326	right	19	4.242	1	0	0.316	1	1	0
20	196	rdw	RR	same	rdw_same	right	1.185	6.479	right	42	5.232	1	0	0.315	1	1	1
20	154	rdw	RR	same	rdw_same	right	2.051	2.291	right	5	3.295	1	0	0.271	1	1	1
20	118	rdw	RL	different	rdw_different	right	1.071	3.23	left	10	-4.659	-1	1	0.351	1	1	0
20	157	rdw	RR	same	rdw_same	right	2.172	2.398	right	6	6.377	1	0	0.119	1	1	1
20	153	rdw	RR	same	rdw_same	right	1.229	2.32	right	5	4.069	1	0	0.134	1	1	1
20	3	rdw	LL	same	rdw_same	left	-1.229	2.32	left	5	-4.069	-1	1	0.307	1	1	1
20	32	rdw	LL	same	rdw_same	left	-2.179	5.057	left	26	-5.865	-1	1	0.227	1	1	1
20	104	rdw	RL	different	rdw_different	right	1.113	2.948	left	9	-2.555	1	0	0.307	0	0	1
20	84	rdw	LR	different	rdw_different	left	-1.581	5.468	right	30	3.437	1	0	0.399	1	1	0
20	61	rdw	LR	different	rdw_different	left	-0.973	3.878	right	15	2.704	1	0	0.413	1	1	0
20	135	rdw	RL	different	rdw_different	right	1.907	4.917	left	24	-2.755	1	0	0.538	0	0	1
20	170	rdw	RR	same	rdw_same	right	2.263	4.205	right	18	3.056	1	0	0.312	1	1	1
20	28	rdw	LL	same	rdw_same	left	-1.983	4.508	left	20	-4.197	-1	1	0.38	1	1	1
20	120	rdw	RL	different	rdw_different	right	1.926	4.487	left	20	-4.387	-1	1	0.269	1	1	0
20	48	rdw	LL	same	rdw_same	left	-2.101	6.227	left	39	-4.733	-1	1	0.327	1	1	1
20	162	rdw	RR	same	rdw_same	right	1.311	3.437	right	12	3.281	1	0	0.232	1	1	1
20	73	rdw	LR	different	rdw_different	left	-2.056	4.699	right	22	3.118	1	0	0.263	1	1	0
20	112	rdw	RL	different	rdw_different	right	1.05	3.553	left	13	-3.169	1	0	0.544	0	0	1
20	141	rdw	RL	different	rdw_different	right	1.575	6.045	left	37	-3.812	-1	1	0.322	1	1	0
20	194	rdw	RR	same	rdw_same	right	1.816	6.152	right	38	4.335	1	0	0.277	1	1	1
20	143	rdw	RL	different	rdw_different	right	1.486	6.421	left	41	-8.888	-1	1	0.357	1	1	0
20	108	rdw	RL	different	rdw_different	right	2.027	2.567	left	7	-4.044	-1	1	0.37	1	1	0
20	41	rdw	LL	same	rdw_same	left	-2.078	6.196	left	38	-11.804	-1	1	0.513	1	1	1
20	92	rdw	LR	different	rdw_different	left	-1.12	6.035	right	36	5.179	1	0	0.332	1	1	0
20	168	rdw	RR	same	rdw_same	right	1.853	3.209	right	10	4.809	1	0	0.141	1	1	1
20	1	rdw	LL	same	rdw_same	left	-1.432	2.804	left	8	-3.469	-1	1	0.396	1	1	1
20	57	rdw	LR	different	rdw_different	left	-2.189	2.964	right	9	2.592	1	0	0.335	1	1	0
20	189	rdw	RR	same	rdw_same	right	2.719	5.571	right	31	10.583	1	0	0.367	1	1	1
20	151	rdw	RR	same	rdw_same	right	1.432	2.804	right	8	3.469	1	0	0.178	1	1	1
20	167	rdw	RR	same	rdw_same	right	2.376	3.95	right	16	7.381	1	0	0.138	1	1	1
20	116	rdw	RL	different	rdw_different	right	2.091	3.596	left	13	-5.348	-1	1	0.286	1	1	0
20	138	rdw	RL	different	rdw_different	right	1.027	5.533	left	31	-3.742	-1	1	0.402	1	1	0
20	155	rdw	RR	same	rdw_same	right	2.123	2.129	right	5	3.169	1	0	0.129	1	1	1
20	82	rdw	LR	different	rdw_different	left	-0.915	5.411	right	29	4.576	1	0	0.447	1	1	0
20	160	rdw	RR	same	rdw_same	right	1.646	3.03	right	9	6.579	1	0	0.173	1	1	1
20	181	rdw	RR	same	rdw_same	right	2.689	5.667	right	33	13.897	1	0	0.353	1	1	1
20	171	rdw	RR	same	rdw_same	right	2.081	4.839	right	24	11.931	1	0	0.308	1	1	1
20	12	rdw	LL	same	rdw_same	left	-1.311	3.437	left	12	-3.281	-1	1	0.353	1	1	1
20	55	rdw	LR	different	rdw_different	left	-1.076	2.085	right	4	4.474	1	0	0.539	1	1	0
20	77	rdw	LR	different	rdw_different	left	-1.239	4.403	right	19	7.711	1	0	0.272	1	1	0
