# subj	index_traj	path	conditions	condition	cond_sum	mean_side	mean_val	sd	last_visibl_side	f_missing_pos	last_visibl_center_dist[deg]	response	prop_left	RT_s	acc_lv	same_side_as_lv	same_side_as_ms
26	56	iid	LR	different	iid_different	left	-0.974	2.955	right	9	5.179	1	0	0.399	0	1	0
26	54	iid	LR	different	iid_different	left	-1.113	2.948	right	9	2.555	-1	1	0.388	1	0	1
26	139	iid	RL	different	iid_different	right	0.999	5.404	left	30	-9.09	1	0	0.348	1	0	1
26	186	iid	RR	same	iid_same	right	1.917	5.864	right	35	11.991	1	0	0.362	1	1	1
26	8	iid	LL	same	iid_same	left	-1.147	2.092	left	4	-3.873	1	0	0.218	0	0	0
26	13	iid	LL	same	iid_same	left	-1.629	3.238	left	11	-7.675	-1	1	0.563	1	1	1
26	5	iid	LL	same	iid_same	left	-2.123	2.129	left	5	-3.169	-1	1	0.417	1	1	1
26	33	iid	LL	same	iid_same	left	-2.547	5.207	left	27	-4.706	-1	1	0.566	1	1	1
26	81	iid	LR	different	iid_different	left	-1.773	5.602	right	31	12.73	1	0	0.438	0	1	0
26	31	iid	LL	same	iid_same	left	-2.689	5.667	left	33	-13.897	-1	1	0.536	1	1	1
26	59	iid	LR	different	iid_different	left	-1.193	2.511	right	6	2.767	1	0	0.418	0	1	0
26	166	iid	RR	same	iid_same	right	1.331	3.134	right	10	7.001	1	0	0.315	1	1	1
26	103	iid	RL	different	iid_different	right	0.961	2.657	left	7	-2.843	1	0	0.269	1	0	1
26	63	iid	LR	different	iid_different	left	-1.892	3.745	right	14	4.613	-1	1	0.292	1	0	1
26	78	iid	LR	different	iid_different	left	-0.87	4.088	right	17	2.599	-1	1	0.551	1	0	1
26	108	iid	RL	different	iid_different	right	2.027	2.567	left	7	-4.044	1	0	0.211	1	0	1
26	124	iid	RL	different	iid_different	right	1.906	4.326	left	19	-4.242	-1	1	0.4385	0	1	0
26	194	iid	RR	same	iid_same	right	1.816	6.152	right	38	4.335	1	0	0.508	1	1	1
26	141	iid	RL	different	iid_different	right	1.575	6.045	left	37	-3.812	1	0	0.606	1	0	1
26	197	iid	RR	same	iid_same	right	2.158	6.978	right	49	5.806	1	0	0.594	1	1	1
26	42	iid	LL	same	iid_same	left	-1.954	6.647	left	44	-13.663	1	0	0.355	0	0	0
26	152	iid	RR	same	iid_same	right	2.413	2.537	right	6	6.728	1	0	0.298	1	1	1
26	126	iid	RL	different	iid_different	right	1.794	4.732	left	22	-6.096	1	0	0.42	1	0	1
26	40	iid	LL	same	iid_same	left	-2.137	6.102	left	37	-2.857	1	0	0.365	0	0	0
26	134	iid	RL	different	iid_different	right	1.581	5.468	left	30	-3.437	1	0	0.3	1	0	1
26	83	iid	LR	different	iid_different	left	-1.014	5.344	right	29	3.279	1	0	0.381	0	1	0
26	14	iid	LL	same	iid_same	left	-2.465	3.163	left	10	-5.991	-1	1	0.291	1	1	1
26	85	iid	LR	different	iid_different	left	-1.907	4.917	right	24	2.755	-1	1	0.343	1	0	1
26	165	iid	RR	same	iid_same	right	2.085	3.039	right	9	3.017	1	0	0.394	1	1	1
26	4	iid	LL	same	iid_same	left	-2.051	2.291	left	5	-3.295	-1	1	0.418	1	1	1
26	46	iid	LL	same	iid_same	left	-1.185	6.479	left	42	-5.232	1	0	0.544	0	0	0
26	137	iid	RL	different	iid_different	right	1.078	5.502	left	30	-5.305	-1	1	0.472	0	1	0
26	184	iid	RR	same	iid_same	right	2.325	5.238	right	27	4.616	1	0	0.676	1	1	1
26	199	iid	RR	same	iid_same	right	1.82	6.317	right	40	5.053	1	0	0.526	1	1	1
26	109	iid	RL	different	iid_different	right	1.193	2.511	left	6	-2.767	1	0	0.376	1	0	1
26	115	iid	RL	different	iid_different	right	2.055	3.917	left	16	-5.82	1	0	0.604	1	0	1
26	98	iid	LR	different	iid_different	left	-0.971	6.212	right	39	8.275	1	0	0.551	0	1	0
26	97	iid	LR	different	iid_different	left	-1.346	6.31	right	40	3.058	-1	1	0.785	1	0	1
26	69	iid	LR	different	iid_different	left	-2.377	3.329	right	11	2.683	-1	1	0.225	1	0	1
26	161	iid	RR	same	iid_same	right	1.454	3.202	right	10	2.972	1	0	0.381	1	1	1
26	174	iid	RR	same	iid_same	right	1.157	4.176	right	17	2.95	1	0	0.4385	1	1	1
26	107	iid	RL	different	iid_different	right	2.189	2.964	left	9	-2.592	1	0	0.4385	1	0	1
26	72	iid	LR	different	iid_different	left	-1.283	4.911	right	24	3.587	-1	1	0.523	1	0	1
26	88	iid	LR	different	iid_different	left	-1.027	5.533	right	31	3.742	-1	1	0.653	1	0	1
26	130	iid	RL	different	iid_different	right	1.134	4.973	left	25	-3.726	1	0	0.594	1	0	1
26	175	iid	RR	same	iid_same	right	1.971	4.243	right	18	3.981	1	0	0.376	1	1	1
