# subj	index_traj	path	conditions	condition	cond_sum	mean_side	mean_val	sd	last_visibl_side	f_missing_pos	last_visibl_center_dist[deg]	response	prop_left	RT_s	acc_lv	same_side_as_lv	same_side_as_ms
2	102	rdw	RL	different	rdw_different	right	1.512	2.3	left	5	-5.012	-1	1	0.302	1	1	0
2	60	rdw	LR	different	rdw_different	left	-0.889	3.379	right	11	3.456	1	0	0.416	1	1	0
2	84	rdw	LR	different	rdw_different	left	-1.581	5.468	right	30	3.437	1	0	0.629	1	1	0
2	67	rdw	LR	different	rdw_different	left	-1.011	3.712	right	14	2.576	1	0	0.639	1	1	0
2	125	rdw	RL	different	rdw_different	right	1.007	4.726	left	22	-7.396	-1	1	0.434	1	1	0
2	132	rdw	RL	different	rdw_different	right	0.915	5.411	left	29	-4.576	1	0	0.4115	0	0	1
2	9	rdw	LL	same	rdw_same	left	-1.71	2.788	left	8	-5.391	-1	1	0.368	1	1	1
2	18	rdw	LL	same	rdw_same	left	-1.853	3.209	left	10	-4.809	-1	1	0.309	1	1	1
2	55	rdw	LR	different	rdw_different	left	-1.076	2.085	right	4	4.474	1	0	0.591	1	1	0
2	75	rdw	LR	different	rdw_different	left	-1.007	4.726	right	22	7.396	1	0	0.674	1	1	0
2	150	rdw	RR	same	rdw_same	right	1.672	2.125	right	5	3.182	1	0	0.518	1	1	1
2	104	rdw	RL	different	rdw_different	right	1.113	2.948	left	9	-2.555	-1	1	0.55	1	1	0
2	135	rdw	RL	different	rdw_different	right	1.907	4.917	left	24	-2.755	-1	1	0.608	1	1	0
2	137	rdw	RL	different	rdw_different	right	1.078	5.502	left	30	-5.305	-1	1	0.669	1	1	0
2	164	rdw	RR	same	rdw_same	right	2.465	3.163	right	10	5.991	1	0	0.561	1	1	1
2	76	rdw	LR	different	rdw_different	left	-1.794	4.732	right	22	6.096	1	0	0.309	1	1	0
2	79	rdw	LR	different	rdw_different	left	-2.149	4.637	right	22	6.019	1	0	0.316	1	1	0
2	197	rdw	RR	same	rdw_same	right	2.158	6.978	right	49	5.806	1	0	0.4115	1	1	1
2	38	rdw	LL	same	rdw_same	left	-2.822	5.379	left	29	-8.417	-1	1	0.4115	1	1	1
2	24	rdw	LL	same	rdw_same	left	-1.157	4.176	left	17	-2.95	-1	1	0.6	1	1	1
2	122	rdw	RL	different	rdw_different	right	1.283	4.911	left	24	-3.587	-1	1	0.539	1	1	0
2	195	rdw	RR	same	rdw_same	right	0.81	6.405	right	41	10.068	1	0	0.568	1	1	1
2	65	rdw	LR	different	rdw_different	left	-2.055	3.917	right	16	5.82	1	0	0.586	1	1	0
2	29	rdw	LL	same	rdw_same	left	-1.621	4.376	left	19	-14.001	-1	1	0.362	1	1	1
2	93	rdw	LR	different	rdw_different	left	-1.486	6.421	right	41	8.888	1	0	0.4115	1	1	0
2	148	rdw	RL	different	rdw_different	right	0.971	6.212	left	39	-8.275	-1	1	0.4115	1	1	0
2	15	rdw	LL	same	rdw_same	left	-2.085	3.039	left	9	-3.017	-1	1	0.297	1	1	1
2	30	rdw	LL	same	rdw_same	left	-1.432	5.195	left	27	-7.161	-1	1	0.331	1	1	1
2	158	rdw	RR	same	rdw_same	right	1.147	2.092	right	4	3.873	1	0	0.176	1	1	1
2	128	rdw	RL	different	rdw_different	right	0.87	4.088	left	17	-2.599	-1	1	0.4115	1	1	0
2	115	rdw	RL	different	rdw_different	right	2.055	3.917	left	16	-5.82	-1	1	0.428	1	1	0
2	69	rdw	LR	different	rdw_different	left	-2.377	3.329	right	11	2.683	1	0	0.623	1	1	0
2	170	rdw	RR	same	rdw_same	right	2.263	4.205	right	18	3.056	1	0	0.627	1	1	1
2	174	rdw	RR	same	rdw_same	right	1.157	4.176	right	17	2.95	1	0	0.693	1	1	1
2	45	rdw	LL	same	rdw_same	left	-0.81	6.405	left	41	-10.068	-1	1	0.41074999999999995	1	1	1
2	66	rdw	LR	different	rdw_different	left	-2.091	3.596	right	13	5.348	1	0	0.625	1	1	0
2	182	rdw	RR	same	rdw_same	right	2.179	5.057	right	26	5.865	1	0	0.41074999999999995	1	1	1
