# subj	trial	index_traj	path	last_cond	condition	index_old	mean_side	mean_val	mean_last5	mean_last15	sd	last_visibl_side	f_missing_pos	last_visibl_center_dist[deg]	response	RT	prop_last_5	prop_last_15	prop_ms	prop_lv	accuracy
9	197	24	5%	same	same_5	49	right	1.143	1.175	-0.382	6.283	left	39	-3.668	-1	0.585	0	1	0	1	0
9	132	9	15%	same	same_15	27	right	1.171	1.165	1.159	4.454	left	18	-7.711	-1	1.068	0	0	0	1	0
9	189	5	5%	same	same_5	18	right	1.031	1.043	-0.197	3.254	left	9	-4.659	1	0.7	1	0	1	0	1
9	136	10	15%	same	same_15	29	right	2.085	2.054	2.042	4.674	left	21	-6.019	1	0.6415	1	1	1	0	1
9	194	16	5%	same	same_5	39	left	-0.915	-0.965	0.838	5.459	right	29	9.09	-1	0.755	1	0	1	0	1
9	196	21	5%	same	same_5	45	left	-1.854	-1.84	0.117	6.381	right	39	10.722	-1	0.616	1	0	1	0	1
9	192	17	5%	same	same_5	40	left	-2.125	-2.076	0.862	6.532	right	42	2.644	1	0.914	0	1	0	1	0
9	144	16	15%	same	same_15	39	left	-0.915	-0.924	-0.87	5.459	right	29	9.09	-1	0.616	1	1	1	0	1
9	186	10	5%	same	same_5	29	right	2.085	2.034	-0.587	4.674	left	21	-6.019	1	0.775	1	0	1	0	1
9	167	7	5%	same	same_5	25	left	-0.942	-0.857	0.556	4.765	right	21	7.396	-1	0.923	1	0	1	0	1
9	168	3	5%	same	same_5	11	right	0.946	1.036	-1.056	3.877	left	14	-2.704	1	0.79	1	0	1	0	1
9	162	3	5%	same	same_5	11	left	-0.946	-1.036	1.056	3.877	right	14	2.704	1	0.69	0	1	0	1	0
9	160	16	5%	same	same_5	39	right	0.915	0.965	-0.838	5.459	left	29	-9.09	-1	0.593	0	1	0	1	0
9	159	18	5%	same	same_5	41	right	1.528	1.438	-0.779	6.039	left	36	-3.812	1	1.139	1	0	1	0	1
9	171	23	5%	same	same_5	48	right	0.888	0.867	-0.112	6.245	left	38	-8.275	1	1.055	1	0	1	0	1
9	158	0	5%	same	same_5	1	right	0.775	0.751	-0.082	2.342	left	4	-3.749	1	1.105	1	0	1	0	1
9	157	4	5%	same	same_5	17	right	0.985	0.922	-0.456	3.711	left	13	-2.576	-1	1.086	0	1	0	1	0
9	139	5	15%	same	same_15	18	right	1.031	1.055	0.965	3.254	left	9	-4.659	-1	0.811	0	0	0	1	0
