# subj	trial	index_traj	path	last_cond	condition	index_old	mean_side	mean_val	mean_last5	mean_last15	sd	last_visibl_side	f_missing_pos	last_visibl_center_dist[deg]	response	RT	prop_last_5	prop_last_15	prop_ms	prop_lv	accuracy
18	150	1	15%	same	same_15	6	right	0.931	0.863	0.896	2.989	left	8	-5.179	1	0.519	1	1	1	0	1
18	175	17	15%	same	same_15	40	right	2.125	2.208	2.087	6.532	left	42	-2.644	1	0.554	1	1	1	0	1
18	179	18	15%	same	same_15	41	right	1.528	1.518	1.564	6.039	left	36	-3.812	1	0.602	1	1	1	0	1
18	193	13	15%	same	same_15	32	right	0.87	0.842	0.86	5.412	left	28	-4.576	1	0.61	1	1	1	0	1
18	174	10	15%	same	same_15	29	left	-2.085	-2.054	-2.042	4.674	right	21	6.019	-1	0.799	1	1	1	0	1
18	137	5	5%	same	same_5	18	left	-1.031	-1.043	0.197	3.254	right	9	4.659	1	0.419	0	1	0	1	0
18	135	13	5%	same	same_5	32	right	0.87	0.823	-0.779	5.412	left	28	-4.576	1	0.799	1	0	1	0	1
18	195	6	5%	same	same_5	22	left	-1.244	-1.278	0.269	4.911	right	23	3.587	1	0.608	0	1	0	1	0
18	168	21	15%	same	same_15	45	right	1.854	1.756	1.876	6.381	left	39	-10.722	1	0.577	1	1	1	0	1
18	133	4	15%	same	same_15	17	left	-0.985	-1.043	-1.041	3.711	right	13	2.576	1	0.695	0	0	0	1	0
18	157	6	5%	same	same_5	22	right	1.244	1.278	-0.269	4.911	left	23	-3.587	1	0.603	1	0	1	0	1
18	183	5	5%	same	same_5	18	right	1.031	1.043	-0.197	3.254	left	9	-4.659	1	0.835	1	0	1	0	1
18	184	1	15%	same	same_15	6	left	-0.931	-0.863	-0.896	2.989	right	8	5.179	-1	0.807	1	1	1	0	1
18	139	8	5%	same	same_5	26	right	1.733	1.806	-0.163	4.764	left	21	-6.096	-1	0.579	0	1	0	1	0
18	140	5	15%	same	same_15	18	right	1.031	1.055	0.965	3.254	left	9	-4.659	1	0.792	1	1	1	0	1
18	151	6	15%	same	same_15	21	right	1.729	1.819	1.753	4.728	left	21	-2.728	1	0.582	1	1	1	0	1
18	160	0	15%	same	same_15	1	right	0.775	0.739	0.796	2.342	left	4	-3.749	-1	0.434	0	0	0	1	0
18	178	7	15%	same	same_15	25	left	-0.942	-0.973	-0.846	4.765	right	21	7.396	-1	0.484	1	1	1	0	1
18	161	9	5%	same	same_5	27	right	1.171	1.15	-0.605	4.454	left	18	-7.711	1	0.609	1	0	1	0	1
18	162	17	15%	same	same_15	40	left	-2.125	-2.208	-2.087	6.532	right	42	2.644	1	0.511	0	0	0	1	0
18	187	16	5%	same	same_5	39	left	-0.915	-0.965	0.838	5.459	right	29	9.09	1	0.64	0	1	0	1	0
18	147	10	5%	same	same_5	29	left	-2.085	-2.034	0.587	4.674	right	21	6.019	1	0.406	0	1	0	1	0
18	191	24	15%	same	same_15	49	right	1.143	1.227	1.17	6.283	left	39	-3.668	1	0.676	1	1	1	0	1
18	163	8	15%	same	same_15	26	right	1.733	1.778	1.829	4.764	left	21	-6.096	1	0.737	1	1	1	0	1
18	176	4	5%	same	same_5	17	right	0.985	0.922	-0.456	3.711	left	13	-2.576	1	0.51	1	0	1	0	1
18	156	21	15%	same	same_15	45	left	-1.854	-1.756	-1.876	6.381	right	39	10.722	1	0.787	0	0	0	1	0
18	190	21	5%	same	same_5	45	left	-1.854	-1.84	0.117	6.381	right	39	10.722	-1	0.804	1	0	1	0	1
18	142	10	15%	same	same_15	29	right	2.085	2.054	2.042	4.674	left	21	-6.019	1	0.576	1	1	1	0	1
18	166	7	5%	same	same_5	25	left	-0.942	-0.857	0.556	4.765	right	21	7.396	-1	0.587	1	0	1	0	1
18	141	3	15%	same	same_15	11	right	0.946	0.864	0.966	3.877	left	14	-2.704	1	0.654	1	1	1	0	1
18	185	3	5%	same	same_5	11	left	-0.946	-1.036	1.056	3.877	right	14	2.704	-1	0.675	1	0	1	0	1
18	182	24	5%	same	same_5	49	right	1.143	1.175	-0.382	6.283	left	39	-3.668	1	0.807	1	0	1	0	1
18	99	20	5%	same	same_5	44	left	-1.608	-1.595	0.095	6.108	right	36	6.022	-1	0.606	1	0	1	0	1
18	127	22	5%	same	same_5	47	right	1.307	1.292	-0.477	6.295	left	39	-3.058	1	0.607	1	0	1	0	1
18	60	19	15%	same	same_15	43	left	-1.392	-1.428	-1.447	6.468	right	40	8.888	-1	0.684	1	1	1	0	1
18	58	22	15%	same	same_15	47	left	-1.307	-1.324	-1.304	6.295	right	39	3.058	1	0.576	0	0	0	1	0
18	56	15	5%	same	same_5	34	right	1.54	1.511	-1.022	5.464	left	29	-3.437	1	0.475	1	0	1	0	1
18	54	17	5%	same	same_5	40	left	-2.125	-2.076	0.862	6.532	right	42	2.644	1	0.616	0	1	0	1	0
18	53	1	5%	same	same_5	6	right	0.931	1.029	-0.275	2.989	left	8	-5.179	1	0.73	1	0	1	0	1
18	51	23	15%	same	same_15	48	left	-0.888	-0.866	-0.928	6.245	right	38	8.275	1	0.509	0	0	0	1	0
18	50	14	5%	same	same_5	33	left	-0.979	-0.946	0.98	5.336	right	28	3.279	1	0.561	0	1	0	1	0
18	48	18	5%	same	same_5	41	right	1.528	1.438	-0.779	6.039	left	36	-3.812	1	0.557	1	0	1	0	1
18	45	20	15%	same	same_15	44	right	1.608	1.599	1.642	6.108	left	36	-6.022	1	0.715	1	1	1	0	1
18	44	22	5%	same	same_5	47	left	-1.307	-1.292	0.477	6.295	right	39	3.058	-1	0.63	1	0	1	0	1
18	41	22	15%	same	same_15	47	right	1.307	1.324	1.304	6.295	left	39	-3.058	1	0.996	1	1	1	0	1
18	38	14	15%	same	same_15	33	left	-0.979	-0.973	-0.996	5.336	right	28	3.279	1	0.538	0	0	0	1	0
18	37	12	5%	same	same_5	31	right	1.652	1.56	-0.405	5.732	left	30	-12.73	1	0.62	1	0	1	0	1
18	36	10	5%	same	same_5	29	right	2.085	2.034	-0.587	4.674	left	21	-6.019	-1	0.811	0	1	0	1	0
18	65	19	5%	same	same_5	43	left	-1.392	-1.395	1.036	6.468	right	40	8.888	1	0.553	0	1	0	1	0
18	35	4	5%	same	same_5	17	left	-0.985	-0.922	0.456	3.711	right	13	2.576	1	0.828	0	1	0	1	0
18	29	7	5%	same	same_5	25	right	0.942	0.857	-0.556	4.765	left	21	-7.396	1	0.463	1	0	1	0	1
18	28	0	5%	same	same_5	1	right	0.775	0.751	-0.082	2.342	left	4	-3.749	1	0.599	1	0	1	0	1
18	22	23	5%	same	same_5	48	right	0.888	0.867	-0.112	6.245	left	38	-8.275	1	0.483	1	0	1	0	1
18	20	24	5%	same	same_5	49	left	-1.143	-1.175	0.382	6.283	right	39	3.668	1	0.735	0	1	0	1	0
18	17	2	15%	same	same_15	9	left	-1.166	-1.191	-1.212	2.524	right	5	2.767	-1	0.5	1	1	1	0	1
18	15	2	15%	same	same_15	9	right	1.166	1.191	1.212	2.524	left	5	-2.767	1	0.575	1	1	1	0	1
18	14	11	15%	same	same_15	30	right	1.096	1.174	1.041	4.972	left	24	-3.726	1	0.538	1	1	1	0	1
18	12	15	15%	same	same_15	34	left	-1.54	-1.495	-1.599	5.464	right	29	3.437	1	0.445	0	0	0	1	0
18	11	7	15%	same	same_15	25	right	0.942	0.973	0.846	4.765	left	21	-7.396	1	0.56	1	1	1	0	1
18	8	24	15%	same	same_15	49	left	-1.143	-1.227	-1.17	6.283	right	39	3.668	1	0.78	0	0	0	1	0
18	7	20	15%	same	same_15	44	left	-1.608	-1.599	-1.642	6.108	right	36	6.022	-1	0.841	1	1	1	0	1
