# subj	trial	index_traj	path	last_cond	condition	index_old	mean_side	mean_val	mean_last5	mean_last15	sd	last_visibl_side	f_missing_pos	last_visibl_center_dist[deg]	response	RT	prop_last_5	prop_last_15	prop_ms	prop_lv	accuracy
16	24	12	15%	same	same_15	31	right	1.652	1.559	1.573	5.732	left	30	-12.73	-1	0.984	0	0	0	1	0
16	20	19	15%	same	same_15	43	right	1.392	1.428	1.447	6.468	left	40	-8.888	1	0.823	1	1	1	0	1
16	21	12	15%	same	same_15	31	left	-1.652	-1.559	-1.573	5.732	right	30	12.73	-1	0.919	1	1	1	0	1
16	162	3	5%	same	same_5	11	left	-0.946	-1.036	1.056	3.877	right	14	2.704	1	1.488	0	1	0	1	0
16	30	8	15%	same	same_15	26	left	-1.733	-1.778	-1.829	4.764	right	21	6.096	-1	1.819	1	1	1	0	1
16	160	16	5%	same	same_5	39	right	0.915	0.965	-0.838	5.459	left	29	-9.09	-1	1.735	0	1	0	1	0
16	150	15	5%	same	same_5	34	right	1.54	1.511	-1.022	5.464	left	29	-3.437	-1	0.666	0	1	0	1	0
16	159	18	5%	same	same_5	41	right	1.528	1.438	-0.779	6.039	left	36	-3.812	-1	1.546	0	1	0	1	0
16	158	0	5%	same	same_5	1	right	0.775	0.751	-0.082	2.342	left	4	-3.749	1	1.654	1	0	1	0	1
16	29	21	15%	same	same_15	45	right	1.854	1.756	1.876	6.381	left	39	-10.722	1	0.983	1	1	1	0	1
16	146	6	5%	same	same_5	22	right	1.244	1.278	-0.269	4.911	left	23	-3.587	-1	0.86	0	1	0	1	0
16	154	1	5%	same	same_5	6	right	0.931	1.029	-0.275	2.989	left	8	-5.179	1	0.924	1	0	1	0	1
16	148	2	5%	same	same_5	9	right	1.166	1.125	-0.128	2.524	left	5	-2.767	-1	1.05	0	1	0	1	0
16	149	10	5%	same	same_5	29	left	-2.085	-2.034	0.587	4.674	right	21	6.019	-1	0.849	1	0	1	0	1
16	157	4	5%	same	same_5	17	right	0.985	0.922	-0.456	3.711	left	13	-2.576	1	0.764	1	0	1	0	1
16	67	7	15%	same	same_15	25	left	-0.942	-0.973	-0.846	4.765	right	21	7.396	1	1.438	0	0	0	1	0
16	168	3	5%	same	same_5	11	right	0.946	1.036	-1.056	3.877	left	14	-2.704	-1	0.98	0	1	0	1	0
16	197	24	5%	same	same_5	49	right	1.143	1.175	-0.382	6.283	left	39	-3.668	-1	0.887	0	1	0	1	0
16	196	21	5%	same	same_5	45	left	-1.854	-1.84	0.117	6.381	right	39	10.722	-1	0.701	1	0	1	0	1
16	1	2	15%	same	same_15	9	left	-1.166	-1.191	-1.212	2.524	right	5	2.767	-1	0.941	1	1	1	0	1
16	194	16	5%	same	same_5	39	left	-0.915	-0.965	0.838	5.459	right	29	9.09	-1	0.943	1	0	1	0	1
16	2	15	15%	same	same_15	34	left	-1.54	-1.495	-1.599	5.464	right	29	3.437	-1	0.924	1	1	1	0	1
16	192	17	5%	same	same_5	40	left	-2.125	-2.076	0.862	6.532	right	42	2.644	1	1.055	0	1	0	1	0
16	3	22	15%	same	same_15	47	left	-1.307	-1.324	-1.304	6.295	right	39	3.058	1	1.161	0	0	0	1	0
16	189	5	5%	same	same_5	18	right	1.031	1.043	-0.197	3.254	left	9	-4.659	-1	1.04	0	1	0	1	0
16	186	10	5%	same	same_5	29	right	2.085	2.034	-0.587	4.674	left	21	-6.019	-1	0.989	0	1	0	1	0
16	8	11	15%	same	same_15	30	left	-1.096	-1.174	-1.041	4.972	right	24	3.726	1	1.044	0	0	0	1	0
16	182	9	5%	same	same_5	27	right	1.171	1.15	-0.605	4.454	left	18	-7.711	-1	1.06	0	1	0	1	0
16	10	9	15%	same	same_15	27	left	-1.171	-1.165	-1.159	4.454	right	18	7.711	-1	0.836	1	1	1	0	1
16	11	13	15%	same	same_15	32	right	0.87	0.842	0.86	5.412	left	28	-4.576	1	0.717	1	1	1	0	1
16	179	4	5%	same	same_5	17	left	-0.985	-0.922	0.456	3.711	right	13	2.576	-1	1.418	1	0	1	0	1
16	178	11	5%	same	same_5	30	right	1.096	1.093	-0.527	4.972	left	24	-3.726	-1	1.287	0	1	0	1	0
16	176	22	5%	same	same_5	47	right	1.307	1.292	-0.477	6.295	left	39	-3.058	1	0.928	1	0	1	0	1
16	175	7	5%	same	same_5	25	right	0.942	0.857	-0.556	4.765	left	21	-7.396	1	0.774	1	0	1	0	1
16	13	0	15%	same	same_15	1	left	-0.775	-0.739	-0.796	2.342	right	4	3.749	-1	0.809	1	1	1	0	1
16	143	17	5%	same	same_5	40	right	2.125	2.076	-0.862	6.532	left	42	-2.644	-1	0.714	0	1	0	1	0
16	15	13	15%	same	same_15	32	left	-0.87	-0.842	-0.86	5.412	right	28	4.576	-1	1.213	1	1	1	0	1
16	171	23	5%	same	same_5	48	right	0.888	0.867	-0.112	6.245	left	38	-8.275	-1	0.792	0	1	0	1	0
16	16	5	15%	same	same_15	18	left	-1.031	-1.055	-0.965	3.254	right	9	4.659	1	1.131	0	0	0	1	0
16	17	1	15%	same	same_15	6	left	-0.931	-0.863	-0.896	2.989	right	8	5.179	-1	0.752	1	1	1	0	1
16	167	7	5%	same	same_5	25	left	-0.942	-0.857	0.556	4.765	right	21	7.396	-1	1.08	1	0	1	0	1
16	142	18	5%	same	same_5	41	left	-1.528	-1.438	0.779	6.039	right	36	3.812	-1	0.692	1	0	1	0	1
16	134	14	5%	same	same_5	33	left	-0.979	-0.946	0.98	5.336	right	28	3.279	1	0.812	0	1	0	1	0
16	31	8	15%	same	same_15	26	right	1.733	1.778	1.829	4.764	left	21	-6.096	-1	1.647	0	0	0	1	0
16	48	2	15%	same	same_15	9	right	1.166	1.191	1.212	2.524	left	5	-2.767	1	1.01	1	1	1	0	1
16	103	22	5%	same	same_5	47	left	-1.307	-1.292	0.477	6.295	right	39	3.058	1	1.089	0	1	0	1	0
16	102	15	5%	same	same_5	34	left	-1.54	-1.511	1.022	5.464	right	29	3.437	-1	0.818	1	0	1	0	1
16	101	2	5%	same	same_5	9	left	-1.166	-1.125	0.128	2.524	right	5	2.767	-1	0.779	1	0	1	0	1
