# subj	trial	index_traj	path	last_cond	condition	index_old	mean_side	mean_val	mean_last5	mean_last15	sd	last_visibl_side	f_missing_pos	last_visibl_center_dist[deg]	response	RT	prop_last_5	prop_last_15	prop_ms	prop_lv	accuracy
19	24	12	15%	same	same_15	31	right	1.652	1.559	1.573	5.732	left	30	-12.73	1	0.711	1	1	1	0	1
19	20	19	15%	same	same_15	43	right	1.392	1.428	1.447	6.468	left	40	-8.888	1	1.486	1	1	1	0	1
19	21	12	15%	same	same_15	31	left	-1.652	-1.559	-1.573	5.732	right	30	12.73	1	1.132	0	0	0	1	0
19	162	3	5%	same	same_5	11	left	-0.946	-1.036	1.056	3.877	right	14	2.704	1	0.538	0	1	0	1	0
19	30	8	15%	same	same_15	26	left	-1.733	-1.778	-1.829	4.764	right	21	6.096	-1	0.754	1	1	1	0	1
19	160	16	5%	same	same_5	39	right	0.915	0.965	-0.838	5.459	left	29	-9.09	-1	0.517	0	1	0	1	0
19	150	15	5%	same	same_5	34	right	1.54	1.511	-1.022	5.464	left	29	-3.437	-1	0.711	0	1	0	1	0
19	159	18	5%	same	same_5	41	right	1.528	1.438	-0.779	6.039	left	36	-3.812	-1	0.566	0	1	0	1	0
19	158	0	5%	same	same_5	1	right	0.775	0.751	-0.082	2.342	left	4	-3.749	1	0.479	1	0	1	0	1
19	29	21	15%	same	same_15	45	right	1.854	1.756	1.876	6.381	left	39	-10.722	-1	0.847	0	0	0	1	0
19	146	6	5%	same	same_5	22	right	1.244	1.278	-0.269	4.911	left	23	-3.587	1	0.994	1	0	1	0	1
19	154	1	5%	same	same_5	6	right	0.931	1.029	-0.275	2.989	left	8	-5.179	-1	0.711	0	1	0	1	0
19	148	2	5%	same	same_5	9	right	1.166	1.125	-0.128	2.524	left	5	-2.767	1	1.351	1	0	1	0	1
19	149	10	5%	same	same_5	29	left	-2.085	-2.034	0.587	4.674	right	21	6.019	-1	1.15	1	0	1	0	1
19	157	4	5%	same	same_5	17	right	0.985	0.922	-0.456	3.711	left	13	-2.576	1	0.449	1	0	1	0	1
19	67	7	15%	same	same_15	25	left	-0.942	-0.973	-0.846	4.765	right	21	7.396	-1	0.544	1	1	1	0	1
19	168	3	5%	same	same_5	11	right	0.946	1.036	-1.056	3.877	left	14	-2.704	1	0.429	1	0	1	0	1
19	197	24	5%	same	same_5	49	right	1.143	1.175	-0.382	6.283	left	39	-3.668	1	0.498	1	0	1	0	1
19	196	21	5%	same	same_5	45	left	-1.854	-1.84	0.117	6.381	right	39	10.722	-1	0.372	1	0	1	0	1
19	1	2	15%	same	same_15	9	left	-1.166	-1.191	-1.212	2.524	right	5	2.767	1	1.001	0	0	0	1	0
19	194	16	5%	same	same_5	39	left	-0.915	-0.965	0.838	5.459	right	29	9.09	1	0.436	0	1	0	1	0
19	2	15	15%	same	same_15	34	left	-1.54	-1.495	-1.599	5.464	right	29	3.437	-1	1.314	1	1	1	0	1
19	192	17	5%	same	same_5	40	left	-2.125	-2.076	0.862	6.532	right	42	2.644	1	0.499	0	1	0	1	0
19	3	22	15%	same	same_15	47	left	-1.307	-1.324	-1.304	6.295	right	39	3.058	-1	0.711	1	1	1	0	1
19	189	5	5%	same	same_5	18	right	1.031	1.043	-0.197	3.254	left	9	-4.659	1	0.501	1	0	1	0	1
19	186	10	5%	same	same_5	29	right	2.085	2.034	-0.587	4.674	left	21	-6.019	1	0.598	1	0	1	0	1
19	8	11	15%	same	same_15	30	left	-1.096	-1.174	-1.041	4.972	right	24	3.726	-1	0.711	1	1	1	0	1
19	182	9	5%	same	same_5	27	right	1.171	1.15	-0.605	4.454	left	18	-7.711	1	0.557	1	0	1	0	1
19	10	9	15%	same	same_15	27	left	-1.171	-1.165	-1.159	4.454	right	18	7.711	1	0.711	0	0	0	1	0
19	11	13	15%	same	same_15	32	right	0.87	0.842	0.86	5.412	left	28	-4.576	-1	1.312	0	0	0	1	0
19	179	4	5%	same	same_5	17	left	-0.985	-0.922	0.456	3.711	right	13	2.576	-1	0.576	1	0	1	0	1
19	178	11	5%	same	same_5	30	right	1.096	1.093	-0.527	4.972	left	24	-3.726	1	0.491	1	0	1	0	1
19	176	22	5%	same	same_5	47	right	1.307	1.292	-0.477	6.295	left	39	-3.058	-1	1.611	0	1	0	1	0
19	175	7	5%	same	same_5	25	right	0.942	0.857	-0.556	4.765	left	21	-7.396	1	1.31	1	0	1	0	1
19	13	0	15%	same	same_15	1	left	-0.775	-0.739	-0.796	2.342	right	4	3.749	1	0.948	0	0	0	1	0
19	143	17	5%	same	same_5	40	right	2.125	2.076	-0.862	6.532	left	42	-2.644	1	0.89	1	0	1	0	1
19	15	13	15%	same	same_15	32	left	-0.87	-0.842	-0.86	5.412	right	28	4.576	1	1.07	0	0	0	1	0
19	171	23	5%	same	same_5	48	right	0.888	0.867	-0.112	6.245	left	38	-8.275	-1	1.063	0	1	0	1	0
19	16	5	15%	same	same_15	18	left	-1.031	-1.055	-0.965	3.254	right	9	4.659	-1	1.226	1	1	1	0	1
19	17	1	15%	same	same_15	6	left	-0.931	-0.863	-0.896	2.989	right	8	5.179	-1	0.711	1	1	1	0	1
19	167	7	5%	same	same_5	25	left	-0.942	-0.857	0.556	4.765	right	21	7.396	1	0.702	0	1	0	1	0
19	142	18	5%	same	same_5	41	left	-1.528	-1.438	0.779	6.039	right	36	3.812	1	1.066	0	1	0	1	0
19	134	14	5%	same	same_5	33	left	-0.979	-0.946	0.98	5.336	right	28	3.279	-1	0.739	1	0	1	0	1
19	31	8	15%	same	same_15	26	right	1.733	1.778	1.829	4.764	left	21	-6.096	-1	0.711	0	0	0	1	0
19	48	2	15%	same	same_15	9	right	1.166	1.191	1.212	2.524	left	5	-2.767	1	0.929	1	1	1	0	1
19	103	22	5%	same	same_5	47	left	-1.307	-1.292	0.477	6.295	right	39	3.058	-1	0.711	1	0	1	0	1
19	102	15	5%	same	same_5	34	left	-1.54	-1.511	1.022	5.464	right	29	3.437	1	0.989	0	1	0	1	0
19	101	2	5%	same	same_5	9	left	-1.166	-1.125	0.128	2.524	right	5	2.767	1	0.894	0	1	0	1	0
19	100	20	5%	same	same_5	44	left	-1.608	-1.595	0.095	6.108	right	36	6.022	-1	0.455	1	0	1	0	1
19	49	10	15%	same	same_15	29	left	-2.085	-2.054	-2.042	4.674	right	21	6.019	1	1.065	0	0	0	1	0
19	50	15	15%	same	same_15	34	right	1.54	1.495	1.599	5.464	left	29	-3.437	1	0.719	1	1	1	0	1
19	97	24	15%	same	same_15	49	right	1.143	1.227	1.17	6.283	left	39	-3.668	1	0.739	1	1	1	0	1
19	96	21	15%	same	same_15	45	left	-1.854	-1.756	-1.876	6.381	right	39	10.722	1	0.604	0	0	0	1	0
19	94	16	15%	same	same_15	39	left	-0.915	-0.924	-0.87	5.459	right	29	9.09	-1	0.503	1	1	1	0	1
19	92	17	15%	same	same_15	40	left	-2.125	-2.208	-2.087	6.532	right	42	2.644	1	0.711	0	0	0	1	0
19	54	1	15%	same	same_15	6	right	0.931	0.863	0.896	2.989	left	8	-5.179	1	0.528	1	1	1	0	1
19	89	5	15%	same	same_15	18	right	1.031	1.055	0.965	3.254	left	9	-4.659	-1	0.459	0	0	0	1	0
19	86	10	15%	same	same_15	29	right	2.085	2.054	2.042	4.674	left	21	-6.019	-1	0.806	0	0	0	1	0
19	57	4	15%	same	same_15	17	right	0.985	1.043	1.041	3.711	left	13	-2.576	-1	0.604	0	0	0	1	0
19	58	0	15%	same	same_15	1	right	0.775	0.739	0.796	2.342	left	4	-3.749	-1	0.722	0	0	0	1	0
19	59	18	15%	same	same_15	41	right	1.528	1.518	1.564	6.039	left	36	-3.812	-1	0.716	0	0	0	1	0
19	82	9	15%	same	same_15	27	right	1.171	1.165	1.159	4.454	left	18	-7.711	1	0.633	1	1	1	0	1
19	60	16	15%	same	same_15	39	right	0.915	0.924	0.87	5.459	left	29	-9.09	-1	0.447	0	0	0	1	0
19	79	4	15%	same	same_15	17	left	-0.985	-1.043	-1.041	3.711	right	13	2.576	1	0.56	0	0	0	1	0
19	78	11	15%	same	same_15	30	right	1.096	1.174	1.041	4.972	left	24	-3.726	-1	0.664	0	0	0	1	0
19	62	3	15%	same	same_15	11	left	-0.946	-0.864	-0.966	3.877	right	14	2.704	1	0.613	0	0	0	1	0
19	76	22	15%	same	same_15	47	right	1.307	1.324	1.304	6.295	left	39	-3.058	1	0.489	1	1	1	0	1
19	75	7	15%	same	same_15	25	right	0.942	0.973	0.846	4.765	left	21	-7.396	-1	0.685	0	0	0	1	0
19	71	23	15%	same	same_15	48	right	0.888	0.866	0.928	6.245	left	38	-8.275	-1	0.691	0	0	0	1	0
19	46	6	15%	same	same_15	21	right	1.729	1.819	1.753	4.728	left	21	-2.728	1	0.711	1	1	1	0	1
19	141	23	5%	same	same_5	48	left	-0.888	-0.867	0.112	6.245	right	38	8.275	1	0.582	0	1	0	1	0
19	108	11	5%	same	same_5	30	left	-1.096	-1.093	0.527	4.972	right	24	3.726	-1	0.975	1	0	1	0	1
19	111	13	5%	same	same_5	32	right	0.87	0.823	-0.779	5.412	left	28	-4.576	1	0.497	1	0	1	0	1
19	139	6	5%	same	same_5	22	left	-1.244	-1.278	0.269	4.911	right	23	3.587	-1	0.446	1	0	1	0	1
19	138	24	5%	same	same_5	49	left	-1.143	-1.175	0.382	6.283	right	39	3.668	-1	0.727	1	0	1	0	1
19	137	14	5%	same	same_5	33	right	0.979	0.946	-0.98	5.336	left	28	-3.279	1	0.484	1	0	1	0	1
19	32	20	15%	same	same_15	44	right	1.608	1.599	1.642	6.108	left	36	-6.022	-1	1.623	0	0	0	1	0
19	33	19	15%	same	same_15	43	left	-1.392	-1.428	-1.447	6.468	right	40	8.888	1	0.707	0	0	0	1	0
19	68	3	15%	same	same_15	11	right	0.946	0.864	0.966	3.877	left	14	-2.704	1	1.05	1	1	1	0	1
