;num_trial;path_seed;noise_lvl;slope;sd;mean;min;max;response;RT;prop_left;acc
0;0;380127118;1.5;6.0;1.49;5.98;2.81;9.17;1;0.475;0;1
1;1;380127118;1.5;4.0;1.49;3.98;0.81;7.17;1;0.44;0;1
2;2;438462352;1.5;2.0;1.49;2.0;-0.59;5.52;1;0.591;0;1
3;3;438462352;1.5;0.0;1.49;-0.0;-2.59;3.52;-1;0.491;1;0
4;4;570875540;1.5;1.0;1.5;1.02;-2.87;4.94;1;0.491;0;1
5;5;570875540;1.5;1.0;1.5;1.02;-2.87;4.94;-1;0.415;1;0
6;6;79695259;1.5;1.5;1.5;1.5;-2.17;5.59;1;0.64;0;1
7;7;79695259;1.5;1.5;1.5;1.5;-2.17;5.59;1;0.675;0;1
8;8;357337627;1.5;1.0;1.49;0.98;-2.32;3.75;1;0.622;0;1
9;9;357337627;1.5;1.0;1.49;0.98;-2.32;3.75;1;0.496;0;1
10;10;339048478;1.5;0.5;1.53;0.46;-2.96;3.73;-1;0.548;1;0
11;11;339048478;1.5;1.0;1.53;0.96;-2.46;4.23;1;0.379;0;1
12;12;3897512;1.5;1.0;1.5;0.97;-1.91;4.07;1;0.458;0;1
13;13;3897512;1.5;0.5;1.5;0.47;-2.41;3.57;1;0.525;0;1
14;14;152833960;1.5;0.5;1.48;0.5;-2.94;4.03;1;0.491;0;1
15;15;152833960;1.5;0.0;1.48;-0.0;-3.44;3.53;-1;0.473;1;0
16;16;386198835;1.5;1.0;1.5;1.0;-2.28;3.98;1;0.716;0;1
17;17;386198835;1.5;1.0;1.5;1.0;-2.28;3.98;1;0.56;0;1
18;18;426752948;1.5;0.5;1.5;0.49;-2.79;4.16;1;0.439;0;1
19;19;426752948;1.5;0.5;1.5;0.49;-2.79;4.16;1;0.486;0;1
20;20;279855541;1.5;-6.0;1.53;-6.05;-9.73;-2.99;-1;0.377;1;1
21;21;279855541;1.5;-4.0;1.53;-4.05;-7.73;-0.99;-1;0.254;1;1
22;22;295334325;1.5;-2.0;1.48;-2.0;-6.12;1.16;-1;0.592;1;1
23;23;295334325;1.5;0.0;1.48;0.0;-4.12;3.16;1;0.426;0;0
24;24;188144440;1.5;1.0;1.51;1.04;-2.83;4.24;1;0.404;0;1
25;25;188144440;1.5;1.0;1.51;1.04;-2.83;4.24;1;0.367;0;1
26;26;393153215;1.5;0.5;1.49;0.49;-3.04;4.21;1;0.375;0;1
27;27;393153215;1.5;0.5;1.49;0.49;-3.04;4.21;1;0.39;0;1
28;28;639661761;1.5;0.0;1.49;0.01;-3.75;3.64;1;0.491;0;0
29;29;639661761;1.5;-1.0;1.49;-0.99;-4.75;2.64;-1;0.541;1;1
30;30;854310224;1.5;-1.0;1.5;-1.03;-4.03;2.73;-1;0.589;1;1
31;31;854310224;1.5;-0.5;1.5;-0.53;-3.53;3.23;1;0.67;0;0
32;32;969697365;1.5;-1.0;1.5;-1.02;-4.81;2.38;-1;0.398;1;1
33;33;969697365;1.5;-1.0;1.5;-1.02;-4.81;2.38;-1;0.497;1;1
34;34;573494491;1.5;-0.5;1.55;-0.45;-3.9;3.04;1;0.448;0;0
35;35;573494491;1.5;-1.0;1.55;-0.95;-4.4;2.54;1;0.427;0;0
36;36;206088160;1.5;-1.5;1.48;-1.51;-5.04;1.73;-1;0.534;1;1
37;37;206088160;1.5;-1.5;1.48;-1.51;-5.04;1.73;-1;0.441;1;1
38;38;427832034;1.5;-1.0;1.49;-1.01;-3.92;2.54;-1;0.532;1;1
39;39;427832034;1.5;-1.0;1.49;-1.01;-3.92;2.54;-1;0.425;1;1
40;0;564542017;3.0;6.0;3.0;5.96;-0.74;13.03;1;0.443;0;1
41;1;564542017;3.0;4.0;3.0;3.96;-2.74;11.03;1;0.481;0;1
42;2;708828609;3.0;2.0;2.98;1.99;-4.33;8.74;-1;0.337;1;0
43;3;708828609;3.0;2.5;2.98;2.49;-3.83;9.24;-1;0.559;1;0
44;4;348283459;3.0;3.0;2.98;3.01;-5.26;10.74;1;0.4925;0;1
45;5;348283459;3.0;3.0;2.98;3.01;-5.26;10.74;1;0.573;0;1
46;6;267566244;3.0;2.5;2.98;2.5;-4.18;9.06;1;0.459;0;1
47;7;267566244;3.0;2.5;2.98;2.5;-4.18;9.06;1;0.423;0;1
48;8;16647301;3.0;2.0;3.0;1.96;-4.8;8.95;1;0.506;0;1
49;9;16647301;3.0;2.0;3.0;1.96;-4.8;8.95;1;0.439;0;1
50;10;182719943;3.0;1.5;3.03;1.43;-4.89;8.16;-1;0.391;1;0
51;11;182719943;3.0;2.0;3.03;1.93;-4.39;8.66;1;0.4925;0;1
52;12;663561545;3.0;2.0;2.97;2.0;-5.28;9.5;1;0.728;0;1
53;13;663561545;3.0;1.5;2.97;1.5;-5.78;9.0;1;0.498;0;1
54;14;736200266;3.0;1.5;2.98;1.49;-5.95;8.08;1;0.478;0;1
55;15;736200266;3.0;1.0;2.98;0.99;-6.45;7.58;1;0.4925;0;1
56;16;939097707;3.0;1.0;3.0;0.97;-6.34;8.36;1;0.392;0;1
57;17;939097707;3.0;0.5;3.0;0.47;-6.84;7.86;1;0.471;0;1
58;18;347338382;3.0;0.5;2.99;0.49;-7.21;8.24;1;0.477;0;1
59;19;347338382;3.0;0.0;2.99;-0.01;-7.71;7.74;1;0.504;0;0
60;20;714756784;3.0;-6.0;3.0;-6.05;-13.51;1.39;-1;0.36;1;1
61;21;714756784;3.0;-4.0;3.0;-4.05;-11.51;3.39;-1;0.59;1;1
62;22;550250207;3.0;-2.0;3.0;-2.03;-8.74;4.33;-1;0.631;1;1
63;23;550250207;3.0;0.0;3.0;-0.03;-6.74;6.33;1;0.649;0;0
64;24;893629044;3.0;1.0;3.0;0.96;-6.05;8.4;1;0.463;0;1
65;25;893629044;3.0;1.0;3.0;0.96;-6.05;8.4;1;0.508;0;1
66;26;994409911;3.0;0.5;2.99;0.52;-6.62;6.64;1;0.535;0;1
67;27;994409911;3.0;0.5;2.99;0.52;-6.62;6.64;1;0.477;0;1
68;28;935484024;3.0;0.0;2.97;-0.0;-7.88;7.72;1;0.456;0;0
69;29;935484024;3.0;1.0;2.97;1.0;-6.88;8.72;1;0.43;0;1
70;30;798330489;3.0;1.0;2.99;1.03;-6.42;8.01;1;0.437;0;1
71;31;798330489;3.0;0.5;2.99;0.53;-6.92;7.51;1;0.397;0;1
72;32;928864415;3.0;0.5;2.98;0.48;-7.45;8.19;-1;0.543;1;0
