;num_trial;path_seed;noise_lvl;slope;sd;mean;min;max;response;RT;prop_left;acc
24;24;188144440;1.5;-1.0;1.51;-0.96;-4.83;2.24;-1;0.481;1;1
25;25;188144440;1.5;-1.0;1.51;-0.96;-4.83;2.24;1;0.736;0;0
26;26;393153215;1.5;-1.5;1.49;-1.51;-5.04;2.21;-1;0.48;1;1
27;27;393153215;1.5;-1.5;1.49;-1.51;-5.04;2.21;-1;0.802;1;1
28;28;639661761;1.5;-1.0;1.49;-0.99;-4.75;2.64;-1;0.485;1;1
29;29;639661761;1.5;-1.0;1.49;-0.99;-4.75;2.64;-1;0.467;1;1
30;30;854310224;1.5;-0.5;1.5;-0.53;-3.53;3.23;-1;0.586;1;1
31;31;854310224;1.5;-0.5;1.5;-0.53;-3.53;3.23;-1;0.562;1;1
32;32;969697365;1.5;0.0;1.5;-0.02;-3.81;3.38;-1;0.489;1;0
33;33;969697365;1.5;-1.0;1.5;-1.02;-4.81;2.38;-1;0.615;1;1
34;34;573494491;1.5;-1.0;1.55;-0.95;-4.4;2.54;1;0.584;0;0
35;35;573494491;1.5;-1.5;1.55;-1.45;-4.9;2.04;1;0.278;0;0
36;36;206088160;1.5;-2.0;1.48;-2.01;-5.54;1.23;-1;0.433;1;1
37;37;206088160;1.5;-2.0;1.48;-2.01;-5.54;1.23;-1;0.78;1;1
38;38;427832034;1.5;-1.5;1.49;-1.51;-4.42;2.04;-1;0.525;1;1
39;39;427832034;1.5;-1.5;1.49;-1.51;-4.42;2.04;-1;0.459;1;1
40;0;564542017;3.0;6.0;3.0;5.96;-0.74;13.03;1;0.249;0;1
41;1;564542017;3.0;4.0;3.0;3.96;-2.74;11.03;1;0.284;0;1
42;2;708828609;3.0;2.0;2.98;1.99;-4.33;8.74;-1;0.616;1;0
43;3;708828609;3.0;2.5;2.98;2.49;-3.83;9.24;1;0.339;0;1
44;4;348283459;3.0;2.5;2.98;2.51;-5.76;10.24;1;0.173;0;1
45;5;348283459;3.0;2.0;2.98;2.01;-6.26;9.74;1;0.448;0;1
46;6;267566244;3.0;2.0;2.98;2.0;-4.68;8.56;1;0.92;0;1
47;7;267566244;3.0;1.5;2.98;1.5;-5.18;8.06;1;0.345;0;1
48;8;16647301;3.0;1.5;3.0;1.46;-5.3;8.45;1;0.36;0;1
49;9;16647301;3.0;1.0;3.0;0.96;-5.8;7.95;-1;0.499;1;0
50;10;182719943;3.0;1.5;3.03;1.43;-4.89;8.16;-1;0.628;1;0
51;11;182719943;3.0;2.0;3.03;1.93;-4.39;8.66;1;0.535;0;1
52;12;663561545;3.0;2.0;2.97;2.0;-5.28;9.5;-1;0.788;1;0
53;13;663561545;3.0;2.5;2.97;2.5;-4.78;10.0;1;0.734;0;1
54;14;736200266;3.0;2.5;2.98;2.49;-4.95;9.08;1;0.573;0;1
55;15;736200266;3.0;2.0;2.98;1.99;-5.45;8.58;1;0.496;0;1
56;16;939097707;3.0;2.0;3.0;1.97;-5.34;9.36;1;0.437;0;1
57;17;939097707;3.0;1.5;3.0;1.47;-5.84;8.86;1;0.532;0;1
58;18;347338382;3.0;1.5;2.99;1.49;-6.21;9.24;1;0.299;0;1
59;19;347338382;3.0;1.0;2.99;0.99;-6.71;8.74;-1;0.497;1;0
60;20;714756784;3.0;-6.0;3.0;-6.05;-13.51;1.39;-1;0.421;1;1
61;21;714756784;3.0;-4.0;3.0;-4.05;-11.51;3.39;-1;0.393;1;1
62;22;550250207;3.0;-2.0;3.0;-2.03;-8.74;4.33;-1;0.771;1;1
63;23;550250207;3.0;0.0;3.0;-0.03;-6.74;6.33;-1;0.737;1;0
64;24;893629044;3.0;-1.0;3.0;-1.04;-8.05;6.4;-1;0.497;1;1
65;25;893629044;3.0;-1.0;3.0;-1.04;-8.05;6.4;-1;0.61;1;1
66;26;994409911;3.0;-0.5;2.99;-0.48;-7.62;5.64;-1;0.464;1;1
67;27;994409911;3.0;-0.5;2.99;-0.48;-7.62;5.64;1;0.469;0;0
68;28;935484024;3.0;-1.0;2.97;-1.0;-8.88;6.72;-1;0.497;1;1
69;29;935484024;3.0;-1.0;2.97;-1.0;-8.88;6.72;1;0.595;0;0
70;30;798330489;3.0;-1.5;2.99;-1.47;-8.92;5.51;-1;0.497;1;1
71;31;798330489;3.0;-1.5;2.99;-1.47;-8.92;5.51;-1;0.469;1;1
72;32;928864415;3.0;-1.0;2.98;-1.02;-8.95;6.69;-1;0.486;1;1
73;33;928864415;3.0;-1.0;2.98;-1.02;-8.95;6.69;-1;0.309;1;1
74;34;347338382;3.0;-0.5;2.99;-0.51;-8.21;7.24;-1;0.518;1;1
75;35;347338382;3.0;-0.5;2.99;-0.51;-8.21;7.24;1;0.445;0;0
76;36;409060100;3.0;-1.0;3.01;-0.95;-7.16;5.16;1;0.378;0;0
77;37;409060100;3.0;-1.5;3.01;-1.45;-7.66;4.66;-1;0.43;1;1
78;38;658159113;3.0;-1.5;2.99;-1.46;-8.37;6.06;-1;0.498;1;1
79;39;658159113;3.0;-1.0;2.99;-0.96;-7.87;6.56;-1;0.561;1;1
80;0;678891659;4.5;6.0;4.51;5.94;-5.44;17.66;1;0.372;0;1
81;1;678891659;4.5;4.0;4.51;3.94;-7.44;15.66;1;0.5135000000000001;0;1
82;2;101637981;4.5;2.0;4.48;2.06;-8.95;12.03;1;0.516;0;1
83;3;101637981;4.5;0.0;4.48;0.06;-10.95;10.03;1;0.829;0;0
84;4;347338382;4.5;1.0;4.48;0.98;-10.57;12.62;-1;0.516;1;0
85;5;347338382;4.5;1.5;4.48;1.48;-10.07;13.12;1;0.576;0;1
86;6;538339265;4.5;1.5;4.52;1.58;-9.06;12.8;-1;0.551;1;0
87;7;538339265;4.5;2.0;4.52;2.08;-8.56;13.3;1;0.496;0;1
88;8;731673578;4.5;2.0;4.47;1.98;-8.34;12.54;1;0.468;0;1
89;9;731673578;4.5;1.5;4.47;1.48;-8.84;12.04;-1;0.535;1;0
90;10;447369645;4.5;2.0;4.49;2.04;-9.73;11.67;1;0.335;0;1
91;11;447369645;4.5;2.0;4.49;2.04;-9.73;11.67;1;0.511;0;1
92;12;164302326;4.5;1.5;4.46;1.5;-9.8;14.62;1;0.531;0;1
93;13;164302326;4.5;1.5;4.46;1.5;-9.8;14.62;-1;0.67;1;0
94;14;610624057;4.5;2.0;4.49;2.05;-8.66;11.56;1;0.503;0;1
95;15;610624057;4.5;2.0;4.49;2.05;-8.66;11.56;1;0.219;0;1
96;16;973130780;4.5;1.5;4.61;1.35;-9.39;13.05;-1;0.571;1;0
97;17;973130780;4.5;2.0;4.61;1.85;-8.89;13.55;-1;0.654;1;0
98;18;570542700;4.5;2.5;4.5;2.56;-8.54;11.21;1;0.437;0;1
99;19;570542700;4.5;2.5;4.5;2.56;-8.54;11.21;1;0.557;0;1
100;20;956002509;4.5;-6.0;4.47;-6.01;-16.36;3.06;-1;0.585;1;1
101;21;956002509;4.5;-4.0;4.47;-4.01;-14.36;5.06;-1;0.378;1;1
102;22;575387501;4.5;-2.0;4.63;-2.15;-15.18;5.59;-1;0.414;1;1
103;23;575387501;4.5;0.0;4.63;-0.15;-13.18;7.59;-1;0.49;1;0
104;24;675929460;4.5;-1.0;4.51;-0.94;-12.29;10.92;1;0.475;0;0
105;25;675929460;4.5;-1.5;4.51;-1.44;-12.79;10.42;1;0.625;0;0
106;26;953722694;4.5;-2.0;4.6;-1.87;-10.97;10.25;-1;0.611;1;1
107;27;953722694;4.5;-2.0;4.6;-1.87;-10.97;10.25;-1;0.388;1;1
108;28;242808426;4.5;-1.5;4.46;-1.51;-13.44;13.57;-1;0.569;1;1
109;29;242808426;4.5;-1.5;4.46;-1.51;-13.44;13.57;1;0.801;0;0
110;30;893241675;4.5;-2.0;4.46;-1.99;-16.56;5.3;-1;0.47;1;1
111;31;893241675;4.5;-2.0;4.46;-1.99;-16.56;5.3;-1;0.431;1;1
112;32;764797806;4.5;-1.5;4.48;-1.53;-12.04;8.25;-1;0.521;1;1
113;33;764797806;4.5;-1.5;4.48;-1.53;-12.04;8.25;-1;0.413;1;1
114;34;164302326;4.5;-1.0;4.46;-1.0;-12.3;12.12;-1;0.492;1;1
115;35;164302326;4.5;-1.0;4.46;-1.0;-12.3;12.12;-1;0.467;1;1
116;36;851986172;4.5;-0.5;4.48;-0.53;-10.69;11.53;-1;0.718;1;1
117;37;851986172;4.5;-0.5;4.48;-0.53;-10.69;11.53;-1;0.599;1;1
118;38;851986172;4.5;0.0;4.48;-0.03;-10.19;12.03;-1;0.434;1;0
119;39;851986172;4.5;-1.0;4.48;-1.03;-11.19;11.03;-1;0.653;1;1
120;0;372553040;6.0;6.0;6.07;5.87;-9.69;18.29;1;0.224;0;1
121;1;372553040;6.0;4.0;6.07;3.87;-11.69;16.29;1;0.573;0;1
122;2;733117513;6.0;2.0;5.98;1.94;-15.1;15.46;1;0.416;0;1
123;3;733117513;6.0;0.0;5.98;-0.06;-17.1;13.46;1;0.417;0;0
124;4;575387501;6.0;1.0;6.17;0.8;-16.57;11.12;-1;0.586;1;0
125;5;575387501;6.0;1.5;6.17;1.3;-16.07;11.62;-1;0.575;1;0
126;6;16647301;6.0;2.0;6.01;1.91;-11.6;15.9;-1;0.517;1;0
127;7;16647301;6.0;2.5;6.01;2.41;-11.1;16.4;-1;0.712;1;0
128;8;610624057;6.0;3.0;5.99;3.07;-11.22;15.74;-1;0.544;1;0
129;9;610624057;6.0;3.5;5.99;3.57;-10.72;16.24;1;0.475;0;1
130;10;731673578;6.0;3.5;5.96;3.48;-10.29;17.56;1;0.669;0;1
131;11;731673578;6.0;3.0;5.96;2.98;-10.79;17.06;1;1.361;0;1
132;12;538339265;6.0;3.0;6.03;3.11;-11.08;18.07;1;0.472;0;1
133;13;538339265;6.0;2.5;6.03;2.61;-11.58;17.57;1;0.697;0;1
134;14;638354634;6.0;2.5;5.96;2.55;-11.99;19.23;1;0.479;0;1
135;15;638354634;6.0;2.0;5.96;2.05;-12.49;18.73;1;0.41;0;1
136;16;956002509;6.0;2.0;5.96;1.98;-11.82;14.07;1;1.009;0;1
137;17;956002509;6.0;1.5;5.96;1.48;-12.32;13.57;-1;0.994;1;0
138;18;728976698;6.0;2.0;6.02;2.11;-12.74;14.79;1;0.837;0;1
139;19;728976698;6.0;2.0;6.02;2.11;-12.74;14.79;1;0.573;0;1
140;20;372553040;6.0;-6.0;6.07;-6.13;-21.69;6.29;-1;0.433;1;1
141;21;372553040;6.0;-4.0;6.07;-4.13;-19.69;8.29;-1;0.46;1;1
142;22;733117513;6.0;-2.0;5.98;-2.06;-19.1;11.46;-1;0.568;1;1
143;23;733117513;6.0;0.0;5.98;-0.06;-17.1;13.46;1;0.532;0;0
144;24;575387501;6.0;1.0;6.17;0.8;-16.57;11.12;-1;1.131;1;0
145;25;575387501;6.0;1.5;6.17;1.3;-16.07;11.62;1;0.578;0;1
146;26;16647301;6.0;1.5;6.01;1.41;-12.1;15.4;-1;0.701;1;0
147;27;16647301;6.0;2.0;6.01;1.91;-11.6;15.9;1;1.219;0;1
148;28;610624057;6.0;2.0;5.99;2.07;-12.22;14.74;1;1.082;0;1
149;29;610624057;6.0;1.5;5.99;1.57;-12.72;14.24;1;0.573;0;1
150;30;731673578;6.0;1.5;5.96;1.48;-12.29;15.56;1;0.923;0;1
151;31;731673578;6.0;1.0;5.96;0.98;-12.79;15.06;-1;0.437;1;0
152;32;538339265;6.0;1.5;6.03;1.61;-12.58;16.57;1;0.439;0;1
153;33;538339265;6.0;1.5;6.03;1.61;-12.58;16.57;1;0.705;0;1
154;34;638354634;6.0;1.0;5.96;1.05;-13.49;17.73;-1;0.632;1;0
155;35;638354634;6.0;1.5;5.96;1.55;-12.99;18.23;-1;0.53;1;0
156;36;956002509;6.0;2.0;5.96;1.98;-11.82;14.07;1;0.494;0;1
157;37;956002509;6.0;2.0;5.96;1.98;-11.82;14.07;-1;0.549;1;0
158;38;728976698;6.0;2.5;6.02;2.61;-12.24;15.29;1;0.534;0;1
159;39;728976698;6.0;2.5;6.02;2.61;-12.24;15.29;1;0.571;0;1
