;num_trial;path_seed;noise_lvl;slope;sd;mean;min;max;response;RT;prop_left;acc
0;0;380127118;1.5;6.0;1.49;5.98;2.81;9.17;1;0.333;0;1
1;1;380127118;1.5;4.0;1.49;3.98;0.81;7.17;1;0.335;0;1
2;2;438462352;1.5;2.0;1.49;2.0;-0.59;5.52;1;0.362;0;1
3;3;438462352;1.5;0.0;1.49;-0.0;-2.59;3.52;-1;0.311;1;0
4;4;570875540;1.5;-1.0;1.5;-0.98;-4.87;2.94;-1;0.358;1;1
5;5;570875540;1.5;-1.0;1.5;-0.98;-4.87;2.94;-1;0.508;1;1
6;6;79695259;1.5;-0.5;1.5;-0.5;-4.17;3.59;-1;0.36;1;1
7;7;79695259;1.5;-0.5;1.5;-0.5;-4.17;3.59;-1;0.475;1;1
8;8;357337627;1.5;0.0;1.49;-0.02;-3.32;2.75;-1;0.535;1;0
9;9;357337627;1.5;1.0;1.49;0.98;-2.32;3.75;1;0.88;0;1
10;10;339048478;1.5;1.0;1.53;0.96;-2.46;4.23;-1;0.649;1;0
11;11;339048478;1.5;1.5;1.53;1.46;-1.96;4.73;-1;0.475;1;0
12;12;3897512;1.5;2.0;1.5;1.97;-0.91;5.07;1;0.654;0;1
13;13;3897512;1.5;2.0;1.5;1.97;-0.91;5.07;1;0.477;0;1
14;14;152833960;1.5;1.5;1.48;1.5;-1.94;5.03;1;0.473;0;1
15;15;152833960;1.5;1.5;1.48;1.5;-1.94;5.03;1;0.551;0;1
16;16;386198835;1.5;1.0;1.5;1.0;-2.28;3.98;1;0.721;0;1
17;17;386198835;1.5;1.0;1.5;1.0;-2.28;3.98;1;0.509;0;1
18;18;426752948;1.5;0.5;1.5;0.49;-2.79;4.16;-1;0.593;1;0
19;19;426752948;1.5;1.0;1.5;0.99;-2.29;4.66;1;0.495;0;1
20;20;279855541;1.5;-6.0;1.53;-6.05;-9.73;-2.99;-1;0.331;1;1
21;21;279855541;1.5;-4.0;1.53;-4.05;-7.73;-0.99;-1;0.284;1;1
22;22;295334325;1.5;-2.0;1.48;-2.0;-6.12;1.16;-1;0.317;1;1
23;23;295334325;1.5;0.0;1.48;0.0;-4.12;3.16;-1;0.57;1;0
24;24;188144440;1.5;-1.0;1.51;-0.96;-4.83;2.24;-1;0.206;1;1
25;25;188144440;1.5;-1.0;1.51;-0.96;-4.83;2.24;-1;0.364;1;1
26;26;393153215;1.5;-0.5;1.49;-0.51;-4.04;3.21;1;0.45;0;0
27;27;393153215;1.5;-1.0;1.49;-1.01;-4.54;2.71;-1;0.352;1;1
28;28;639661761;1.5;-1.0;1.49;-0.99;-4.75;2.64;-1;0.466;1;1
29;29;639661761;1.5;-0.5;1.49;-0.49;-4.25;3.14;-1;0.347;1;1
30;30;854310224;1.5;-0.5;1.5;-0.53;-3.53;3.23;-1;0.465;1;1
31;31;854310224;1.5;0.0;1.5;-0.03;-3.03;3.73;1;0.81;0;0
32;32;969697365;1.5;1.0;1.5;0.98;-2.81;4.38;-1;0.812;1;0
33;33;969697365;1.5;1.5;1.5;1.48;-2.31;4.88;-1;0.718;1;0
34;34;573494491;1.5;2.0;1.55;2.05;-1.4;5.54;1;0.444;0;1
35;35;573494491;1.5;2.0;1.55;2.05;-1.4;5.54;1;0.433;0;1
36;36;206088160;1.5;1.5;1.48;1.49;-2.04;4.73;1;0.742;0;1
37;37;206088160;1.5;1.5;1.48;1.49;-2.04;4.73;1;0.108;0;1
38;38;427832034;1.5;1.0;1.49;0.99;-1.92;4.54;-1;0.591;1;0
39;39;427832034;1.5;1.5;1.49;1.49;-1.42;5.04;1;0.524;0;1
40;0;564542017;3.0;6.0;3.0;5.96;-0.74;13.03;1;0.367;0;1
41;1;564542017;3.0;4.0;3.0;3.96;-2.74;11.03;1;0.42;0;1
42;2;708828609;3.0;2.0;2.98;1.99;-4.33;8.74;-1;0.403;1;0
43;3;708828609;3.0;2.5;2.98;2.49;-3.83;9.24;1;0.555;0;1
44;4;348283459;3.0;2.5;2.98;2.51;-5.76;10.24;1;0.53;0;1
45;5;348283459;3.0;2.0;2.98;2.01;-6.26;9.74;1;0.644;0;1
46;6;267566244;3.0;2.0;2.98;2.0;-4.68;8.56;1;0.991;0;1
47;7;267566244;3.0;1.5;2.98;1.5;-5.18;8.06;1;0.657;0;1
48;8;16647301;3.0;1.5;3.0;1.46;-5.3;8.45;-1;0.663;1;0
49;9;16647301;3.0;2.0;3.0;1.96;-4.8;8.95;1;0.555;0;1
