;num_trial;path_seed;noise_lvl;slope;sd;mean;min;max;response;RT;prop_left;acc
0;0;380127118;1.5;6.0;1.49;5.98;2.81;9.17;1;0.217;0;1
1;1;380127118;1.5;4.0;1.49;3.98;0.81;7.17;1;0.34175;0;1
2;2;438462352;1.5;2.0;1.49;2.0;-0.59;5.52;-1;0.222;1;0
3;3;438462352;1.5;2.5;1.49;2.5;-0.09;6.02;-1;0.408;1;0
4;4;570875540;1.5;3.0;1.5;3.02;-0.87;6.94;1;0.361;0;1
5;5;570875540;1.5;3.0;1.5;3.02;-0.87;6.94;1;0.476;0;1
6;6;79695259;1.5;2.5;1.5;2.5;-1.17;6.59;1;0.392;0;1
7;7;79695259;1.5;2.5;1.5;2.5;-1.17;6.59;1;0.486;0;1
8;8;357337627;1.5;2.0;1.49;1.98;-1.32;4.75;1;0.296;0;1
9;9;357337627;1.5;2.0;1.49;1.98;-1.32;4.75;1;0.222;0;1
10;10;339048478;1.5;1.5;1.53;1.46;-1.96;4.73;1;0.293;0;1
11;11;339048478;1.5;1.5;1.53;1.46;-1.96;4.73;-1;0.347;1;0
12;12;3897512;1.5;2.0;1.5;1.97;-0.91;5.07;-1;0.461;1;0
13;13;3897512;1.5;2.5;1.5;2.47;-0.41;5.57;1;0.323;0;1
14;14;152833960;1.5;2.5;1.48;2.5;-0.94;6.03;1;0.268;0;1
15;15;152833960;1.5;2.0;1.48;2.0;-1.44;5.53;1;0.402;0;1
16;16;386198835;1.5;2.0;1.5;2.0;-1.28;4.98;1;0.401;0;1
17;17;386198835;1.5;1.5;1.5;1.5;-1.78;4.48;1;0.334;0;1
18;18;426752948;1.5;1.5;1.5;1.49;-1.79;5.16;1;0.256;0;1
19;19;426752948;1.5;1.0;1.5;0.99;-2.29;4.66;-1;0.22;1;0
20;20;279855541;1.5;-6.0;1.53;-6.05;-9.73;-2.99;-1;0.375;1;1
21;21;279855541;1.5;-4.0;1.53;-4.05;-7.73;-0.99;-1;0.438;1;1
22;22;295334325;1.5;-2.0;1.48;-2.0;-6.12;1.16;-1;0.312;1;1
23;23;295334325;1.5;0.0;1.48;0.0;-4.12;3.16;-1;0.325;1;0
24;24;188144440;1.5;-1.0;1.51;-0.96;-4.83;2.24;-1;0.425;1;1
25;25;188144440;1.5;-1.0;1.51;-0.96;-4.83;2.24;-1;0.38;1;1
26;26;393153215;1.5;-0.5;1.49;-0.51;-4.04;3.21;-1;0.453;1;1
27;27;393153215;1.5;-0.5;1.49;-0.51;-4.04;3.21;1;0.465;0;0
28;28;639661761;1.5;-1.0;1.49;-0.99;-4.75;2.64;-1;0.335;1;1
29;29;639661761;1.5;-1.0;1.49;-0.99;-4.75;2.64;-1;0.307;1;1
30;30;854310224;1.5;-0.5;1.5;-0.53;-3.53;3.23;-1;0.298;1;1
31;31;854310224;1.5;-0.5;1.5;-0.53;-3.53;3.23;-1;0.344;1;1
32;32;969697365;1.5;0.0;1.5;-0.02;-3.81;3.38;-1;0.3425;1;0
33;33;969697365;1.5;1.0;1.5;0.98;-2.81;4.38;1;0.374;0;1
34;34;573494491;1.5;1.0;1.55;1.05;-2.4;4.54;1;0.306;0;1
35;35;573494491;1.5;0.5;1.55;0.55;-2.9;4.04;1;0.341;0;1
36;36;206088160;1.5;0.5;1.48;0.49;-3.04;3.73;-1;0.328;1;0
