;num_trial;path_seed;noise_lvl;slope;sd;mean;min;max;response;RT;prop_left;acc
37;37;206088160;1.5;1.0;1.48;0.99;-2.54;4.23;-1;0.361;1;0
38;38;427832034;1.5;1.5;1.49;1.49;-1.42;5.04;1;0.311;0;1
39;39;427832034;1.5;1.5;1.49;1.49;-1.42;5.04;1;0.483;0;1
40;0;564542017;3.0;6.0;3.0;5.96;-0.74;13.03;1;0.355;0;1
41;1;564542017;3.0;4.0;3.0;3.96;-2.74;11.03;1;0.345;0;1
42;2;708828609;3.0;2.0;2.98;1.99;-4.33;8.74;-1;0.401;1;0
43;3;708828609;3.0;2.5;2.98;2.49;-3.83;9.24;1;0.363;0;1
44;4;348283459;3.0;2.5;2.98;2.51;-5.76;10.24;1;0.193;0;1
45;5;348283459;3.0;2.0;2.98;2.01;-6.26;9.74;1;0.341;0;1
46;6;267566244;3.0;2.0;2.98;2.0;-4.68;8.56;1;0.328;0;1
47;7;267566244;3.0;1.5;2.98;1.5;-5.18;8.06;1;0.493;0;1
48;8;16647301;3.0;1.5;3.0;1.46;-5.3;8.45;-1;0.152;1;0
49;9;16647301;3.0;2.0;3.0;1.96;-4.8;8.95;-1;0.263;1;0
50;10;182719943;3.0;2.5;3.03;2.43;-3.89;9.16;-1;0.493;1;0
51;11;182719943;3.0;3.0;3.03;2.93;-3.39;9.66;1;0.262;0;1
52;12;663561545;3.0;3.0;2.97;3.0;-4.28;10.5;1;0.45;0;1
53;13;663561545;3.0;2.5;2.97;2.5;-4.78;10.0;-1;0.3905;1;0
54;14;736200266;3.0;3.0;2.98;2.99;-4.45;9.58;1;0.349;0;1
55;15;736200266;3.0;3.0;2.98;2.99;-4.45;9.58;1;0.329;0;1
56;16;939097707;3.0;2.5;3.0;2.47;-4.84;9.86;1;0.435;0;1
57;17;939097707;3.0;2.5;3.0;2.47;-4.84;9.86;-1;0.43;1;0
58;18;347338382;3.0;3.0;2.99;2.99;-4.71;10.74;-1;0.622;1;0
59;19;347338382;3.0;3.5;2.99;3.49;-4.21;11.24;1;0.341;0;1
60;20;714756784;3.0;-6.0;3.0;-6.05;-13.51;1.39;-1;0.216;1;1
61;21;714756784;3.0;-4.0;3.0;-4.05;-11.51;3.39;-1;0.39025;1;1
62;22;550250207;3.0;-2.0;3.0;-2.03;-8.74;4.33;-1;0.39025;1;1
63;23;550250207;3.0;0.0;3.0;-0.03;-6.74;6.33;-1;0.177;1;0
64;24;893629044;3.0;-1.0;3.0;-1.04;-8.05;6.4;-1;0.279;1;1
65;25;893629044;3.0;-1.0;3.0;-1.04;-8.05;6.4;-1;0.487;1;1
66;26;994409911;3.0;-0.5;2.99;-0.48;-7.62;5.64;-1;0.3905;1;1
67;27;994409911;3.0;-0.5;2.99;-0.48;-7.62;5.64;-1;0.525;1;1
68;28;935484024;3.0;0.0;2.97;-0.0;-7.88;7.72;-1;0.404;1;0
69;29;935484024;3.0;1.0;2.97;1.0;-6.88;8.72;-1;0.408;1;0
70;30;798330489;3.0;1.5;2.99;1.53;-5.92;8.51;1;0.39;0;1
71;31;798330489;3.0;1.5;2.99;1.53;-5.92;8.51;1;0.44;0;1
72;32;928864415;3.0;1.0;2.98;0.98;-6.95;8.69;-1;0.515;1;0
73;33;928864415;3.0;1.5;2.98;1.48;-6.45;9.19;-1;0.3905;1;0
74;34;347338382;3.0;2.0;2.99;1.99;-5.71;9.74;1;0.389;0;1
75;35;347338382;3.0;2.0;2.99;1.99;-5.71;9.74;1;0.407;0;1
76;36;409060100;3.0;1.5;3.01;1.55;-4.66;7.66;1;0.403;0;1
77;37;409060100;3.0;1.5;3.01;1.55;-4.66;7.66;1;0.391;0;1
78;38;658159113;3.0;1.0;2.99;1.04;-5.87;8.56;-1;0.455;1;0
79;39;658159113;3.0;1.5;2.99;1.54;-5.37;9.06;1;0.37;0;1
80;0;678891659;4.5;6.0;4.51;5.94;-5.44;17.66;1;0.504;0;1
81;1;678891659;4.5;4.0;4.51;3.94;-7.44;15.66;1;0.32;0;1
82;2;101637981;4.5;2.0;4.48;2.06;-8.95;12.03;-1;0.358;1;0
83;3;101637981;4.5;2.5;4.48;2.56;-8.45;12.53;-1;0.337;1;0
84;4;347338382;4.5;3.0;4.48;2.98;-8.57;14.62;1;0.48;0;1
85;5;347338382;4.5;3.0;4.48;2.98;-8.57;14.62;1;0.46;0;1
86;6;538339265;4.5;2.5;4.52;2.58;-8.06;13.8;1;0.434;0;1
87;7;538339265;4.5;2.5;4.52;2.58;-8.06;13.8;1;0.368;0;1
88;8;731673578;4.5;2.0;4.47;1.98;-8.34;12.54;1;0.426;0;1
89;9;731673578;4.5;2.0;4.47;1.98;-8.34;12.54;1;0.4005;0;1
90;10;447369645;4.5;1.5;4.49;1.54;-10.23;11.17;-1;0.4005;1;0
91;11;447369645;4.5;2.0;4.49;2.04;-9.73;11.67;1;0.358;0;1
92;12;164302326;4.5;2.0;4.46;2.0;-9.3;15.12;-1;0.33;1;0
93;13;164302326;4.5;2.5;4.46;2.5;-8.8;15.62;-1;0.401;1;0
94;14;610624057;4.5;3.0;4.49;3.05;-7.66;12.56;1;0.487;0;1
95;15;610624057;4.5;3.0;4.49;3.05;-7.66;12.56;1;0.374;0;1
96;16;973130780;4.5;2.5;4.61;2.35;-8.39;14.05;1;0.415;0;1
97;17;973130780;4.5;2.5;4.61;2.35;-8.39;14.05;-1;0.4005;1;0
98;18;570542700;4.5;3.0;4.5;3.06;-8.04;11.71;1;0.4005;0;1
99;19;570542700;4.5;3.0;4.5;3.06;-8.04;11.71;1;0.335;0;1
100;20;956002509;4.5;-6.0;4.47;-6.01;-16.36;3.06;-1;0.40025;1;1
101;21;956002509;4.5;-4.0;4.47;-4.01;-14.36;5.06;-1;0.302;1;1
102;22;575387501;4.5;-2.0;4.63;-2.15;-15.18;5.59;-1;0.354;1;1
103;23;575387501;4.5;0.0;4.63;-0.15;-13.18;7.59;-1;0.366;1;0
104;24;675929460;4.5;-1.0;4.51;-0.94;-12.29;10.92;-1;0.316;1;1
105;25;675929460;4.5;-1.0;4.51;-0.94;-12.29;10.92;-1;0.438;1;1
106;26;953722694;4.5;-0.5;4.6;-0.37;-9.47;11.75;1;0.4;0;0
107;27;953722694;4.5;-1.0;4.6;-0.87;-9.97;11.25;1;0.358;0;0
108;28;242808426;4.5;-1.5;4.46;-1.51;-13.44;13.57;-1;0.327;1;1
109;29;242808426;4.5;-1.5;4.46;-1.51;-13.44;13.57;-1;0.438;1;1
110;30;893241675;4.5;-1.0;4.46;-0.99;-15.56;6.3;-1;0.299;1;1
111;31;893241675;4.5;-1.0;4.46;-0.99;-15.56;6.3;-1;0.436;1;1
112;32;764797806;4.5;-0.5;4.48;-0.53;-11.04;9.25;-1;0.352;1;1
113;33;764797806;4.5;-0.5;4.48;-0.53;-11.04;9.25;-1;0.444;1;1
114;34;164302326;4.5;0.0;4.46;0.0;-11.3;13.12;-1;0.349;1;0
115;35;164302326;4.5;1.0;4.46;1.0;-10.3;14.12;-1;0.434;1;0
116;36;851986172;4.5;1.5;4.48;1.47;-8.69;13.53;1;0.536;0;1
117;37;851986172;4.5;1.5;4.48;1.47;-8.69;13.53;1;0.391;0;1
118;38;851986172;4.5;1.0;4.48;0.97;-9.19;13.03;1;0.565;0;1
119;39;851986172;4.5;1.0;4.48;0.97;-9.19;13.03;1;0.41;0;1
120;0;372553040;6.0;6.0;6.07;5.87;-9.69;18.29;1;0.337;0;1
121;1;372553040;6.0;4.0;6.07;3.87;-11.69;16.29;1;0.559;0;1
122;2;733117513;6.0;2.0;5.98;1.94;-15.1;15.46;1;0.723;0;1
123;3;733117513;6.0;0.0;5.98;-0.06;-17.1;13.46;1;0.648;0;0
124;4;575387501;6.0;1.0;6.17;0.8;-16.57;11.12;-1;0.672;1;0
125;5;575387501;6.0;1.5;6.17;1.3;-16.07;11.62;-1;0.485;1;0
126;6;16647301;6.0;2.0;6.01;1.91;-11.6;15.9;-1;0.563;1;0
127;7;16647301;6.0;2.5;6.01;2.41;-11.1;16.4;-1;0.556;1;0
128;8;610624057;6.0;3.0;5.99;3.07;-11.22;15.74;1;0.644;0;1
129;9;610624057;6.0;3.0;5.99;3.07;-11.22;15.74;1;0.317;0;1
130;10;731673578;6.0;2.5;5.96;2.48;-11.29;16.56;1;0.49;0;1
131;11;731673578;6.0;2.5;5.96;2.48;-11.29;16.56;1;0.461;0;1
132;12;538339265;6.0;2.0;6.03;2.11;-12.08;17.07;1;0.656;0;1
133;13;538339265;6.0;2.0;6.03;2.11;-12.08;17.07;1;0.41;0;1
134;14;638354634;6.0;1.5;5.96;1.55;-12.99;18.23;-1;0.39;1;0
135;15;638354634;6.0;2.0;5.96;2.05;-12.49;18.73;-1;0.394;1;0
136;16;956002509;6.0;2.5;5.96;2.48;-11.32;14.57;1;0.257;0;1
137;17;956002509;6.0;2.5;5.96;2.48;-11.32;14.57;1;0.415;0;1
138;18;728976698;6.0;2.0;6.02;2.11;-12.74;14.79;1;0.582;0;1
139;19;728976698;6.0;2.0;6.02;2.11;-12.74;14.79;1;0.561;0;1
140;20;372553040;6.0;-6.0;6.07;-6.13;-21.69;6.29;-1;0.379;1;1
141;21;372553040;6.0;-4.0;6.07;-4.13;-19.69;8.29;-1;0.333;1;1
142;22;733117513;6.0;-2.0;5.98;-2.06;-19.1;11.46;-1;0.344;1;1
143;23;733117513;6.0;0.0;5.98;-0.06;-17.1;13.46;1;0.542;0;0
144;24;575387501;6.0;1.0;6.17;0.8;-16.57;11.12;1;0.429;0;1
145;25;575387501;6.0;1.0;6.17;0.8;-16.57;11.12;-1;0.307;1;0
146;26;16647301;6.0;1.5;6.01;1.41;-12.1;15.4;1;0.406;0;1
147;27;16647301;6.0;1.5;6.01;1.41;-12.1;15.4;1;0.363;0;1
148;28;610624057;6.0;1.0;5.99;1.07;-13.22;13.74;1;0.443;0;1
149;29;610624057;6.0;1.0;5.99;1.07;-13.22;13.74;1;0.343;0;1
150;30;731673578;6.0;0.5;5.96;0.48;-13.29;14.56;1;0.268;0;1
151;31;731673578;6.0;0.5;5.96;0.48;-13.29;14.56;-1;0.411;1;0
152;32;538339265;6.0;1.0;6.03;1.11;-13.08;16.07;-1;0.426;1;0
153;33;538339265;6.0;1.5;6.03;1.61;-12.58;16.57;-1;0.403;1;0
154;34;638354634;6.0;2.0;5.96;2.05;-12.49;18.73;1;0.442;0;1
155;35;638354634;6.0;2.0;5.96;2.05;-12.49;18.73;1;0.461;0;1
156;36;956002509;6.0;1.5;5.96;1.48;-12.32;13.57;1;0.627;0;1
157;37;956002509;6.0;1.5;5.96;1.48;-12.32;13.57;1;0.4275;0;1
158;38;728976698;6.0;1.0;6.02;1.11;-13.74;13.79;1;0.367;0;1
159;39;728976698;6.0;1.0;6.02;1.11;-13.74;13.79;1;0.362;0;1
