;num_trial;path_seed;noise_lvl;slope;sd;mean;min;max;response;RT;prop_left;acc
0;0;380127118;1.5;6.0;1.49;5.98;2.81;9.17;1;0.59;0;1
1;1;380127118;1.5;4.0;1.49;3.98;0.81;7.17;1;0.5645;0;1
2;2;438462352;1.5;2.0;1.49;2.0;-0.59;5.52;1;0.584;0;1
3;3;438462352;1.5;0.0;1.49;-0.0;-2.59;3.52;-1;0.592;1;0
4;4;570875540;1.5;-1.0;1.5;-0.98;-4.87;2.94;-1;0.477;1;1
5;5;570875540;1.5;-1.0;1.5;-0.98;-4.87;2.94;-1;0.526;1;1
6;6;79695259;1.5;-0.5;1.5;-0.5;-4.17;3.59;-1;0.501;1;1
7;7;79695259;1.5;-0.5;1.5;-0.5;-4.17;3.59;1;0.889;0;0
8;8;357337627;1.5;-1.0;1.49;-1.02;-4.32;1.75;-1;0.534;1;1
9;9;357337627;1.5;-1.0;1.49;-1.02;-4.32;1.75;-1;0.576;1;1
10;10;339048478;1.5;-0.5;1.53;-0.54;-3.96;2.73;-1;0.53;1;1
11;11;339048478;1.5;-0.5;1.53;-0.54;-3.96;2.73;-1;0.453;1;1
12;12;3897512;1.5;0.0;1.5;-0.03;-2.91;3.07;-1;0.581;1;0
13;13;3897512;1.5;-1.0;1.5;-1.03;-3.91;2.07;-1;0.485;1;1
14;14;152833960;1.5;-1.0;1.48;-1.0;-4.44;2.53;-1;0.458;1;1
15;15;152833960;1.5;-0.5;1.48;-0.5;-3.94;3.03;-1;0.669;1;1
16;16;386198835;1.5;-0.5;1.5;-0.5;-3.78;2.48;-1;0.493;1;1
17;17;386198835;1.5;0.0;1.5;-0.0;-3.28;2.98;-1;0.645;1;0
18;18;426752948;1.5;-1.0;1.5;-1.01;-4.29;2.66;-1;0.577;1;1
19;19;426752948;1.5;-1.0;1.5;-1.01;-4.29;2.66;-1;0.544;1;1
20;20;279855541;1.5;-6.0;1.53;-6.05;-9.73;-2.99;-1;0.422;1;1
21;21;279855541;1.5;-4.0;1.53;-4.05;-7.73;-0.99;-1;0.499;1;1
22;22;295334325;1.5;-2.0;1.48;-2.0;-6.12;1.16;-1;0.411;1;1
23;23;295334325;1.5;0.0;1.48;0.0;-4.12;3.16;-1;0.5645;1;0
24;24;188144440;1.5;-1.0;1.51;-0.96;-4.83;2.24;-1;0.452;1;1
25;25;188144440;1.5;-1.0;1.51;-0.96;-4.83;2.24;-1;0.629;1;1
26;26;393153215;1.5;-0.5;1.49;-0.51;-4.04;3.21;-1;0.67;1;1
27;27;393153215;1.5;-0.5;1.49;-0.51;-4.04;3.21;-1;0.5;1;1
28;28;639661761;1.5;0.0;1.49;0.01;-3.75;3.64;-1;0.669;1;0
29;29;639661761;1.5;-1.0;1.49;-0.99;-4.75;2.64;-1;0.723;1;1
30;30;854310224;1.5;-1.0;1.5;-1.03;-4.03;2.73;-1;0.628;1;1
31;31;854310224;1.5;-0.5;1.5;-0.53;-3.53;3.23;-1;0.527;1;1
32;32;969697365;1.5;-0.5;1.5;-0.52;-4.31;2.88;-1;0.687;1;1
33;33;969697365;1.5;0.0;1.5;-0.02;-3.81;3.38;-1;0.5645;1;0
34;34;573494491;1.5;-1.0;1.55;-0.95;-4.4;2.54;1;0.5645;0;0
35;35;573494491;1.5;-1.5;1.55;-1.45;-4.9;2.04;1;0.782;0;0
36;36;206088160;1.5;-2.0;1.48;-2.01;-5.54;1.23;-1;0.553;1;1
37;37;206088160;1.5;-2.0;1.48;-2.01;-5.54;1.23;-1;0.43;1;1
38;38;427832034;1.5;-1.5;1.49;-1.51;-4.42;2.04;-1;0.387;1;1
39;39;427832034;1.5;-1.5;1.49;-1.51;-4.42;2.04;-1;0.414;1;1
40;0;564542017;3.0;6.0;3.0;5.96;-0.74;13.03;1;0.504;0;1
41;1;564542017;3.0;4.0;3.0;3.96;-2.74;11.03;1;0.596;0;1
42;2;708828609;3.0;2.0;2.98;1.99;-4.33;8.74;1;0.529;0;1
43;3;708828609;3.0;0.0;2.98;-0.01;-6.33;6.74;1;0.46;0;0
44;4;348283459;3.0;-1.0;2.98;-0.99;-9.26;6.74;-1;0.5714999999999999;1;1
45;5;348283459;3.0;-1.0;2.98;-0.99;-9.26;6.74;-1;0.812;1;1
46;6;267566244;3.0;-0.5;2.98;-0.5;-7.18;6.06;1;0.777;0;0
47;7;267566244;3.0;-1.0;2.98;-1.0;-7.68;5.56;-1;0.749;1;1
48;8;16647301;3.0;-1.0;3.0;-1.04;-7.8;5.95;-1;0.526;1;1
49;9;16647301;3.0;-0.5;3.0;-0.54;-7.3;6.45;-1;0.422;1;1
50;10;182719943;3.0;-0.5;3.03;-0.57;-6.89;6.16;-1;0.449;1;1
51;11;182719943;3.0;0.0;3.03;-0.07;-6.39;6.66;-1;0.602;1;0
52;12;663561545;3.0;1.0;2.97;1.0;-6.28;8.5;1;0.58;0;1
53;13;663561545;3.0;1.0;2.97;1.0;-6.28;8.5;1;0.627;0;1
54;14;736200266;3.0;0.5;2.98;0.49;-6.95;7.08;-1;0.684;1;0
55;15;736200266;3.0;1.0;2.98;0.99;-6.45;7.58;-1;0.555;1;0
