;num_trial;path_seed;noise_lvl;slope;sd;mean;min;max;response;RT;prop_left;acc
111;31;893241675;4.5;0.5;4.46;0.51;-14.06;7.8;-1;0.946;1;0
112;32;764797806;4.5;1.0;4.48;0.97;-9.54;10.75;-1;0.5285;1;0
113;33;764797806;4.5;1.5;4.48;1.47;-9.04;11.25;-1;0.585;1;0
114;34;164302326;4.5;2.0;4.46;2.0;-9.3;15.12;-1;0.418;1;0
115;35;164302326;4.5;2.5;4.46;2.5;-8.8;15.62;1;0.396;0;1
116;36;851986172;4.5;2.5;4.48;2.47;-7.69;14.53;1;0.377;0;1
117;37;851986172;4.5;2.0;4.48;1.97;-8.19;14.03;1;0.397;0;1
118;38;851986172;4.5;2.0;4.48;1.97;-8.19;14.03;-1;0.598;1;0
119;39;851986172;4.5;2.5;4.48;2.47;-7.69;14.53;-1;0.52;1;0
120;0;372553040;6.0;6.0;6.07;5.87;-9.69;18.29;1;0.5495;0;1
121;1;372553040;6.0;4.0;6.07;3.87;-11.69;16.29;1;1.045;0;1
122;2;733117513;6.0;2.0;5.98;1.94;-15.1;15.46;1;0.347;0;1
123;3;733117513;6.0;0.0;5.98;-0.06;-17.1;13.46;1;0.489;0;0
124;4;575387501;6.0;1.0;6.17;0.8;-16.57;11.12;-1;1.048;1;0
125;5;575387501;6.0;1.5;6.17;1.3;-16.07;11.62;-1;0.529;1;0
126;6;16647301;6.0;2.0;6.01;1.91;-11.6;15.9;-1;0.43;1;0
127;7;16647301;6.0;2.5;6.01;2.41;-11.1;16.4;1;0.566;0;1
128;8;610624057;6.0;2.5;5.99;2.57;-11.72;15.24;1;0.89;0;1
129;9;610624057;6.0;2.0;5.99;2.07;-12.22;14.74;1;0.839;0;1
130;10;731673578;6.0;2.0;5.96;1.98;-11.79;16.06;1;0.774;0;1
131;11;731673578;6.0;1.5;5.96;1.48;-12.29;15.56;1;1.465;0;1
132;12;538339265;6.0;1.5;6.03;1.61;-12.58;16.57;1;0.753;0;1
133;13;538339265;6.0;1.0;6.03;1.11;-13.08;16.07;-1;0.834;1;0
134;14;638354634;6.0;1.5;5.96;1.55;-12.99;18.23;1;1.419;0;1
135;15;638354634;6.0;1.5;5.96;1.55;-12.99;18.23;-1;0.26;1;0
136;16;956002509;6.0;2.0;5.96;1.98;-11.82;14.07;-1;0.533;1;0
137;17;956002509;6.0;2.5;5.96;2.48;-11.32;14.57;-1;1.25;1;0
138;18;728976698;6.0;3.0;6.02;3.11;-11.74;15.79;1;1.378;0;1
139;19;728976698;6.0;3.0;6.02;3.11;-11.74;15.79;1;0.661;0;1
140;20;372553040;6.0;-6.0;6.07;-6.13;-21.69;6.29;-1;0.85;1;1
141;21;372553040;6.0;-4.0;6.07;-4.13;-19.69;8.29;1;0.344;0;0
142;22;733117513;6.0;-4.5;5.98;-4.56;-21.6;8.96;-1;0.454;1;1
143;23;733117513;6.0;-4.5;5.98;-4.56;-21.6;8.96;-1;0.914;1;1
144;24;575387501;6.0;-4.0;6.17;-4.2;-21.57;6.12;-1;0.047;1;1
145;25;575387501;6.0;-4.0;6.17;-4.2;-21.57;6.12;-1;0.664;1;1
146;26;16647301;6.0;-3.5;6.01;-3.59;-17.1;10.4;-1;0.657;1;1
147;27;16647301;6.0;-3.5;6.01;-3.59;-17.1;10.4;-1;0.317;1;1
148;28;610624057;6.0;-3.0;5.99;-2.93;-17.22;9.74;1;0.681;0;0
149;29;610624057;6.0;-3.5;5.99;-3.43;-17.72;9.24;-1;0.328;1;1
150;30;731673578;6.0;-3.5;5.96;-3.52;-17.29;10.56;-1;0.342;1;1
151;31;731673578;6.0;-3.0;5.96;-3.02;-16.79;11.06;-1;0.504;1;1
152;32;538339265;6.0;-3.0;6.03;-2.89;-17.08;12.07;-1;0.708;1;1
153;33;538339265;6.0;-2.5;6.03;-2.39;-16.58;12.57;-1;0.419;1;1
154;34;638354634;6.0;-2.5;5.96;-2.45;-16.99;14.23;-1;0.411;1;1
155;35;638354634;6.0;-2.0;5.96;-1.95;-16.49;14.73;-1;0.374;1;1
156;36;956002509;6.0;-2.0;5.96;-2.02;-15.82;10.07;-1;0.532;1;1
157;37;956002509;6.0;-1.5;5.96;-1.52;-15.32;10.57;-1;0.446;1;1
158;38;728976698;6.0;-1.5;6.02;-1.39;-16.24;11.29;-1;0.277;1;1
159;39;728976698;6.0;-1.0;6.02;-0.89;-15.74;11.79;-1;0.396;1;1
