;num_trial;path_seed;noise_lvl;slope;sd;mean;min;max;response;RT;prop_left;acc
0;0;380127118;1.5;6.0;1.49;5.98;2.81;9.17;1;0.372;0;1
1;1;380127118;1.5;4.0;1.49;3.98;0.81;7.17;1;0.528;0;1
2;2;438462352;1.5;2.0;1.49;2.0;-0.59;5.52;1;0.379;0;1
3;3;438462352;1.5;0.0;1.49;-0.0;-2.59;3.52;1;0.563;0;0
4;4;570875540;1.5;-1.0;1.5;-0.98;-4.87;2.94;1;0.771;0;0
5;5;570875540;1.5;-1.5;1.5;-1.48;-5.37;2.44;-1;0.365;1;1
6;6;79695259;1.5;-1.5;1.5;-1.5;-5.17;2.59;-1;0.358;1;1
7;7;79695259;1.5;-1.0;1.5;-1.0;-4.67;3.09;-1;0.4315;1;1
8;8;357337627;1.5;-1.0;1.49;-1.02;-4.32;1.75;-1;0.413;1;1
9;9;357337627;1.5;-0.5;1.49;-0.52;-3.82;2.25;-1;0.361;1;1
10;10;339048478;1.5;-0.5;1.53;-0.54;-3.96;2.73;-1;0.599;1;1
11;11;339048478;1.5;0.0;1.53;-0.04;-3.46;3.23;-1;0.549;1;0
12;12;3897512;1.5;1.0;1.5;0.97;-1.91;4.07;1;0.681;0;1
13;13;3897512;1.5;1.0;1.5;0.97;-1.91;4.07;1;0.653;0;1
14;14;152833960;1.5;0.5;1.48;0.5;-2.94;4.03;1;0.381;0;1
15;15;152833960;1.5;0.5;1.48;0.5;-2.94;4.03;-1;0.539;1;0
16;16;386198835;1.5;1.0;1.5;1.0;-2.28;3.98;1;0.571;0;1
17;17;386198835;1.5;1.0;1.5;1.0;-2.28;3.98;1;0.426;0;1
18;18;426752948;1.5;0.5;1.5;0.49;-2.79;4.16;1;0.442;0;1
19;19;426752948;1.5;0.5;1.5;0.49;-2.79;4.16;1;0.337;0;1
20;20;279855541;1.5;-6.0;1.53;-6.05;-9.73;-2.99;-1;0.391;1;1
21;21;279855541;1.5;-4.0;1.53;-4.05;-7.73;-0.99;-1;0.431;1;1
22;22;295334325;1.5;-2.0;1.48;-2.0;-6.12;1.16;-1;0.311;1;1
23;23;295334325;1.5;0.0;1.48;0.0;-4.12;3.16;-1;0.375;1;0
24;24;188144440;1.5;1.0;1.51;1.04;-2.83;4.24;1;0.361;0;1
25;25;188144440;1.5;1.0;1.51;1.04;-2.83;4.24;1;0.305;0;1
26;26;393153215;1.5;0.5;1.49;0.49;-3.04;4.21;1;0.4315;0;1
27;27;393153215;1.5;0.5;1.49;0.49;-3.04;4.21;1;0.761;0;1
28;28;639661761;1.5;0.0;1.49;0.01;-3.75;3.64;1;0.559;0;0
29;29;639661761;1.5;1.0;1.49;1.01;-2.75;4.64;1;0.693;0;1
30;30;854310224;1.5;1.0;1.5;0.97;-2.03;4.73;1;0.44;0;1
31;31;854310224;1.5;0.5;1.5;0.47;-2.53;4.23;1;0.322;0;1
32;32;969697365;1.5;0.5;1.5;0.48;-3.31;3.88;-1;0.393;1;0
33;33;969697365;1.5;1.0;1.5;0.98;-2.81;4.38;1;0.395;0;1
34;34;573494491;1.5;1.0;1.55;1.05;-2.4;4.54;1;0.492;0;1
35;35;573494491;1.5;0.5;1.55;0.55;-2.9;4.04;1;0.432;0;1
36;36;206088160;1.5;0.5;1.48;0.49;-3.04;3.73;1;0.411;0;1
37;37;206088160;1.5;0.0;1.48;-0.01;-3.54;3.23;1;0.462;0;0
38;38;427832034;1.5;-1.0;1.49;-1.01;-3.92;2.54;-1;0.406;1;1
39;39;427832034;1.5;-1.0;1.49;-1.01;-3.92;2.54;-1;0.512;1;1
40;0;564542017;3.0;6.0;3.0;5.96;-0.74;13.03;1;0.291;0;1
41;1;564542017;3.0;4.0;3.0;3.96;-2.74;11.03;1;0.412;0;1
42;2;708828609;3.0;2.0;2.98;1.99;-4.33;8.74;1;0.303;0;1
43;3;708828609;3.0;0.0;2.98;-0.01;-6.33;6.74;1;0.563;0;0
44;4;348283459;3.0;1.0;2.98;1.01;-7.26;8.74;1;0.668;0;1
45;5;348283459;3.0;1.0;2.98;1.01;-7.26;8.74;1;0.827;0;1
46;6;267566244;3.0;0.5;2.98;0.5;-6.18;7.06;1;0.637;0;1
47;7;267566244;3.0;0.5;2.98;0.5;-6.18;7.06;1;0.34;0;1
48;8;16647301;3.0;0.0;3.0;-0.04;-6.8;6.95;-1;0.5175000000000001;1;0
49;9;16647301;3.0;-1.0;3.0;-1.04;-7.8;5.95;1;0.578;0;0
50;10;182719943;3.0;-1.5;3.03;-1.57;-7.89;5.16;-1;0.571;1;1
51;11;182719943;3.0;-1.5;3.03;-1.57;-7.89;5.16;-1;0.445;1;1
52;12;663561545;3.0;-1.0;2.97;-1.0;-8.28;6.5;-1;0.492;1;1
53;13;663561545;3.0;-1.0;2.97;-1.0;-8.28;6.5;-1;0.513;1;1
54;14;736200266;3.0;-0.5;2.98;-0.51;-7.95;6.08;-1;0.527;1;1
55;15;736200266;3.0;-0.5;2.98;-0.51;-7.95;6.08;-1;0.391;1;1
56;16;939097707;3.0;0.0;3.0;-0.03;-7.34;7.36;-1;0.665;1;0
57;17;939097707;3.0;1.0;3.0;0.97;-6.34;8.36;-1;0.559;1;0
58;18;347338382;3.0;1.5;2.99;1.49;-6.21;9.24;1;0.496;0;1
59;19;347338382;3.0;1.5;2.99;1.49;-6.21;9.24;1;0.445;0;1
60;20;714756784;3.0;-6.0;3.0;-6.05;-13.51;1.39;-1;0.38;1;1
61;21;714756784;3.0;-4.0;3.0;-4.05;-11.51;3.39;-1;0.449;1;1
62;22;550250207;3.0;-2.0;3.0;-2.03;-8.74;4.33;-1;0.408;1;1
63;23;550250207;3.0;0.0;3.0;-0.03;-6.74;6.33;-1;0.469;1;0
64;24;893629044;3.0;1.0;3.0;0.96;-6.05;8.4;-1;0.339;1;0
65;25;893629044;3.0;1.5;3.0;1.46;-5.55;8.9;1;0.751;0;1
66;26;994409911;3.0;1.5;2.99;1.52;-5.62;7.64;1;0.44;0;1
67;27;994409911;3.0;1.0;2.99;1.02;-6.12;7.14;1;0.591;0;1
68;28;935484024;3.0;1.0;2.97;1.0;-6.88;8.72;1;0.538;0;1
69;29;935484024;3.0;0.5;2.97;0.5;-7.38;8.22;1;0.754;0;1
70;30;798330489;3.0;0.5;2.99;0.53;-6.92;7.51;1;0.522;0;1
71;31;798330489;3.0;0.0;2.99;0.03;-7.42;7.01;1;0.637;0;0
72;32;928864415;3.0;1.0;2.98;0.98;-6.95;8.69;1;0.456;0;1
73;33;928864415;3.0;1.0;2.98;0.98;-6.95;8.69;1;0.467;0;1
74;34;347338382;3.0;0.5;2.99;0.49;-7.21;8.24;1;0.5175000000000001;0;1
75;35;347338382;3.0;0.5;2.99;0.49;-7.21;8.24;1;0.5175000000000001;0;1
76;36;409060100;3.0;0.0;3.01;0.05;-6.16;6.16;1;0.93;0;0
77;37;409060100;3.0;1.0;3.01;1.05;-5.16;7.16;1;0.555;0;1
78;38;658159113;3.0;1.0;2.99;1.04;-5.87;8.56;1;0.425;0;1
79;39;658159113;3.0;0.5;2.99;0.54;-6.37;8.06;1;0.427;0;1
80;0;678891659;4.5;6.0;4.51;5.94;-5.44;17.66;1;0.084;0;1
81;1;678891659;4.5;4.0;4.51;3.94;-7.44;15.66;1;0.531;0;1
82;2;101637981;4.5;2.0;4.48;2.06;-8.95;12.03;-1;0.5285;1;0
83;3;101637981;4.5;2.5;4.48;2.56;-8.45;12.53;1;0.364;0;1
84;4;347338382;4.5;2.5;4.48;2.48;-9.07;14.12;1;0.42;0;1
85;5;347338382;4.5;2.0;4.48;1.98;-9.57;13.62;1;0.501;0;1
86;6;538339265;4.5;2.0;4.52;2.08;-8.56;13.3;1;0.357;0;1
87;7;538339265;4.5;1.5;4.52;1.58;-9.06;12.8;1;0.849;0;1
88;8;731673578;4.5;1.5;4.47;1.48;-8.84;12.04;1;0.659;0;1
89;9;731673578;4.5;1.0;4.47;0.98;-9.34;11.54;-1;0.577;1;0
90;10;447369645;4.5;1.5;4.49;1.54;-10.23;11.17;1;0.481;0;1
91;11;447369645;4.5;1.5;4.49;1.54;-10.23;11.17;1;0.526;0;1
92;12;164302326;4.5;1.0;4.46;1.0;-10.3;14.12;-1;0.544;1;0
93;13;164302326;4.5;1.5;4.46;1.5;-9.8;14.62;-1;0.389;1;0
94;14;610624057;4.5;2.0;4.49;2.05;-8.66;11.56;1;0.656;0;1
95;15;610624057;4.5;2.0;4.49;2.05;-8.66;11.56;1;0.554;0;1
96;16;973130780;4.5;1.5;4.61;1.35;-9.39;13.05;-1;0.542;1;0
97;17;973130780;4.5;2.0;4.61;1.85;-8.89;13.55;-1;0.496;1;0
98;18;570542700;4.5;2.5;4.5;2.56;-8.54;11.21;1;0.512;0;1
99;19;570542700;4.5;2.5;4.5;2.56;-8.54;11.21;1;0.545;0;1
100;20;956002509;4.5;-6.0;4.47;-6.01;-16.36;3.06;-1;0.24;1;1
101;21;956002509;4.5;-4.0;4.47;-4.01;-14.36;5.06;-1;0.29;1;1
102;22;575387501;4.5;-2.0;4.63;-2.15;-15.18;5.59;-1;0.349;1;1
103;23;575387501;4.5;0.0;4.63;-0.15;-13.18;7.59;-1;0.451;1;0
104;24;675929460;4.5;-1.0;4.51;-0.94;-12.29;10.92;-1;0.672;1;1
105;25;675929460;4.5;-1.0;4.51;-0.94;-12.29;10.92;-1;0.521;1;1
106;26;953722694;4.5;-0.5;4.6;-0.37;-9.47;11.75;-1;0.928;1;1
107;27;953722694;4.5;-0.5;4.6;-0.37;-9.47;11.75;-1;0.955;1;1
108;28;242808426;4.5;0.0;4.46;-0.01;-11.94;15.07;-1;0.628;1;0
109;29;242808426;4.5;1.0;4.46;0.99;-10.94;16.07;1;0.707;0;1
110;30;893241675;4.5;1.0;4.46;1.01;-13.56;8.3;1;0.871;0;1
