;num_trial;path_seed;noise_lvl;slope;sd;mean;min;max;response;RT;prop_left;acc
0;0;380127118;1.5;6.0;1.49;5.98;2.81;9.17;1;0.078;0;1
1;1;380127118;1.5;4.0;1.49;3.98;0.81;7.17;1;0.186;0;1
2;2;438462352;1.5;2.0;1.49;2.0;-0.59;5.52;1;0.181;0;1
3;3;438462352;1.5;0.0;1.49;-0.0;-2.59;3.52;1;0.186;0;0
4;4;570875540;1.5;1.0;1.5;1.02;-2.87;4.94;1;0.176;0;1
5;5;570875540;1.5;1.0;1.5;1.02;-2.87;4.94;1;0.169;0;1
6;6;79695259;1.5;0.5;1.5;0.5;-3.17;4.59;1;0.319;0;1
7;7;79695259;1.5;0.5;1.5;0.5;-3.17;4.59;1;0.278;0;1
8;8;357337627;1.5;0.0;1.49;-0.02;-3.32;2.75;1;0.186;0;0
9;9;357337627;1.5;1.0;1.49;0.98;-2.32;3.75;1;0.123;0;1
10;10;339048478;1.5;1.0;1.53;0.96;-2.46;4.23;1;0.162;0;1
11;11;339048478;1.5;0.5;1.53;0.46;-2.96;3.73;1;0.191;0;1
12;12;3897512;1.5;0.5;1.5;0.47;-2.41;3.57;-1;0.166;1;0
13;13;3897512;1.5;1.0;1.5;0.97;-1.91;4.07;1;0.152;0;1
14;14;152833960;1.5;1.0;1.48;1.0;-2.44;4.53;1;0.072;0;1
15;15;152833960;1.5;0.5;1.48;0.5;-2.94;4.03;1;0.233;0;1
16;16;386198835;1.5;0.5;1.5;0.5;-2.78;3.48;-1;0.09;1;0
17;17;386198835;1.5;1.0;1.5;1.0;-2.28;3.98;-1;0.178;1;0
18;18;426752948;1.5;1.5;1.5;1.49;-1.79;5.16;1;0.256;0;1
19;19;426752948;1.5;1.5;1.5;1.49;-1.79;5.16;1;0.142;0;1
20;20;279855541;1.5;-6.0;1.53;-6.05;-9.73;-2.99;-1;0.216;1;1
21;21;279855541;1.5;-4.0;1.53;-4.05;-7.73;-0.99;-1;0.123;1;1
22;22;295334325;1.5;-2.0;1.48;-2.0;-6.12;1.16;-1;0.084;1;1
23;23;295334325;1.5;0.0;1.48;0.0;-4.12;3.16;1;0.25;0;0
24;24;188144440;1.5;1.0;1.51;1.04;-2.83;4.24;1;0.236;0;1
25;25;188144440;1.5;1.0;1.51;1.04;-2.83;4.24;1;0.1725;0;1
26;26;393153215;1.5;0.5;1.49;0.49;-3.04;4.21;1;0.209;0;1
27;27;393153215;1.5;0.5;1.49;0.49;-3.04;4.21;1;0.287;0;1
28;28;639661761;1.5;0.0;1.49;0.01;-3.75;3.64;1;0.179;0;0
29;29;639661761;1.5;-1.0;1.49;-0.99;-4.75;2.64;-1;0.135;1;1
30;30;854310224;1.5;-1.0;1.5;-1.03;-4.03;2.73;-1;0.1;1;1
31;31;854310224;1.5;-0.5;1.5;-0.53;-3.53;3.23;-1;0.141;1;1
32;32;969697365;1.5;-0.5;1.5;-0.52;-4.31;2.88;-1;0.165;1;1
33;33;969697365;1.5;0.0;1.5;-0.02;-3.81;3.38;1;0.097;0;0
34;34;573494491;1.5;-1.0;1.55;-0.95;-4.4;2.54;-1;0.096;1;1
35;35;573494491;1.5;-1.0;1.55;-0.95;-4.4;2.54;-1;0.108;1;1
