;num_trial;path_seed;noise_lvl;slope;sd;mean;min;max;response;RT;prop_left;acc
0;0;380127118;1.5;6.0;1.49;5.98;2.81;9.17;1;0.8;0;1
1;1;380127118;1.5;4.0;1.49;3.98;0.81;7.17;1;0.438;0;1
2;2;438462352;1.5;2.0;1.49;2.0;-0.59;5.52;1;0.351;0;1
3;3;438462352;1.5;0.0;1.49;-0.0;-2.59;3.52;1;0.618;0;0
4;4;570875540;1.5;1.0;1.5;1.02;-2.87;4.94;1;0.563;0;1
5;5;570875540;1.5;1.0;1.5;1.02;-2.87;4.94;-1;0.51;1;0
6;6;79695259;1.5;1.5;1.5;1.5;-2.17;5.59;1;0.63;0;1
7;7;79695259;1.5;1.5;1.5;1.5;-2.17;5.59;1;0.856;0;1
8;8;357337627;1.5;1.0;1.49;0.98;-2.32;3.75;1;0.633;0;1
9;9;357337627;1.5;1.0;1.49;0.98;-2.32;3.75;-1;0.626;1;0
10;10;339048478;1.5;1.5;1.53;1.46;-1.96;4.73;-1;0.714;1;0
11;11;339048478;1.5;2.0;1.53;1.96;-1.46;5.23;-1;0.639;1;0
12;12;3897512;1.5;2.5;1.5;2.47;-0.41;5.57;1;0.956;0;1
13;13;3897512;1.5;2.5;1.5;2.47;-0.41;5.57;1;0.701;0;1
14;14;152833960;1.5;2.0;1.48;2.0;-1.44;5.53;1;0.596;0;1
15;15;152833960;1.5;2.0;1.48;2.0;-1.44;5.53;1;0.532;0;1
16;16;386198835;1.5;1.5;1.5;1.5;-1.78;4.48;1;0.61;0;1
17;17;386198835;1.5;1.5;1.5;1.5;-1.78;4.48;1;0.831;0;1
18;18;426752948;1.5;1.0;1.5;0.99;-2.29;4.66;-1;0.746;1;0
19;19;426752948;1.5;1.5;1.5;1.49;-1.79;5.16;1;0.618;0;1
20;20;279855541;1.5;-6.0;1.53;-6.05;-9.73;-2.99;-1;0.721;1;1
21;21;279855541;1.5;-4.0;1.53;-4.05;-7.73;-0.99;-1;0.551;1;1
22;22;295334325;1.5;-2.0;1.48;-2.0;-6.12;1.16;-1;0.489;1;1
23;23;295334325;1.5;0.0;1.48;0.0;-4.12;3.16;-1;0.549;1;0
24;24;188144440;1.5;1.0;1.51;1.04;-2.83;4.24;1;0.618;0;1
25;25;188144440;1.5;1.0;1.51;1.04;-2.83;4.24;1;0.627;0;1
26;26;393153215;1.5;0.5;1.49;0.49;-3.04;4.21;-1;0.529;1;0
