;num_trial;path_seed;noise_lvl;slope;sd;mean;min;max;response;RT;prop_left;acc
0;0;380127118;1.5;6.0;1.49;5.98;2.81;9.17;1;0.654;0;1
1;1;380127118;1.5;4.0;1.49;3.98;0.81;7.17;1;0.38;0;1
2;2;438462352;1.5;2.0;1.49;2.0;-0.59;5.52;1;0.4675;0;1
3;3;438462352;1.5;0.0;1.49;-0.0;-2.59;3.52;1;0.4675;0;0
4;4;570875540;1.5;1.0;1.5;1.02;-2.87;4.94;1;0.453;0;1
5;5;570875540;1.5;1.0;1.5;1.02;-2.87;4.94;1;0.44;0;1
6;6;79695259;1.5;0.5;1.5;0.5;-3.17;4.59;1;0.4675;0;1
7;7;79695259;1.5;0.5;1.5;0.5;-3.17;4.59;1;0.501;0;1
8;8;357337627;1.5;0.0;1.49;-0.02;-3.32;2.75;-1;0.369;1;0
9;9;357337627;1.5;-1.0;1.49;-1.02;-4.32;1.75;-1;0.326;1;1
10;10;339048478;1.5;-1.0;1.53;-1.04;-4.46;2.23;-1;0.518;1;1
11;11;339048478;1.5;-0.5;1.53;-0.54;-3.96;2.73;-1;0.247;1;1
12;12;3897512;1.5;-0.5;1.5;-0.53;-3.41;2.57;-1;0.295;1;1
13;13;3897512;1.5;0.0;1.5;-0.03;-2.91;3.07;-1;0.414;1;0
14;14;152833960;1.5;1.0;1.48;1.0;-2.44;4.53;1;0.326;0;1
15;15;152833960;1.5;1.0;1.48;1.0;-2.44;4.53;1;0.372;0;1
16;16;386198835;1.5;0.5;1.5;0.5;-2.78;3.48;1;0.507;0;1
17;17;386198835;1.5;0.5;1.5;0.5;-2.78;3.48;1;0.696;0;1
18;18;426752948;1.5;0.0;1.5;-0.01;-3.29;3.66;-1;0.418;1;0
19;19;426752948;1.5;-1.0;1.5;-1.01;-4.29;2.66;-1;0.585;1;1
20;20;279855541;1.5;-6.0;1.53;-6.05;-9.73;-2.99;-1;0.361;1;1
21;21;279855541;1.5;-4.0;1.53;-4.05;-7.73;-0.99;-1;0.436;1;1
22;22;295334325;1.5;-2.0;1.48;-2.0;-6.12;1.16;-1;0.464;1;1
23;23;295334325;1.5;0.0;1.48;0.0;-4.12;3.16;1;0.537;0;0
24;24;188144440;1.5;1.0;1.51;1.04;-2.83;4.24;1;0.794;0;1
25;25;188144440;1.5;1.0;1.51;1.04;-2.83;4.24;1;0.595;0;1
26;26;393153215;1.5;0.5;1.49;0.49;-3.04;4.21;1;0.694;0;1
27;27;393153215;1.5;0.5;1.49;0.49;-3.04;4.21;1;0.396;0;1
28;28;639661761;1.5;0.0;1.49;0.01;-3.75;3.64;-1;0.471;1;0
29;29;639661761;1.5;-1.0;1.49;-0.99;-4.75;2.64;-1;0.55;1;1
30;30;854310224;1.5;-1.0;1.5;-1.03;-4.03;2.73;-1;0.4675;1;1
31;31;854310224;1.5;-0.5;1.5;-0.53;-3.53;3.23;-1;0.415;1;1
32;32;969697365;1.5;-0.5;1.5;-0.52;-4.31;2.88;-1;0.378;1;1
33;33;969697365;1.5;0.0;1.5;-0.02;-3.81;3.38;-1;0.397;1;0
34;34;573494491;1.5;1.0;1.55;1.05;-2.4;4.54;1;0.518;0;1
35;35;573494491;1.5;1.0;1.55;1.05;-2.4;4.54;1;0.4;0;1
36;36;206088160;1.5;0.5;1.48;0.49;-3.04;3.73;1;0.6;0;1
37;37;206088160;1.5;0.5;1.48;0.49;-3.04;3.73;1;0.626;0;1
38;38;427832034;1.5;0.0;1.49;-0.01;-2.92;3.54;-1;0.354;1;0
39;39;427832034;1.5;1.0;1.49;0.99;-1.92;4.54;1;0.479;0;1
40;0;564542017;3.0;6.0;3.0;5.96;-0.74;13.03;1;0.476;0;1
41;1;564542017;3.0;4.0;3.0;3.96;-2.74;11.03;1;0.34;0;1
42;2;708828609;3.0;2.0;2.98;1.99;-4.33;8.74;1;0.409;0;1
43;3;708828609;3.0;0.0;2.98;-0.01;-6.33;6.74;-1;0.585;1;0
44;4;348283459;3.0;-1.0;2.98;-0.99;-9.26;6.74;-1;0.337;1;1
45;5;348283459;3.0;-1.0;2.98;-0.99;-9.26;6.74;-1;0.37;1;1
46;6;267566244;3.0;-0.5;2.98;-0.5;-7.18;6.06;-1;0.661;1;1
47;7;267566244;3.0;-0.5;2.98;-0.5;-7.18;6.06;-1;0.697;1;1
48;8;16647301;3.0;0.0;3.0;-0.04;-6.8;6.95;-1;0.382;1;0
49;9;16647301;3.0;1.0;3.0;0.96;-5.8;7.95;1;0.355;0;1
50;10;182719943;3.0;1.0;3.03;0.93;-5.39;7.66;-1;0.401;1;0
51;11;182719943;3.0;1.5;3.03;1.43;-4.89;8.16;-1;0.538;1;0
52;12;663561545;3.0;2.0;2.97;2.0;-5.28;9.5;1;0.435;0;1
53;13;663561545;3.0;2.0;2.97;2.0;-5.28;9.5;1;0.45;0;1
54;14;736200266;3.0;1.5;2.98;1.49;-5.95;8.08;1;0.592;0;1
55;15;736200266;3.0;1.5;2.98;1.49;-5.95;8.08;1;0.379;0;1
56;16;939097707;3.0;1.0;3.0;0.97;-6.34;8.36;1;0.383;0;1
57;17;939097707;3.0;1.0;3.0;0.97;-6.34;8.36;1;0.436;0;1
58;18;347338382;3.0;0.5;2.99;0.49;-7.21;8.24;1;0.822;0;1
59;19;347338382;3.0;0.5;2.99;0.49;-7.21;8.24;1;0.753;0;1
60;20;714756784;3.0;-6.0;3.0;-6.05;-13.51;1.39;-1;0.485;1;1
61;21;714756784;3.0;-4.0;3.0;-4.05;-11.51;3.39;-1;0.668;1;1
62;22;550250207;3.0;-2.0;3.0;-2.03;-8.74;4.33;-1;0.825;1;1
63;23;550250207;3.0;0.0;3.0;-0.03;-6.74;6.33;1;0.603;0;0
64;24;893629044;3.0;-1.0;3.0;-1.04;-8.05;6.4;-1;0.646;1;1
65;25;893629044;3.0;-1.0;3.0;-1.04;-8.05;6.4;-1;0.301;1;1
66;26;994409911;3.0;-0.5;2.99;-0.48;-7.62;5.64;-1;0.384;1;1
67;27;994409911;3.0;-0.5;2.99;-0.48;-7.62;5.64;-1;0.527;1;1
68;28;935484024;3.0;0.0;2.97;-0.0;-7.88;7.72;-1;0.657;1;0
69;29;935484024;3.0;1.0;2.97;1.0;-6.88;8.72;1;0.51;0;1
70;30;798330489;3.0;1.0;2.99;1.03;-6.42;8.01;1;0.61;0;1
71;31;798330489;3.0;0.5;2.99;0.53;-6.92;7.51;1;0.674;0;1
72;32;928864415;3.0;0.5;2.98;0.48;-7.45;8.19;-1;0.487;1;0
73;33;928864415;3.0;1.0;2.98;0.98;-6.95;8.69;1;0.473;0;1
74;34;347338382;3.0;1.0;2.99;0.99;-6.71;8.74;1;0.375;0;1
75;35;347338382;3.0;0.5;2.99;0.49;-7.21;8.24;-1;0.435;1;0
76;36;409060100;3.0;1.0;3.01;1.05;-5.16;7.16;1;0.423;0;1
77;37;409060100;3.0;1.0;3.01;1.05;-5.16;7.16;1;0.529;0;1
78;38;658159113;3.0;0.5;2.99;0.54;-6.37;8.06;1;0.512;0;1
79;39;658159113;3.0;0.5;2.99;0.54;-6.37;8.06;1;0.414;0;1
80;0;678891659;4.5;6.0;4.51;5.94;-5.44;17.66;1;0.365;0;1
81;1;678891659;4.5;4.0;4.51;3.94;-7.44;15.66;1;0.447;0;1
82;2;101637981;4.5;2.0;4.48;2.06;-8.95;12.03;1;0.419;0;1
83;3;101637981;4.5;0.0;4.48;0.06;-10.95;10.03;-1;0.597;1;0
84;4;347338382;4.5;-1.0;4.48;-1.02;-12.57;10.62;-1;0.572;1;1
85;5;347338382;4.5;-1.0;4.48;-1.02;-12.57;10.62;-1;0.413;1;1
86;6;538339265;4.5;-0.5;4.52;-0.42;-11.06;10.8;-1;0.49;1;1
87;7;538339265;4.5;-0.5;4.52;-0.42;-11.06;10.8;-1;0.421;1;1
88;8;731673578;4.5;0.0;4.47;-0.02;-10.34;10.54;-1;0.8;1;0
89;9;731673578;4.5;1.0;4.47;0.98;-9.34;11.54;1;0.52;0;1
90;10;447369645;4.5;1.0;4.49;1.04;-10.73;10.67;1;0.449;0;1
91;11;447369645;4.5;0.5;4.49;0.54;-11.23;10.17;1;0.506;0;1
92;12;164302326;4.5;0.5;4.46;0.5;-10.8;13.62;1;0.517;0;1
