;num_trial;path_seed;noise_lvl;slope;sd;mean;min;max;response;RT;prop_left;acc
89;9;16647301;3.0;-1.5;3.0;-1.54;-8.3;5.45;-1;0.914;1;1
90;10;182719943;3.0;-1.0;3.03;-1.07;-7.39;5.66;-1;0.917;1;1
91;11;182719943;3.0;-1.0;3.03;-1.07;-7.39;5.66;-1;0.686;1;1
92;12;663561545;3.0;-0.5;2.97;-0.5;-7.78;7.0;-1;0.933;1;1
93;13;663561545;3.0;-0.5;2.97;-0.5;-7.78;7.0;-1;0.52;1;1
94;14;736200266;3.0;0.0;2.98;-0.01;-7.45;6.58;-1;0.362;1;0
95;15;736200266;3.0;1.0;2.98;0.99;-6.45;7.58;1;0.325;0;1
96;16;939097707;3.0;1.0;3.0;0.97;-6.34;8.36;1;0.31;0;1
97;17;939097707;3.0;0.5;3.0;0.47;-6.84;7.86;1;0.437;0;1
98;18;347338382;3.0;0.5;2.99;0.49;-7.21;8.24;1;0.337;0;1
99;19;347338382;3.0;0.0;2.99;-0.01;-7.71;7.74;1;0.294;0;0
100;20;714756784;3.0;-6.0;3.0;-6.05;-13.51;1.39;-1;0.384;1;1
101;21;714756784;3.0;-4.0;3.0;-4.05;-11.51;3.39;-1;0.46;1;1
102;22;550250207;3.0;-2.0;3.0;-2.03;-8.74;4.33;-1;0.423;1;1
103;23;550250207;3.0;0.0;3.0;-0.03;-6.74;6.33;-1;0.495;1;0
104;24;893629044;3.0;-1.0;3.0;-1.04;-8.05;6.4;-1;0.494;1;1
105;25;893629044;3.0;-1.0;3.0;-1.04;-8.05;6.4;-1;0.515;1;1
106;26;994409911;3.0;-0.5;2.99;-0.48;-7.62;5.64;-1;0.456;1;1
107;27;994409911;3.0;-0.5;2.99;-0.48;-7.62;5.64;-1;0.49;1;1
108;28;935484024;3.0;0.0;2.97;-0.0;-7.88;7.72;1;0.475;0;0
109;29;935484024;3.0;-1.0;2.97;-1.0;-8.88;6.72;1;0.5;0;0
110;30;798330489;3.0;-1.5;2.99;-1.47;-8.92;5.51;1;0.522;0;0
111;31;798330489;3.0;-2.0;2.99;-1.97;-9.42;5.01;-1;0.321;1;1
112;32;928864415;3.0;-2.0;2.98;-2.02;-9.95;5.69;-1;0.438;1;1
113;33;928864415;3.0;-1.5;2.98;-1.52;-9.45;6.19;-1;0.417;1;1
114;34;347338382;3.0;-1.5;2.99;-1.51;-9.21;6.24;-1;0.361;1;1
115;35;347338382;3.0;-1.0;2.99;-1.01;-8.71;6.74;-1;0.336;1;1
116;36;409060100;3.0;-1.0;3.01;-0.95;-7.16;5.16;1;0.363;0;0
117;37;409060100;3.0;-1.5;3.01;-1.45;-7.66;4.66;1;1.007;0;0
118;38;658159113;3.0;-2.0;2.99;-1.96;-8.87;5.56;-1;0.408;1;1
119;39;658159113;3.0;-2.0;2.99;-1.96;-8.87;5.56;-1;0.37;1;1
120;0;678891659;4.5;6.0;4.51;5.94;-5.44;17.66;1;0.817;0;1
121;1;678891659;4.5;4.0;4.51;3.94;-7.44;15.66;1;0.817;0;1
122;2;101637981;4.5;2.0;4.48;2.06;-8.95;12.03;1;0.56;0;1
123;3;101637981;4.5;0.0;4.48;0.06;-10.95;10.03;-1;0.483;1;0
124;4;347338382;4.5;1.0;4.48;0.98;-10.57;12.62;1;0.789;0;1
125;5;347338382;4.5;1.0;4.48;0.98;-10.57;12.62;1;0.942;0;1
126;6;538339265;4.5;0.5;4.52;0.58;-10.06;11.8;1;0.533;0;1
127;7;538339265;4.5;0.5;4.52;0.58;-10.06;11.8;1;0.565;0;1
128;8;731673578;4.5;0.0;4.47;-0.02;-10.34;10.54;1;0.56;0;0
129;9;731673578;4.5;-1.0;4.47;-1.02;-11.34;9.54;1;0.542;0;0
130;10;447369645;4.5;-1.5;4.49;-1.46;-13.23;8.17;1;0.553;0;0
131;11;447369645;4.5;-2.0;4.49;-1.96;-13.73;7.67;1;0.546;0;0
132;12;164302326;4.5;-2.5;4.46;-2.5;-13.8;10.62;-1;0.715;1;1
133;13;164302326;4.5;-2.5;4.46;-2.5;-13.8;10.62;1;0.597;0;0
134;14;610624057;4.5;-3.0;4.49;-2.95;-13.66;6.56;-1;0.57;1;1
135;15;610624057;4.5;-3.0;4.49;-2.95;-13.66;6.56;-1;0.545;1;1
136;16;973130780;4.5;-2.5;4.61;-2.65;-13.39;9.05;-1;0.424;1;1
137;17;973130780;4.5;-2.5;4.61;-2.65;-13.39;9.05;-1;0.483;1;1
138;18;570542700;4.5;-2.0;4.5;-1.94;-13.04;6.71;-1;0.503;1;1
139;19;570542700;4.5;-2.0;4.5;-1.94;-13.04;6.71;-1;0.508;1;1
140;20;956002509;4.5;-6.0;4.47;-6.01;-16.36;3.06;-1;1.069;1;1
141;21;956002509;4.5;-4.0;4.47;-4.01;-14.36;5.06;-1;0.739;1;1
142;22;575387501;4.5;-2.0;4.63;-2.15;-15.18;5.59;-1;0.736;1;1
143;23;575387501;4.5;0.0;4.63;-0.15;-13.18;7.59;-1;0.528;1;0
144;24;675929460;4.5;1.0;4.51;1.06;-10.29;12.92;1;1.024;0;1
145;25;675929460;4.5;1.0;4.51;1.06;-10.29;12.92;-1;0.72;1;0
146;26;953722694;4.5;1.5;4.6;1.63;-7.47;13.75;1;0.589;0;1
147;27;953722694;4.5;1.5;4.6;1.63;-7.47;13.75;1;0.878;0;1
148;28;242808426;4.5;1.0;4.46;0.99;-10.94;16.07;1;0.653;0;1
149;29;242808426;4.5;1.0;4.46;0.99;-10.94;16.07;1;0.485;0;1
150;30;893241675;4.5;0.5;4.46;0.51;-14.06;7.8;1;0.423;0;1
151;31;893241675;4.5;0.5;4.46;0.51;-14.06;7.8;1;0.417;0;1
152;32;764797806;4.5;0.0;4.48;-0.03;-10.54;9.75;1;0.405;0;0
153;33;764797806;4.5;-1.0;4.48;-1.03;-11.54;8.75;-1;0.425;1;1
154;34;164302326;4.5;-1.0;4.46;-1.0;-12.3;12.12;-1;0.344;1;1
155;35;164302326;4.5;-0.5;4.46;-0.5;-11.8;12.62;-1;0.472;1;1
156;36;851986172;4.5;-0.5;4.48;-0.53;-10.69;11.53;1;0.483;0;0
157;37;851986172;4.5;-1.0;4.48;-1.03;-11.19;11.03;-1;0.458;1;1
158;38;851986172;4.5;-1.0;4.48;-1.03;-11.19;11.03;-1;0.708;1;1
159;39;851986172;4.5;-0.5;4.48;-0.53;-10.69;11.53;1;0.5565;0;0
