;num_trial;path_seed;noise_lvl;slope;sd;mean;min;max;response;RT;prop_left;acc
25;25;575387501;6.0;-4.0;6.17;-4.2;-21.57;6.12;-1;0.4485;1;1
26;26;16647301;6.0;-3.5;6.01;-3.59;-17.1;10.4;-1;0.454;1;1
27;27;16647301;6.0;-3.5;6.01;-3.59;-17.1;10.4;-1;0.421;1;1
28;28;610624057;6.0;-3.0;5.99;-2.93;-17.22;9.74;1;0.422;0;0
29;29;610624057;6.0;-3.5;5.99;-3.43;-17.72;9.24;-1;0.415;1;1
30;30;731673578;6.0;-3.5;5.96;-3.52;-17.29;10.56;-1;0.458;1;1
31;31;731673578;6.0;-3.0;5.96;-3.02;-16.79;11.06;-1;0.585;1;1
32;32;538339265;6.0;-3.0;6.03;-2.89;-17.08;12.07;-1;0.4485;1;1
33;33;538339265;6.0;-2.5;6.03;-2.39;-16.58;12.57;-1;0.465;1;1
34;34;638354634;6.0;-2.5;5.96;-2.45;-16.99;14.23;-1;0.454;1;1
35;35;638354634;6.0;-2.0;5.96;-1.95;-16.49;14.73;-1;0.4485;1;1
36;36;956002509;6.0;-2.0;5.96;-2.02;-15.82;10.07;-1;0.295;1;1
37;37;956002509;6.0;-1.5;5.96;-1.52;-15.32;10.57;-1;0.34;1;1
38;38;728976698;6.0;-1.5;6.02;-1.39;-16.24;11.29;-1;0.332;1;1
39;39;728976698;6.0;-1.0;6.02;-0.89;-15.74;11.79;-1;0.351;1;1
40;0;380127118;1.5;6.0;1.49;5.98;2.81;9.17;1;0.351;0;1
41;1;380127118;1.5;4.0;1.49;3.98;0.81;7.17;1;0.485;0;1
42;2;438462352;1.5;2.0;1.49;2.0;-0.59;5.52;1;0.53;0;1
43;3;438462352;1.5;0.0;1.49;-0.0;-2.59;3.52;-1;0.639;1;0
44;4;570875540;1.5;1.0;1.5;1.02;-2.87;4.94;1;0.416;0;1
45;5;570875540;1.5;1.0;1.5;1.02;-2.87;4.94;1;0.404;0;1
46;6;79695259;1.5;0.5;1.5;0.5;-3.17;4.59;-1;0.526;1;0
47;7;79695259;1.5;1.0;1.5;1.0;-2.67;5.09;-1;0.458;1;0
48;8;357337627;1.5;1.5;1.49;1.48;-1.82;4.25;1;0.432;0;1
49;9;357337627;1.5;1.5;1.49;1.48;-1.82;4.25;1;0.35;0;1
50;10;339048478;1.5;1.0;1.53;0.96;-2.46;4.23;1;0.401;0;1
51;11;339048478;1.5;1.0;1.53;0.96;-2.46;4.23;-1;0.403;1;0
52;12;3897512;1.5;1.5;1.5;1.47;-1.41;4.57;1;0.461;0;1
53;13;3897512;1.5;1.5;1.5;1.47;-1.41;4.57;1;0.671;0;1
54;14;152833960;1.5;1.0;1.48;1.0;-2.44;4.53;1;0.709;0;1
55;15;152833960;1.5;1.0;1.48;1.0;-2.44;4.53;1;0.461;0;1
56;16;386198835;1.5;0.5;1.5;0.5;-2.78;3.48;-1;0.381;1;0
57;17;386198835;1.5;1.0;1.5;1.0;-2.28;3.98;1;0.464;0;1
58;18;426752948;1.5;1.0;1.5;0.99;-2.29;4.66;1;0.505;0;1
59;19;426752948;1.5;0.5;1.5;0.49;-2.79;4.16;1;0.546;0;1
60;20;279855541;1.5;-6.0;1.53;-6.05;-9.73;-2.99;-1;0.408;1;1
61;21;279855541;1.5;-4.0;1.53;-4.05;-7.73;-0.99;-1;0.461;1;1
62;22;295334325;1.5;-2.0;1.48;-2.0;-6.12;1.16;-1;0.375;1;1
63;23;295334325;1.5;0.0;1.48;0.0;-4.12;3.16;-1;0.308;1;0
64;24;188144440;1.5;-1.0;1.51;-0.96;-4.83;2.24;-1;0.31;1;1
65;25;188144440;1.5;-1.0;1.51;-0.96;-4.83;2.24;-1;0.319;1;1
66;26;393153215;1.5;-0.5;1.49;-0.51;-4.04;3.21;1;0.375;0;0
67;27;393153215;1.5;-1.0;1.49;-1.01;-4.54;2.71;1;0.461;0;0
68;28;639661761;1.5;-1.5;1.49;-1.49;-5.25;2.14;-1;0.494;1;1
69;29;639661761;1.5;-1.5;1.49;-1.49;-5.25;2.14;-1;0.581;1;1
70;30;854310224;1.5;-1.0;1.5;-1.03;-4.03;2.73;-1;0.475;1;1
71;31;854310224;1.5;-1.0;1.5;-1.03;-4.03;2.73;-1;0.397;1;1
72;32;969697365;1.5;-0.5;1.5;-0.52;-4.31;2.88;-1;0.447;1;1
73;33;969697365;1.5;-0.5;1.5;-0.52;-4.31;2.88;-1;0.428;1;1
74;34;573494491;1.5;0.0;1.55;0.05;-3.4;3.54;1;0.541;0;0
75;35;573494491;1.5;-1.0;1.55;-0.95;-4.4;2.54;1;0.461;0;0
76;36;206088160;1.5;-1.5;1.48;-1.51;-5.04;1.73;-1;0.522;1;1
77;37;206088160;1.5;-1.5;1.48;-1.51;-5.04;1.73;-1;0.417;1;1
78;38;427832034;1.5;-1.0;1.49;-1.01;-3.92;2.54;-1;0.444;1;1
79;39;427832034;1.5;-1.0;1.49;-1.01;-3.92;2.54;-1;0.461;1;1
80;0;564542017;3.0;6.0;3.0;5.96;-0.74;13.03;1;0.331;0;1
81;1;564542017;3.0;4.0;3.0;3.96;-2.74;11.03;1;0.383;0;1
82;2;708828609;3.0;2.0;2.98;1.99;-4.33;8.74;1;0.351;0;1
83;3;708828609;3.0;0.0;2.98;-0.01;-6.33;6.74;-1;0.325;1;0
84;4;348283459;3.0;1.0;2.98;1.01;-7.26;8.74;-1;0.393;1;0
85;5;348283459;3.0;1.5;2.98;1.51;-6.76;9.24;-1;0.668;1;0
86;6;267566244;3.0;2.0;2.98;2.0;-4.68;8.56;1;0.302;0;1
87;7;267566244;3.0;2.0;2.98;2.0;-4.68;8.56;1;0.383;0;1
88;8;16647301;3.0;1.5;3.0;1.46;-5.3;8.45;1;0.4435;0;1
89;9;16647301;3.0;1.5;3.0;1.46;-5.3;8.45;-1;0.818;1;0
90;10;182719943;3.0;2.0;3.03;1.93;-4.39;8.66;1;0.597;0;1
91;11;182719943;3.0;2.0;3.03;1.93;-4.39;8.66;1;0.357;0;1
92;12;663561545;3.0;1.5;2.97;1.5;-5.78;9.0;1;0.392;0;1
93;13;663561545;3.0;1.5;2.97;1.5;-5.78;9.0;1;0.376;0;1
94;14;736200266;3.0;1.0;2.98;0.99;-6.45;7.58;-1;0.772;1;0
95;15;736200266;3.0;1.5;2.98;1.49;-5.95;8.08;1;0.708;0;1
96;16;939097707;3.0;1.5;3.0;1.47;-5.84;8.86;1;0.296;0;1
97;17;939097707;3.0;1.0;3.0;0.97;-6.34;8.36;1;0.4435;0;1
98;18;347338382;3.0;1.0;2.99;0.99;-6.71;8.74;1;0.396;0;1
99;19;347338382;3.0;0.5;2.99;0.49;-7.21;8.24;1;0.349;0;1
100;20;714756784;3.0;-6.0;3.0;-6.05;-13.51;1.39;-1;0.398;1;1
101;21;714756784;3.0;-4.0;3.0;-4.05;-11.51;3.39;-1;0.443;1;1
102;22;550250207;3.0;-2.0;3.0;-2.03;-8.74;4.33;-1;0.393;1;1
103;23;550250207;3.0;0.0;3.0;-0.03;-6.74;6.33;-1;0.387;1;0
104;24;893629044;3.0;-1.0;3.0;-1.04;-8.05;6.4;-1;0.471;1;1
105;25;893629044;3.0;-1.0;3.0;-1.04;-8.05;6.4;-1;0.444;1;1
106;26;994409911;3.0;-0.5;2.99;-0.48;-7.62;5.64;-1;0.534;1;1
107;27;994409911;3.0;-0.5;2.99;-0.48;-7.62;5.64;-1;0.89;1;1
108;28;935484024;3.0;0.0;2.97;-0.0;-7.88;7.72;-1;0.4435;1;0
109;29;935484024;3.0;1.0;2.97;1.0;-6.88;8.72;1;0.4435;0;1
110;30;798330489;3.0;1.0;2.99;1.03;-6.42;8.01;1;0.405;0;1
111;31;798330489;3.0;0.5;2.99;0.53;-6.92;7.51;1;0.455;0;1
112;32;928864415;3.0;0.5;2.98;0.48;-7.45;8.19;1;0.552;0;1
113;33;928864415;3.0;0.0;2.98;-0.02;-7.95;7.69;-1;0.925;1;0
114;34;347338382;3.0;-1.0;2.99;-1.01;-8.71;6.74;-1;0.381;1;1
115;35;347338382;3.0;-1.0;2.99;-1.01;-8.71;6.74;-1;0.318;1;1
116;36;409060100;3.0;-0.5;3.01;-0.45;-6.66;5.66;1;0.701;0;0
117;37;409060100;3.0;-1.0;3.01;-0.95;-7.16;5.16;1;0.503;0;0
118;38;658159113;3.0;-1.5;2.99;-1.46;-8.37;6.06;1;0.952;0;0
119;39;658159113;3.0;-2.0;2.99;-1.96;-8.87;5.56;-1;0.519;1;1
120;0;678891659;4.5;6.0;4.51;5.94;-5.44;17.66;1;0.381;0;1
121;1;678891659;4.5;4.0;4.51;3.94;-7.44;15.66;1;0.26;0;1
122;2;101637981;4.5;2.0;4.48;2.06;-8.95;12.03;1;1.111;0;1
123;3;101637981;4.5;0.0;4.48;0.06;-10.95;10.03;1;1.076;0;0
124;4;347338382;4.5;1.0;4.48;0.98;-10.57;12.62;1;0.481;0;1
125;5;347338382;4.5;1.0;4.48;0.98;-10.57;12.62;1;0.434;0;1
126;6;538339265;4.5;0.5;4.52;0.58;-10.06;11.8;-1;0.735;1;0
127;7;538339265;4.5;1.0;4.52;1.08;-9.56;12.3;1;0.542;0;1
128;8;731673578;4.5;1.0;4.47;0.98;-9.34;11.54;-1;0.535;1;0
129;9;731673578;4.5;1.5;4.47;1.48;-8.84;12.04;-1;0.535;1;0
130;10;447369645;4.5;2.0;4.49;2.04;-9.73;11.67;1;1.042;0;1
131;11;447369645;4.5;2.0;4.49;2.04;-9.73;11.67;1;0.458;0;1
132;12;164302326;4.5;1.5;4.46;1.5;-9.8;14.62;1;0.391;0;1
133;13;164302326;4.5;1.5;4.46;1.5;-9.8;14.62;1;0.597;0;1
134;14;610624057;4.5;1.0;4.49;1.05;-9.66;10.56;1;0.376;0;1
135;15;610624057;4.5;1.0;4.49;1.05;-9.66;10.56;1;0.425;0;1
136;16;973130780;4.5;0.5;4.61;0.35;-10.39;12.05;-1;0.962;1;0
137;17;973130780;4.5;1.0;4.61;0.85;-9.89;12.55;-1;0.578;1;0
138;18;570542700;4.5;1.5;4.5;1.56;-9.54;10.21;1;0.567;0;1
139;19;570542700;4.5;1.5;4.5;1.56;-9.54;10.21;1;0.531;0;1
140;20;956002509;4.5;-6.0;4.47;-6.01;-16.36;3.06;-1;0.403;1;1
141;21;956002509;4.5;-4.0;4.47;-4.01;-14.36;5.06;-1;0.368;1;1
142;22;575387501;4.5;-2.0;4.63;-2.15;-15.18;5.59;-1;0.457;1;1
143;23;575387501;4.5;0.0;4.63;-0.15;-13.18;7.59;-1;0.501;1;0
144;24;675929460;4.5;1.0;4.51;1.06;-10.29;12.92;1;0.58;0;1
145;25;675929460;4.5;1.0;4.51;1.06;-10.29;12.92;1;0.363;0;1
146;26;953722694;4.5;0.5;4.6;0.63;-8.47;12.75;1;0.846;0;1
147;27;953722694;4.5;0.5;4.6;0.63;-8.47;12.75;1;0.717;0;1
148;28;242808426;4.5;0.0;4.46;-0.01;-11.94;15.07;1;0.675;0;0
149;29;242808426;4.5;1.0;4.46;0.99;-10.94;16.07;1;0.539;0;1
150;30;893241675;4.5;1.0;4.46;1.01;-13.56;8.3;1;0.416;0;1
151;31;893241675;4.5;0.5;4.46;0.51;-14.06;7.8;1;0.485;0;1
152;32;764797806;4.5;0.5;4.48;0.47;-10.04;10.25;-1;0.498;1;0
153;33;764797806;4.5;1.0;4.48;0.97;-9.54;10.75;-1;0.514;1;0
154;34;164302326;4.5;1.5;4.46;1.5;-9.8;14.62;1;0.541;0;1
155;35;164302326;4.5;1.5;4.46;1.5;-9.8;14.62;1;1.096;0;1
156;36;851986172;4.5;1.0;4.48;0.97;-9.19;13.03;1;0.512;0;1
157;37;851986172;4.5;1.0;4.48;0.97;-9.19;13.03;1;0.528;0;1
158;38;851986172;4.5;0.5;4.48;0.47;-9.69;12.53;1;0.781;0;1
159;39;851986172;4.5;0.5;4.48;0.47;-9.69;12.53;-1;0.774;1;0
